"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Glutathione (oxidized)","Com_15376_neg","Glutathione (oxidized)","C20 H32 N6 O12 S2",612.153,4.844,611.14573,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",533240.5138,496594.8709,578909.0577,430006.4492,394851.0285,407678.1611,269231.7444,352739.4199,18.4817502257023,19.0297046363306,-0.547954410628318,0.00778554932064271,0.0793639626460035,"down",1.58617186522685
"4-morpholino-3-nitrobenzene-1-sulfonamide","Com_15379_neg","4-morpholino-3-nitrobenzene-1-sulfonamide","C10 H13 N3 O5 S",287.05745,4.918,286.05017,"Full match","No results","No results",NA,NA,NA,NA,2680420.855,2922578.208,3217681.213,2439943.593,2515128.743,3032407.85,2818024.003,3132473.301,21.4035545620281,21.4834760923651,-0.0799215303370495,0.477805569690856,0.333445754995048,"stable",0.561681081480931
"PC 17:1_18:2","Com_15409_neg","PC 17:1_18:2","C43 H80 N O8 P",815.56691,11.516,814.55964,"No results","Invalid mass","No results",NA,NA,NA,NA,2332941.45,2316090.428,1814050.969,1117136.405,961736.180699999,718569.588400001,1112533.588,880204.778200001,19.8508642167313,21.0292541273246,-1.17838991059338,0.000710298430009428,0.0392424749150347,"down",1.85341405810567
"Glutathione","Com_15428_neg","Glutathione","C10 H17 N3 O6 S",307.08378,7.464,306.07651,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",2063682.376,2892253.266,1819179.827,1972548.663,2130313.635,565771.2547,603027.3877,569238.1132,19.8729319933496,21.0784695667993,-1.20553757344967,0.0541359250140517,0.139881242276491,"stable",1.23805242577364
"N1-(4-cyclohexylphenyl)-2-[(4-methylphenyl)thio]acetamide","Com_15432_neg","N1-(4-cyclohexylphenyl)-2-[(4-methylphenyl)thio]acetamide","C21 H25 N O S",375.14619,7.514,374.13892,"Invalid mass","No results","No results",NA,NA,NA,NA,353439.3889,258046.1941,158333.8808,118912.0681,115451.5625,101873.6428,197940.1624,232629.8775,17.1470533629526,17.8936612021277,-0.746607839175052,0.144433191082637,0.193294373635252,"stable",1.20029299872342
"Pyridoxamine","Com_15500_neg","Pyridoxamine","C8 H12 N2 O2",168.08984,5.218,213.08798,"No results","No results","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Pyridoxamines","Pyridoxamine 5'-phosphates",790728.519300001,473083.0771,531449.83,696906.9648,757867.3538,2235110.115,1295339.121,1385501.687,20.1481964629113,19.1547103139408,0.993486148970536,0.0404533770554115,0.126756718921824,"up",1.33706173869324
"Flavin adenine dinucleotide","Com_15629_neg","Flavin adenine dinucleotide","C27 H33 N9 O15 P2",785.1583,5.874,784.15102,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Flavin nucleotides","Not available","Flavin nucleotides",392007.2233,476874.0817,502755.2119,456370.2397,469639.388100001,452017.8341,429933.5356,367325.3164,18.725502434302,18.7944220559997,-0.0689196216977557,0.618890841180709,0.385853402141166,"stable",0.466765400684269
"LPE 15:0","Com_15661_neg","LPE 15:0","C20 H42 N O7 P",439.27002,9.057,438.26274,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",555000.9515,519184.181600001,366421.0872,180945.3418,314465.8329,284475.3413,155116.0736,629632.6487,18.0705643521179,18.8503868760069,-0.779822523889013,0.102347587123502,0.172532915941008,"stable",1.07556822109443
"LysoPE 18:2","Com_15785_neg","LysoPE 18:2","C23 H44 N O7 P",477.28629,8.42,476.27902,"No results","No results","Full match",NA,NA,NA,NA,290113.2491,460544.8305,386050.2389,240983.2726,255008.3184,222139.4671,390596.9202,292501.0153,18.0666535263432,18.5058892701942,-0.439235743851004,0.140089392763391,0.191416252733549,"stable",1.1933869579803
"20-Carboxy-Leukotriene B4","Com_16472_neg","20-Carboxy-Leukotriene B4","C20 H30 O6",366.20387,6.966,347.18582,"No results","No results","Full match",NA,NA,NA,NA,239872.157,335460.1334,144644.2248,384895.5066,1409179.643,258767.8454,633310.8925,289864.4395,18.8758806882106,17.7899457257794,1.08593496243122,0.105750097844385,0.174004656900033,"stable",1.11596830496731
"LPS 20:0","Com_16514_neg","LPS 20:0","C26 H52 N O9 P",553.3386,11.497,552.33132,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",932398.082799999,755431.486000001,679107.4308,271812.9513,383976.2716,184753.2597,270267.5904,1045058.522,18.4274667795675,19.5769360651746,-1.14946928560711,0.0524023389735336,0.138316615656798,"stable",1.24976072811221
"Mag (18:1)","Com_16562_neg","Mag (18:1)","C21 H40 O4",356.29278,10.122,401.29099,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",311030.1603,229189.3538,105819.9441,336196.8316,391960.2094,89938.7596000001,97845.9319900001,168358.5258,17.4670702309682,17.581375832734,-0.114305601765857,0.864670220956039,0.467456852641356,"stable",0.13630451867011
"Lysopc 16:1","Com_16612_neg","Lysopc 16:1","C24 H48 N O7 P",493.31705,10.052,492.30977,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",662549.077299999,606486.983500001,429937.5522,289930.9664,286762.8249,153278.5528,187873.2627,311596.4192,17.8538728148716,19.0871841851014,-1.23331137022981,0.0053204387096536,0.0730639544612449,"down",1.69432843007291
"PA 16:0_18:1","Com_16681_neg","PA 16:0_18:1","C37 H71 O8 P",674.48689,8.568,673.47961,"No results","Full match","No results",NA,NA,NA,NA,529363.7814,638070.6458,428071.0591,452721.9906,306955.3139,403355.8924,442798.8393,658791.3633,18.7446765634554,19.0015824600159,-0.256905896560461,0.334105564373785,0.276714686418804,"stable",0.727507676010752
"PE 14:0_16:0","Com_16759_neg","PE 14:0_16:0","C35 H70 N O8 P",617.47881,10.713,616.47154,"No results","Invalid mass","No results",NA,NA,NA,NA,463526.0713,526264.9422,579776.319800001,536938.9075,3214881.025,2352569.204,2717404.929,2231906.076,20.8560362178481,18.9909525367998,1.86508368104829,0.0146791900499513,0.0984576055974014,"up",1.53197505946773
"N-Acetyl-D-tryptophan","Com_16762_neg","N-Acetyl-D-tryptophan","C13 H14 N2 O3",246.10101,5.314,245.09373,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",307859.5,318774.6201,330176.1525,288978.0098,284849.6548,309121.2922,343373.4049,334396.2104,18.2477745148923,18.2823220684613,-0.0345475535689914,0.595813963398648,0.376888383940787,"stable",0.364379745305671
"D-Fructose 1,6-bisphosphate","Com_16766_neg","D-Fructose 1,6-bisphosphate","C6 H14 O12 P2",339.99763,5.641,338.99036,"No results","No results","Full match",NA,NA,NA,NA,270355.1865,247584.0154,937810.636099999,2238669.991,238786.1307,237322.3807,262619.7692,257114.7907,18.5581455338994,18.6003307572854,-0.042185223385971,0.963793849720919,0.494543307790988,"stable",0.035511014864748
"PC 16:1_22:6","Com_16786_neg","PC 16:1_22:6","C46 H78 N O8 P",849.55851,9.278,848.55124,"No results","Invalid mass","No results",NA,NA,NA,NA,431366.3033,479617.3522,362243.2108,239006.9846,229436.4838,101238.4046,272379.4874,241882.3552,17.6482060479603,18.6855591375238,-1.03735308956353,0.0129854808841969,0.0950499948795409,"down",1.51652382026232
"D-Xylonic Acid","Com_16789_neg","D-Xylonic Acid","C5 H10 O6",166.04774,5.53,165.04065,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives",501463.8144,581758.2062,569309.9178,751953.875499999,639850.1812,572961.5387,716759.1681,880381.980800001,19.4269274106956,19.0682336373682,0.358693773327385,0.0283743726041649,0.113517481082432,"up",1.39028249960289
"PE 18:0_20:4","Com_16848_neg","PE 18:0_20:4","C43 H78 N O8 P",767.54426,9.097,766.53699,"No results","Full match","No results",NA,NA,NA,NA,147135.7172,399582.269,223629.7437,408815.5145,393920.6759,294708.2916,243892.8342,234753.7561,18.2268481451163,17.8485578595962,0.378290285520098,0.469608315810776,0.330694220945509,"stable",0.747887818618566
"Oleoyl-L-alpha-lysophosphatidic acid","Com_16909_neg","Oleoyl-L-alpha-lysophosphatidic acid","C21 H40 Na O7 P",458.24296,9.289,457.23568,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1-acylglycerol-3-phosphates",1168170.092,947091.230100001,629033.8591,460936.2558,624814.8626,192748.5239,428534.697000001,731873.813100001,18.7627850301384,19.7572469832471,-0.994461953108718,0.0578088783435692,0.143474631086723,"stable",1.27291689075195
"geranyl pp","Com_17050_neg","geranyl pp","C10 H20 O7 P2",314.06739,5.233,295.04944,"No results","No results","Full match","Lipids and lipid-like molecules","Prenol lipids","Isoprenoid phosphates","Isoprenoid phosphates",143749.7657,138536.4458,147724.8195,140855.375,143341.8655,157778.8106,127742.1162,146391.7967,17.1245698920561,17.1285529435385,-0.0039830514823862,0.945694482990215,0.489805038670887,"stable",0.0470706625247631
"LPC 20:2","Com_17094_neg","LPC 20:2","C28 H54 N O7 P",593.36978,10.009,592.3625,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",564966.8346,498789.7822,209719.8965,291661.0096,342716.8309,195382.3537,521571.3262,544152.732899999,18.4325376654276,18.5713277509941,-0.138790085566512,0.806941878886274,0.45030129549501,"stable",0.226370596772466
"PC 14:0_14:0","Com_17134_neg","PC 14:0_14:0","C36 H72 N O8 P",723.50421,9.127,722.49693,"No results","Invalid mass","No results",NA,NA,NA,NA,166129.7426,178959.4177,155843.5712,143792.9285,144460.3738,132028.5249,146176.2837,149825.6243,17.1269424428483,17.346987639592,-0.220045196743627,0.0399319584209177,0.126250274065084,"stable",1.65556395054806
"Uridine 5'-Diphospho-N-Acetylgalactosamine","Com_17159_neg","Uridine 5'-Diphospho-N-Acetylgalactosamine","C17 H27 N3 O17 P2",607.08142,6.914,606.07414,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",299540.5054,317754.6387,365002.3282,468122.1634,468947.5045,673586.214000001,438260.2995,398504.1243,18.8765518277245,18.3158304602949,0.560721367429625,0.0108630575106198,0.0897878651839053,"up",1.54883158180674
"GTP","Com_17259_neg","GTP","C10 H16 N5 O14 P3",522.99058,11.921,521.98331,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside triphosphates",2001181.577,1158370.638,1689024.764,1565492.695,1391535.363,1885246.652,1819393.769,2117485.299,20.7283400507564,20.5879484012172,0.140391649539268,0.623517501833166,0.387619834617409,"stable",0.496311602044192
"LPC 22:6","Com_17302_neg","LPC 22:6","C30 H50 N O7 P",613.33805,9.073,612.33077,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",551056.1511,553738.7858,447990.3468,214575.5322,346143.5865,136324.1595,377678.5219,865217.619900001,18.2836643228934,18.9745979929275,-0.690933670034152,0.198919374051834,0.220007122509707,"stable",0.843223704819444
"2-Methylbutyl beta-D-glucopyranoside","Com_17392_neg","2-Methylbutyl beta-D-glucopyranoside","C11 H22 O6",296.14467,7.828,295.13739,"Invalid mass","No results","No results",NA,NA,NA,NA,445156.000499999,3982472.998,374690.8676,478110.7487,129230.6234,297156.9539,263045.872,313348.4936,18.057960560795,19.7348419720353,-1.67688141124032,0.262501273261945,0.244494565849911,"stable",1.19883762478005
"All-cis-4,7,10,13,16-docosapentaenoic acid","Com_17485_neg","All-cis-4,7,10,13,16-docosapentaenoic acid","C22 H34 O2",330.25592,7.871,329.24864,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",117233.7714,107189.449,114952.4549,100422.2786,104354.7053,92078.00284,96106.5602099999,109204.2998,16.6132884632962,16.7865032761481,-0.173214812851871,0.0269171952784095,0.112518829067886,"stable",1.46414758714608
"6-phospho-D-glucono-1,5-lactone","Com_17718_neg","6-phospho-D-glucono-1,5-lactone","C6 H11 O9 P",258.01359,4.994,257.00632,"No results","No results","Full match",NA,NA,NA,NA,414867.2452,1157509.768,446287.2632,1037303.453,250533.0387,308216.1679,400704.4983,442798.6587,18.7042202877215,19.1908320923789,-0.486611804657379,0.45580559390075,0.325946729017751,"stable",0.638152744413107
"LPI 16:1","Com_17789_neg","LPI 16:1","C25 H47 O12 P",570.28016,9.253,569.27289,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",1388842.221,1278862.32,1219750.812,1608626.351,1655990.514,1427163.418,535111.060099999,2161418.358,20.3588811301107,20.3033452726646,0.0555358574461735,0.881519407748947,0.472263991873893,"stable",0.0966824082561561
"Tauroursodeoxycholic acid","Com_18001_neg","Tauroursodeoxycholic acid","C26 H45 N O6 S",499.29758,7.755,498.2903,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Taurinated bile acids and derivatives",308787.987,324333.4841,348644.5414,278957.7711,221942.0841,659838.9671,178629.9514,309628.7843,18.1736119890358,18.3182576399291,-0.144645650893313,0.677679432421425,0.407567423599713,"stable",0.270090287290659
"Gentisic acid","Com_18078_neg","Gentisic acid","C7 H6 O4",154.02691,5.031,153.01964,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",127517.2638,180114.4759,121191.261,162028.3469,517813.4155,149212.2108,184268.7632,193726.8779,17.7060164424763,17.1019379362034,0.604078506272987,0.157849189971664,0.198636574446576,"stable",0.945080091244358
"5-Methyl-dl-tryptophan","Com_18106_neg","5-Methyl-dl-tryptophan","C12 H14 N2 O2",218.10578,5.255,253.07527,"No results","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives",139529.9708,134976.4849,143928.7456,131740.7523,139658.42,153724.38,239747.4994,147084.7743,17.2732632579438,17.0891864375753,0.18407682036845,0.300901485793377,0.261227256412148,"stable",0.677517702684053
"Alanyltyrosine","Com_18154_neg","Alanyltyrosine","C12 H16 N2 O4",252.11122,4.756,251.10395,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",532169.249199999,537474.0614,696978.758999999,451888.9606,447397.0435,781033.700200001,645410.5737,809395.6283,19.2116346955737,19.1560387975556,0.0555958980181472,0.813049303459687,0.452168389314961,"stable",0.169479357551888
"Erucic acid","Com_18371_neg","Erucic acid","C22 H42 O2",338.31868,9.635,337.3114,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",1032114.197,1388104.616,1198059.362,928118.756100001,1468597.027,1484099.647,540808.4586,659916.7732,19.8375592655391,20.1913746694249,-0.353815403885822,0.317565853735756,0.268935591372023,"stable",0.666368660220201
"L-(-)-alpha-Amino-epsilon-Caprolactam","Com_18477_neg","L-(-)-alpha-Amino-epsilon-Caprolactam","C6 H12 N2 O",128.09498,6.238,127.08771,"No results","No results","Full match","Organoheterocyclic compounds","Azepines","Not available","Azepines",209568.247,190252.5932,247706.1929,257687.4813,385445.4813,474443.1294,219027.5957,245961.3667,18.2072262361137,17.7109625403452,0.496263695768569,0.0869645356424704,0.1648666327194,"stable",1.12121731112225
"2-Phosphoglyceric acid","Com_18485_neg","2-Phosphoglyceric acid","C3 H7 O7 P",185.99295,2.754,184.98567,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives",1697227.804,1564560.683,1302251.28,1395694.946,1654746.296,1365965.439,2035371.342,2207050.526,20.6965538413537,20.5282171324234,0.168336708930333,0.385978818125231,0.299483653849363,"stable",0.632055975417349
"PC 17:0_18:1","Com_18593_neg","PC 17:0_18:1","C43 H84 N O8 P",819.5959,11.718,818.58862,"No results","Invalid mass","No results",NA,NA,NA,NA,260461.0165,43547.0061,135261.8333,1930761.922,318489.0472,102629.1879,98073.43923,458107.5786,18.2391212812168,16.8154630452172,1.4236582359996,0.245004108163881,0.238561955833077,"stable",0.867423485158218
"3-(2,4-difluoroanilino)-2-(2-thienylsulfonyl)acrylonitrile","Com_18716_neg","3-(2,4-difluoroanilino)-2-(2-thienylsulfonyl)acrylonitrile","C13 H8 F2 N2 O2 S2",325.99879,8.53,324.99152,"Full match","No results","No results",NA,NA,NA,NA,81887.21326,82496.96837,73556.71823,72179.88477,72571.04768,64086.31716,68982.67843,338306.4213,16.5392124005239,16.2733245162024,0.265887884321526,0.594560643607879,0.376393988717914,"stable",0.345523282952647
"LNAPE 16:1/N-18:0","Com_18743_neg","LNAPE 16:1/N-18:0","C39 H76 N O8 P",1435.06265,7.05,716.52405,"No results","Invalid mass","No results",NA,NA,NA,NA,2217852.676,2251446.28,1274643.656,1436810.668,1294571.867,1046354.99,1440434.706,2352592.996,20.4758632554721,20.8216050923552,-0.34574183688305,0.355277831371724,0.286368863109655,"stable",0.792789961546643
"Gly-Tyr-Ala","Com_18746_neg","Gly-Tyr-Ala","C14 H19 N3 O5",309.13215,4.764,308.12488,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides",262090.6417,222881.9625,290848.0679,205604.3687,186025.2177,405681.8933,214066.6365,286243.7503,17.9238449133754,17.9718442837038,-0.0479993703283341,0.843988265918769,0.461435131523682,"stable",0.135914212240892
"Phosphopyruvic acid","Com_18793_neg","Phosphopyruvic acid","C3 H5 O6 P",167.98223,2.614,166.97495,"No results","No results","Full match","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Phosphate esters",3144090.158,1943048.174,2103091.44,1894207.223,2267683.905,1846187.138,2464182.102,2783831.501,21.0846772267401,21.1593938480887,-0.0747166213486032,0.77749604610299,0.441117863566066,"stable",0.275332414740603
"lithocholic acid","Com_19192_neg","lithocholic acid","C24 H40 O3",376.2975,9.068,375.29022,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Monohydroxy bile acids, alcohols and derivatives",392718.8656,530608.192,426154.654800001,416012.2806,353496.9523,295543.709,174028.3555,404178.2805,18.2608423933743,18.7671474559114,-0.506305062537088,0.105571457317342,0.173929140140621,"stable",1.07144191389595
"PE O-21:2_16:1","Com_19221_neg","PE O-21:2_16:1","C42 H80 N O7 P",741.56581,8.823,740.55853,"No results","Full match","No results",NA,NA,NA,NA,218647.5268,301515.1232,202194.3452,533729.226699999,518486.526400001,325410.4464,243928.1837,243492.9454,18.4222427767879,17.8551671561402,0.567075620647714,0.113118355813987,0.177863734855008,"stable",1.0767426180845
"DL-Panthenol","Com_19243_neg","DL-Panthenol","C9 H19 N O4",205.13154,5.423,204.12427,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",150606.9504,180624.1811,381186.8641,110989.0051,288634.4425,170178.943,312154.155,494123.2913,17.888408974244,17.734399741698,0.154009232546002,0.79227834559912,0.445766135333134,"stable",0.213158139183633
"4-Hydroxybenzoic acid","Com_19332_neg","4-Hydroxybenzoic acid","C7 H6 O3",138.02891,5.12,137.02164,"No results","Invalid mass","No results","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",256605.7525,250955.2686,307699.9794,273390.9481,311668.5087,343833.4159,202782.0818,336441.683,18.138235327544,18.0458098392148,0.0924254883292157,0.601961994239234,0.379302278322426,"stable",0.369988956905811
"Palmitic acid","Com_1368_neg","Palmitic acid","C16 H32 O2",256.24021,0.42,255.23294,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",9882050.103,11301420.54,9502721.552,8737628.35300001,1603462.861,9941007.638,10134746.8,12040961.84,22.7421568995864,23.2820963513981,-0.539939451811755,0.374124259726615,0.294537569105955,"stable",0.580458277670014
"L-Cysteine-glutathione gisulfide","Com_60_neg","L-Cysteine-glutathione gisulfide","C13 H22 N4 O8 S2",426.08817,1.437,425.0809,"No results","No results","Full match",NA,NA,NA,NA,178795661.7,209304931.8,301445269.9,285562022.4,252182099,485359839.8,318071830.1,825710164.1,28.5438873201661,27.7406961353906,0.803191184775514,0.0814937756516327,0.161658373578492,"stable",1.16986257560515
"S-(Methyl)Glutathione","Com_163_neg","S-(Methyl)Glutathione","C11 H19 N3 O6 S",321.09941,2.738,320.09213,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",111242871.5,152243599.8,103056483.8,117129792.2,200869661.6,133683126.5,67241834.86,20782144.37,26.3382312719402,26.8432680074218,-0.505036735481617,0.43521325003378,0.31858404164036,"stable",0.514475423381918
"AICA ribonucleotide","Com_78_neg","AICA ribonucleotide","C9 H15 N4 O8 P",338.0627,1.487,337.05544,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Imidazole ribonucleosides and ribonucleotides","1-ribosyl-imidazolecarboxamides","1-ribosyl-imidazolecarboxamides",1229421.865,1194438.764,1317355.945,12051628.38,60714299.38,296475757.3,9601529.20200001,20483408.52,25.0008763791479,20.2488879526814,4.75198842646657,0.00636760852092035,0.0758946845322132,"up",1.6781856987889
"LPE 18:0","Com_135_neg","LPE 18:0","C23 H48 N O7 P",481.3171,10.238,480.30982,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",201813725.3,169552523.3,125002487.5,107361861.4,122796631.8,86500635.1800001,83727256.99,202228036.8,26.7652822597197,27.2743292105026,-0.509046950782867,0.149797356325225,0.195509746063922,"stable",1.03124476054057
"3-Hydroxyanthranilic acid","Com_2171_neg","3-Hydroxyanthranilic acid","C7 H7 N O3",153.04262,6.12,152.03533,"Full match","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",4912244.274,5967079.44199999,6352228.364,6211112.61800001,4770147.622,7570767.228,5991344.692,4364887.199,22.4351984412695,22.4451252583254,-0.00992681705586307,0.957944937850947,0.493021763591989,"stable",0.038952320223806
"7-Methylxanthine","Com_305_neg","7-Methylxanthine","C6 H6 N4 O2",166.04766,1.348,165.04038,"Invalid mass","No results","No match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",32346371.47,35480406.79,39621932.6,37434515.84,39830281.4,45021860.39,38482949.81,43932390.97,25.2831696339535,25.0891385592049,0.194031074748537,0.131620832294384,0.187518355080406,"stable",1.27994689725273
"2-Furoic acid","Com_246_neg","2-Furoic acid","C5 H4 O3",112.01604,2.065,111.00876,"No results","No results","Full match","Organoheterocyclic compounds","Furans","Furoic acid and derivatives","Furoic acids",422989743.1,386483033.5,414330238.2,345022815,387595371.2,463810456.5,305817788.4,382393380.3,28.4759264244295,28.6026943842488,-0.126767959819368,0.288308497822847,0.255140197810486,"stable",0.705317635774765
"Cytidine 5'-Monophosphate-N-Acetylneuraminic Acid","Com_62_neg","Cytidine 5'-Monophosphate-N-Acetylneuraminic Acid","C20 H31 N4 O16 P",614.14949,2.314,613.14221,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",1114561876,1313314481,1287451629,1082759581,1041351123,949022950.299999,806110460.3,1028711670,29.8628673626959,30.2020886408692,-0.339221278173298,0.0218340465481383,0.108203583371023,"down",1.52440009283355
"N-Acetyl-L-leucine","Com_231_neg","N-Acetyl-L-leucine","C8 H15 N O3",173.10529,5.387,172.09801,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Leucine and derivatives",92529145.93,102711688.2,84325175.5700001,74796950.54,90810464.95,102737386.2,122000195.7,112183889.3,26.5621631727394,26.4689632477346,0.0931999250047681,0.553180905024283,0.359618584916164,"stable",0.419802939289139
"LPE 18:1","Com_214_neg","LPE 18:1","C23 H46 N O7 P",479.3014,9.668,478.29412,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",89881679.14,69392608.29,56599030.81,42154424.83,59132923.47,43109307.24,40344676.35,100703944,25.6719109953285,26.074692137712,-0.402781142383429,0.248154712341238,0.239669662312743,"stable",0.822384992055135
"Hypotaurine","Com_3674_neg","Hypotaurine","C2 H7 N O2 S",109.01999,1.304,263.03845,"No results","No results","Full match","Organic acids and derivatives","Sulfinic acids and derivatives","Sulfinic acids","Sulfinic acids",492348.3756,508506.8247,483670.4897,432066.6208,470455.5997,562816.3602,518730.8373,599922.194100001,18.9691881064427,18.9162975250917,0.0528905813510931,0.577146647581104,0.369442632145231,"stable",0.365313685407999
"Reduced nicotinamide adenine dinucleotide","Com_182_neg","Reduced nicotinamide adenine dinucleotide","C21 H29 N7 O14 P2",665.12563,2.153,664.11836,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",1402781474,546514557.099999,335741458.1,1686754658,1389846896,1907759133,1533771601,1700443126,30.6061627662012,29.2447010915028,1.36146167469844,0.151445739825344,0.196168651661405,"stable",1.53322170756971
"Allantoin","Com_355_neg","Allantoin","C4 H6 N4 O3",158.04409,1.359,315.08104,"No results","No results","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazoles",68915132.4400001,88046564.1300001,90738070.5999999,70460154.1999999,70851823.2799999,128517620.2,118759383.1,83695572.7,26.4456222215493,26.2884284960954,0.157193725453848,0.506881276805439,0.342819324623148,"stable",0.471218826930365
"Glu-Gln","Com_463_neg","Glu-Gln","C10 H17 N3 O6",275.11171,1.442,274.10443,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",8145559.801,9487712.107,9736897.24100001,8597827.83699999,10103538.19,37147480.96,65729570.2899999,18192711.61,24.3075111157806,23.1167473030202,1.1907638127604,0.0990272873575437,0.171025493263296,"stable",1.08193332489602
"Adenylosuccinic acid","Com_306_neg","Adenylosuccinic acid","C14 H18 N5 O11 P",463.07457,4.671,462.06733,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",218743587.1,282011370.1,297527033.8,161444091.6,192988061.3,191608590.3,117020611.7,132764509.3,27.2180928966814,27.9747630298833,-0.756670133201879,0.0103906753461605,0.0884262129293979,"down",1.623108002028
"Tetradecanedioic acid","Com_6350_neg","Tetradecanedioic acid","C14 H26 O4",258.18323,7.131,257.17596,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",2839187.294,2850508.194,2948513.621,2624224.943,2843862.979,2714022.065,3257474.084,2601928.613,21.4162707447563,21.4571302461996,-0.0408595014433075,0.539227811701548,0.35414787394156,"stable",0.404230339999675
