"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","OCI_M2_WT_1","OCI_M2_WT_2","OCI_M2_WT_3","OCI_M2_2w_1","OCI_M2_2w_2","OCI_M2_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Troxerutin","Com_7344_pos","Troxerutin","C33 H42 O19",780.181,11.117,781.18828,"Invalid mass","No results","No results","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid-3-O-glycosides",2047865.193,2812970.211,2117162.209,1659723.57,1784682.99,1150565.944,20.5212200642993,21.1343508462781,-0.613130781978853,0.0674532416287822,0.364451014316612,"stable",1.4796261755526
"PI 36:1","Com_7376_pos","PI 36:1","C45 H85 O13 P",886.55658,10.175,887.56386,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",15707531.21,16650285.34,33666371.21,37529935.16,16468574.68,21872456.79,24.5057875888699,24.299600522228,0.206187066641945,0.745323915222483,0.63756843424319,"stable",0.38455359045203
"PI 38:4","Com_7426_pos","PI 38:4","C47 H83 O13 P",908.54016,11.034,909.54743,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",11432033.45,4119877.651,3888852.401,1406406.056,1306364.246,176965.0315,19.3912707741588,22.4372206063042,-3.04594983214541,0.0638013523367005,0.359108180518806,"stable",1.53195996666115
"Palmitoylethanolamide","Com_7452_pos","Palmitoylethanolamide","C18 H37 N O2",299.28287,7.547,300.2901,"No results","No results","Full match","Organic acids and derivatives","Carboximidic acids and derivatives","Carboximidic acids","Carboximidic acids",759923.894,1203589.94,454480.984099999,467823.020900001,480813.1204,769116.854799999,19.0878544511193,19.5094227813718,-0.421568330252505,0.565057372860895,0.571490342336879,"stable",0.77681807501889
"2-Hydroxy-3-methylbutanoic acid","Com_7486_pos","2-Hydroxy-3-methylbutanoic acid","C5 H10 O3",118.06293,6.385,275.08895,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",3303165.314,3119498.005,3427175.178,2639375.937,2842847.426,3661570.372,21.5249005860045,21.6456295683988,-0.120728982394311,0.424032500226979,0.524662188752107,"stable",0.712932572462805
"SM 8:1;2O/34:1","Com_7495_pos","SM 8:1;2O/34:1","C47 H93 N2 O6 P",812.678,10.165,813.68528,"No results","Full match","No results",NA,NA,NA,NA,29784647.25,23174187.01,14819226.01,23515278.37,17988145.53,14983490.86,24.1415028823387,24.3716825641434,-0.230179681804696,0.202767734895706,0.478337897830955,"stable",0.590939773642046
"2-Aminobenzenesulfonamide","Com_7512_pos","2-Aminobenzenesulfonamide","C6 H8 N2 O2 S",172.03093,3.618,173.03821,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Aminobenzenesulfonamides",3204500.793,3429624.508,4043184.956,1154680.126,459136.8655,868328.073099999,19.5585024220903,21.7561160559971,-2.1976136339068,0.0334733878132149,0.290627418221849,"down",1.77399450829742
"Lysopc 18:2","Com_7572_pos","Lysopc 18:2","C26 H50 N O7 P",519.33331,9.202,520.34064,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",585159.596700001,1159980.559,552475.7661,1374579.133,870222.705199999,800401.849500001,19.9106495472633,19.4598971624844,0.450752384778973,0.444600254009043,0.52687476421177,"stable",0.893106754374777
"PI 36:2","Com_7660_pos","PI 36:2","C45 H83 O13 P",884.53964,11.223,885.54691,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",22031927.65,8862278.53,8401549.70800001,7658669.308,4585176.801,515129.2069,21.3239276879393,23.4915208880631,-2.16759320012384,0.148700814744948,0.452183651680656,"stable",1.22398771657449
"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","Com_7757_pos","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5",352.22331,7.037,335.22021,"Invalid mass","No results","No match",NA,NA,NA,NA,2733719.161,3009827.968,3534987.39,2662608.569,2059959.935,2312104.31,21.1531229417539,21.5523189488599,-0.399196007105949,0.15896911700763,0.458253336678744,"stable",1.50378940558756
"pentane-1,2,3,4,5-pentol","Com_7770_pos","pentane-1,2,3,4,5-pentol","C5 H12 O5",152.06726,1.141,191.03041,"Invalid mass","No results","No results",NA,NA,NA,NA,6771260.27800001,5096640.853,3894338.011,4744542.87199999,3817900.025,4606672.285,22.0591596984449,22.2883516287688,-0.229191930323942,0.436198496388411,0.525993923628222,"stable",0.786821000496172
"S-Adenosyl-L-methionine","Com_7807_pos","S-Adenosyl-L-methionine","C15 H22 N6 O5 S",398.13775,1.867,399.14502,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",1067145.674,2843306.841,1769450.227,1720989.764,2578535.692,1487127.446,20.8390081769553,20.7397779388061,0.0992302381492181,0.769947888510047,0.645045185848364,"stable",0.19758711552234
"bicyclo[2.2.2]oct-2-en-1-yl 4-methylbenzene-1-sulfonate","Com_7818_pos","bicyclo[2.2.2]oct-2-en-1-yl 4-methylbenzene-1-sulfonate","C15 H18 O3 S",256.11029,6.203,279.09964,"Invalid mass","No results","No results",NA,NA,NA,NA,2869368.383,3386766.319,8375059.22500001,6695610.692,3012726.559,3206081.281,21.9366006976544,22.0471489157986,-0.11054821814421,0.896793432497543,0.67914221936441,"stable",0.171702962228223
"LPC 20:4-SN1","Com_7948_pos","LPC 20:4-SN1","C28 H50 N O7 P",543.33068,9.774,544.33795,"No results","Full match","Full match",NA,NA,NA,NA,1743505.206,1531907.179,1124459.512,3421173.939,2480138.081,2004846.747,21.2943698557594,20.4604189932628,0.833950862496568,0.00909545524745191,0.279174187740861,"up",1.54843310656399
"PC 40:5","Com_8198_pos","PC 40:5","C48 H86 N O8 P",857.59106,10.934,858.59834,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",370061.1849,281330.0213,3489003.304,300709.4597,1343328.596,4775459.09,20.247533183296,19.4445639391407,0.802969244155314,0.400494392536347,0.521877879119582,"stable",0.452581113340252
"PI 34:1","Com_8207_pos","PI 34:1","C43 H81 O13 P",858.52469,9.841,859.53197,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",9756829.90999999,9141931.05200001,22255726,22060843.63,23801170.3,15691558.6,24.2676663751979,23.5832405942238,0.684425780974149,0.370398783722783,0.517855274503267,"stable",1.14057761953362
"LPC 17:0-SN1","Com_8294_pos","LPC 17:0-SN1","C25 H52 N O7 P",509.34876,9.93,510.356,"No results","Full match","Full match",NA,NA,NA,NA,269330.9723,276554.3565,207290.6319,633653.2788,967185.1415,577421.664,19.4320107953225,17.9258398517776,1.50617094354494,0.0118875426672645,0.282768050388238,"up",1.78407048640952
"Hydrocortisone acetate","Com_8317_pos","Hydrocortisone acetate","C23 H32 O6",404.22129,9.917,427.21056,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Gluco/mineralocorticoids, progestogins and derivatives",295215.461,264108.4449,283973.7025,267083.6011,249443.2689,318986.0815,18.0794726785399,18.0991924901812,-0.0197198116413873,0.855409688312676,0.668761217454224,"stable",0.160520594320445
"PC 16:1_17:2","Com_8330_pos","PC 16:1_17:2","C41 H76 N O8 P",741.52955,11.805,742.53682,"No results","Full match","No results",NA,NA,NA,NA,1986763.508,2237139.612,2921881.878,1853588.358,2296479.727,1924953.747,20.9430914749155,21.1645596699921,-0.221468195076561,0.372705755772189,0.518184271721083,"stable",0.9517008433728
"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole","Com_8333_pos","4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole","C11 H12 O3",192.07671,5.834,210.11063,"Invalid mass","No results","No results",NA,NA,NA,NA,2248429.022,4571176.713,2472613.514,1646882.962,1173538.488,1289007.293,20.3705231079596,21.4874084654376,-1.11688535747805,0.129027556595699,0.438474432284676,"stable",1.59930670980854
"PC O-33:6","Com_8372_pos","PC O-33:6","C41 H72 N O7 P",721.4985,8.792,722.50578,"No results","Invalid mass","No results",NA,NA,NA,NA,229878.9506,972072.853200001,236796.644,210370.9662,181764.6959,225683.4921,17.6460766463622,18.518169622885,-0.872092976522797,0.376689502305232,0.518743864620096,"stable",1.00761524871022
"(2E,4E)-N-[2-(4-hydroxyphenyl)ethyl]dodeca-2,4-dienamide","Com_8382_pos","(2E,4E)-N-[2-(4-hydroxyphenyl)ethyl]dodeca-2,4-dienamide","C20 H29 N O2",315.21801,7.284,316.22529,"Invalid mass","No results","No results",NA,NA,NA,NA,1584567.245,3434160.137,2353637.341,1788748.438,1381511.574,1866261.26,20.6666849429044,21.1578813161799,-0.491196373275468,0.377594058292474,0.518869447595663,"stable",1.0872176943886
"Monolaurin","Com_8404_pos","Monolaurin","C15 H30 O4",274.21491,7.916,297.20415,"Full match","No results","No results",NA,NA,NA,NA,2076674.107,1546303.433,1925588.71,1449545.214,1580621.704,2646118.211,20.7982252263346,20.8077011921606,-0.00947596582597399,0.97631797447819,0.697367928594654,"stable",0.0299069302700067
"PC 20:3_22:6","Com_8430_pos","PC 20:3_22:6","C50 H82 N O8 P",855.57669,10.696,856.58397,"No results","Full match","No results",NA,NA,NA,NA,2225786.673,3217492.759,1806397.536,2260973.172,2225395.173,2801283.202,21.2039329897547,21.1626911198119,0.0412418699427803,0.913632040072146,0.68318224387474,"stable",0.146180042720328
"23-Norcholic acid","Com_8475_pos","23-Norcholic acid","C23 H38 O5",394.27028,9.831,395.27756,"No results","No results","Full match",NA,NA,NA,NA,192798.1315,186652.4521,189258.575,184147.9625,154500.4804,195034.5282,17.4337092460124,17.5322418742577,-0.0985326282452554,0.399070955925498,0.521699979838654,"stable",0.822461846350351
"Cholesterol","Com_8487_pos","Cholesterol","C27 H46 O",386.35537,11.347,387.36265,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholesterols and derivatives",660673.270199999,715922.860100001,531360.8161,1134844.667,1491445.214,1555712.956,20.3971624752851,19.2674514636141,1.12971101167097,0.0374197818292878,0.302502659720583,"up",1.79047612308113
"4-methoxy-6-[2-(4-methoxyphenyl)ethyl]-2H-pyran-2-one","Com_8498_pos","4-methoxy-6-[2-(4-methoxyphenyl)ethyl]-2H-pyran-2-one","C15 H16 O4",298.06408,4.605,299.07136,"Invalid mass","No results","No results",NA,NA,NA,NA,784925.7747,708096.1607,731688.1471,1632887.17,868053.274400001,774310.732,19.9763236165089,19.4988839466404,0.477439669868446,0.248175603875791,0.492953395478468,"stable",1.09181828999688
"Lysopc 16:2 (2N Isomer)","Com_8549_pos","Lysopc 16:2 (2N Isomer)","C24 H46 N O7 P",491.30221,8.44,492.3095,"No results","No results","Full match",NA,NA,NA,NA,222225.2086,907928.5684,232903.902,247688.4851,479853.479799999,222096.8532,18.1837437102592,18.4610858374098,-0.277342127150632,0.486627666444963,0.540846243283342,"stable",0.343397865618426
"PC O-38:6","Com_8550_pos","PC O-38:6","C46 H82 N O7 P",791.58891,10.957,792.59619,"No results","Invalid mass","No results",NA,NA,NA,NA,3097293.751,1294917.68,2286858.257,2204318.261,1784011.486,3022752.002,21.1220085892294,20.9973137529391,0.124694836290352,0.724920134024351,0.631130219089071,"stable",0.271399467436749
"PE 20:3_20:4","Com_8632_pos","PE 20:3_20:4","C45 H76 N O8 P",789.52532,11.304,790.53259,"No results","Invalid mass","No results",NA,NA,NA,NA,84990.6976399999,88258.1753100001,83389.93127,219469.6485,76214.2109799999,280656.914,17.3532941315486,16.3840150677625,0.9692790637861,0.247958647918809,0.492890548775547,"stable",1.21572865533236
"Stearoyl Ethanolamide","Com_8726_pos","Stearoyl Ethanolamide","C20 H41 N O2",327.3139,10.453,328.32101,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","N-acylethanolamines",662236.0414,925647.4566,582781.416500001,569827.4581,879725.141699999,842638.1579,19.5171375523279,19.4365615527998,0.0805759995281328,0.759010641212444,0.641762663549052,"stable",0.26777482927203
"Prostaglandin B2","Com_8735_pos","Prostaglandin B2","C20 H30 O4",334.21443,6.827,335.2218,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3602086.735,3707008.878,4057822.266,3861727.098,2487859.629,2813228.509,21.5170279176759,21.8514999582261,-0.334472040550132,0.264497411105749,0.497426566299492,"stable",1.22771457553186
"LPC 38:6","Com_8767_pos","LPC 38:6","C46 H82 N O7 P",813.56183,10.857,814.56911,"No results","Invalid mass","No results",NA,NA,NA,NA,936222.108800001,341240.7363,190867.1519,3244000.137,1491417.069,2488900.68,21.1282240023504,18.5863769922531,2.54184701009731,0.0498014475399208,0.333706333889363,"up",1.63049080659027
"PC 19:2_18:3","Com_8790_pos","PC 19:2_18:3","C45 H80 N O8 P",1587.11692,10.519,794.56573,"No results","Invalid mass","No results",NA,NA,NA,NA,6199489.772,7267305.41799999,8283042.56800001,9420098.27899999,8408810.705,11023951.07,23.1883063574126,22.7794788446325,0.408827512780075,0.0691681154310513,0.366814929406277,"stable",1.46925850787107
"Deoxyguanosine","Com_8844_pos","Deoxyguanosine","C10 H13 N5 O4",267.09706,0.513,268.1043,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine deoxyribonucleotides","Purine 2'-deoxyribonucleoside monophosphates",2053572.541,3172864.657,3697901.463,3440857.453,3138881.769,4279299.939,21.7750331080547,21.4617781276331,0.313254980421643,0.29901433829816,0.505477427567779,"stable",0.906695427193193
"PC O-37:7","Com_8859_pos","PC O-37:7","C45 H78 N O7 P",775.54527,10.411,776.55255,"No results","Invalid mass","No results",NA,NA,NA,NA,944885.270400001,454409.2741,1117590.847,503858.513500001,322651.5384,645625.2115,18.8475379724366,19.5784576910899,-0.730919718653318,0.027193079652941,0.289603637656289,"down",1.12385910266826
"LPC 40:7","Com_8925_pos","LPC 40:7","C48 H84 N O7 P",839.58012,11.271,840.5874,"No results","Invalid mass","No results",NA,NA,NA,NA,1384138.266,2744773.723,2181774.251,650498.7669,778430.784099999,1307188.112,19.7331437910756,20.9486276087458,-1.21548381767021,0.0620656956391861,0.356409329024872,"stable",1.55720202088632
"PE 20:3_20:3","Com_8944_pos","PE 20:3_20:3","C45 H78 N O8 P",791.55071,9.883,792.55798,"No results","Invalid mass","No results",NA,NA,NA,NA,987291.5228,8365513.09,853209.1591,809068.8107,1578112.744,952212.451999999,20.0255318999026,20.8705597133624,-0.845027813459797,0.397311770638082,0.521478527538653,"stable",0.676291157036549
"PC O-40:10","Com_8979_pos","PC O-40:10","C48 H78 N O7 P",811.53595,11.608,812.54323,"No results","Invalid mass","No results",NA,NA,NA,NA,379188.0239,323890.0762,540914.9829,415676.8894,1366811.403,1626457.267,19.8935957533401,18.6275803159499,1.26601543739016,0.162481937080217,0.460187314370353,"stable",1.31305111731152
"D-Gluconic acid","Com_9129_pos","D-Gluconic acid","C6 H12 O7",196.05806,1.141,219.04697,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Gluconolactones",1122950.451,1080852.222,874570.1748,1109933.581,819539.2727,683657.161300001,19.7031363262167,19.9602717734702,-0.257135447253471,0.167129088080071,0.4626441977428,"stable",0.914362786026752
"PI 38:3","Com_9137_pos","PI 38:3","C47 H85 O13 P",910.55518,11.282,911.56245,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",1983853.9,1378690.12,1072381.183,343065.3877,330430.9651,378234.895,18.4170121199737,20.4490425093557,-2.03203038938201,0.0207273006730768,0.287917337279292,"down",1.83024053443314
"Lysopc 20:4","Com_9388_pos","Lysopc 20:4","C28 H50 N O7 P",543.33324,8.932,544.34048,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",573527.2257,648093.7201,303229.7486,758528.5514,597886.099,750981.0037,19.4135906638758,18.8817990495782,0.531791614297589,0.32965728889327,0.511372758005918,"stable",1.12809808448591
"U-44069","Com_9411_pos","U-44069","C21 H34 O4",332.23495,9.17,315.23181,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3155959.506,3492770.372,1740166.046,5047524.93200001,3835527.571,4143914.423,22.0402336938134,21.3521270579799,0.688106635833446,0.166399356898735,0.462265780246263,"stable",1.3549414779917
"PE 18:0_20:5","Com_9412_pos","PE 18:0_20:5","C43 H76 N O8 P",765.52983,8.244,766.53711,"No results","Full match","No results",NA,NA,NA,NA,3722277.752,3880793.959,3656115.867,6007573.274,5734130.694,5763425.294,22.475996439339,21.8391850168214,0.636811422517546,0.00355662928290816,0.257476616301919,"up",1.88085932776797
"TKK","Com_9415_pos","TKK","C16 H33 N5 O5",375.25306,11.519,376.26034,"Invalid mass","No results","No results",NA,NA,NA,NA,259104.2631,281481.4979,331032.0287,102047.1406,234575.2018,147673.8445,17.2168740037254,18.1408216939522,-0.923947690226754,0.109898703591463,0.421655848751134,"stable",1.48765406583356
"1-Methylguanine","Com_9490_pos","1-Methylguanine","C6 H7 N5 O",165.06513,2.148,166.07241,"No results","No results","Full match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-oxopurines",861948.926500001,998649.018299999,680471.2741,416017.7049,1118747.019,510252.2646,19.2401963215271,19.6743452643336,-0.434148942806516,0.341454062647861,0.513391344333697,"stable",0.801446388906944
"2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid","Com_9509_pos","2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid","C22 H30 O3",360.22814,8.329,361.23523,"Invalid mass","No results","No results",NA,NA,NA,NA,1255220.64,1697817.124,1266276.693,1132318.182,883546.6173,1049389.619,19.9549712351119,20.4089734801988,-0.454002245086915,0.207075787856484,0.479926207736994,"stable",1.48789313597925
"PC 36:1","Com_9573_pos","PC 36:1","C44 H86 N O8 P",809.58721,10.791,810.59448,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1880504.764,2546959.745,1829670.57,1061473.464,2437383.714,3002312.006,20.9173937720865,20.9753952478079,-0.0580014757214329,0.908108844042376,0.681868343023578,"stable",0.113336380122776
"PC O-38:4","Com_9609_pos","PC O-38:4","C46 H86 N O7 P",795.61034,11.605,796.61761,"No results","Full match","No results",NA,NA,NA,NA,1165471.187,924723.2254,2584295.013,510129.8679,1499021.088,842581.437099999,19.720183633974,20.4241611157228,-0.703977481748776,0.426530274445968,0.524941242298773,"stable",0.916578451651321
"EMK","Com_9611_pos","EMK","C16 H30 N4 O6 S",406.18282,5.373,407.1901,"Invalid mass","No results","No results",NA,NA,NA,NA,355329.9723,1283136.376,1173072.38,718469.485100001,1226737.554,1103801.354,19.9183372305369,19.6306345147522,0.287702715784711,0.512228066677616,0.548633971435206,"stable",0.413447191948486
"Phenylpropiolic acid","Com_9648_pos","Phenylpropiolic acid","C9 H6 O2",146.03639,6.641,293.07867,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Not available","Benzene and substituted derivatives",3556585.918,2906135.148,3763294.509,3315123.311,3434106.843,3628332.046,21.7210032193201,21.6920989055284,0.0289043137917204,0.812200002668949,0.657180277198241,"stable",0.227305385194686
"2-hydroxy-3,6-diphenylcyclohexyl acetate","Com_9675_pos","2-hydroxy-3,6-diphenylcyclohexyl acetate","C20 H22 O3",294.18434,5.8,333.14783,"Invalid mass","No results","No results",NA,NA,NA,NA,44186600.49,21683333.03,34138262.12,28448118.45,15983507.2,24884145.83,24.420211367692,24.9306916955511,-0.510480327859074,0.0146941486416407,0.28505123795745,"down",1.03276093780314
"PC O-40:11","Com_9677_pos","PC O-40:11","C48 H76 N O7 P",809.52532,11.554,810.53259,"No results","Invalid mass","No results",NA,NA,NA,NA,187209.0218,210131.9886,179062.5074,298342.8334,147507.2563,214404.5586,17.689004683946,17.548443493337,0.140561190608988,0.724366804345582,0.630952434086146,"stable",0.42931977567737
"PC 38:4","Com_9764_pos","PC 38:4","C46 H84 N O8 P",831.57361,9.951,832.58089,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1931591.999,1326779.041,3273409.286,2143822.645,2365426.026,3321110.035,21.2895522779982,20.954406075654,0.335146202344148,0.315361117754918,0.508748042947394,"stable",0.695736548198976
"PC 16:1_21:2","Com_9827_pos","PC 16:1_21:2","C45 H84 N O8 P",797.59089,11.756,798.59816,"No results","Full match","No results",NA,NA,NA,NA,101841.571,90414.1803,100359.2678,95892.03717,79046.73945,107365.5576,16.5105711551021,16.571680938891,-0.061109783788865,0.547005203174387,0.563521249949176,"stable",0.403665448461377
"PC O-38:7","Com_9839_pos","PC O-38:7","C46 H80 N O7 P",789.55998,11.093,790.56726,"No results","Invalid mass","No results",NA,NA,NA,NA,261257.6933,282506.6307,273240.103,712094.37,203514.6492,372951.806,18.528370575871,18.0542829716381,0.474087604232874,0.482517400928155,0.539540896298399,"stable",0.780989971542324
"PC 38:6","Com_9844_pos","PC 38:6","C46 H80 N O8 P",827.54154,10.622,828.54882,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1828352.693,1794501.251,1744042.831,1896875.143,1710887.799,2059777.596,20.8451880498089,20.770422834624,0.0747652151848754,0.49277863911631,0.542770454874862,"stable",0.801026960728921
"N2-tetrahydrofuran-2-ylmethyl-4-(4-fluorophenyl)-1,3-thiazol-2-amine","Com_9900_pos","N2-tetrahydrofuran-2-ylmethyl-4-(4-fluorophenyl)-1,3-thiazol-2-amine","C14 H15 F N2 O S",278.09245,6.443,279.09973,"Invalid mass","No results","No results",NA,NA,NA,NA,1022916.125,893647.863400001,994226.9213,888058.406200001,894028.2646,1068278.567,19.8523708070996,19.8856063331782,-0.0332355260786557,0.748384237112466,0.638514757321556,"stable",0.294134483917085
"Coenzyme Q2","Com_9908_pos","Coenzyme Q2","C19 H26 O4",318.1816,6.664,319.18887,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Quinone and hydroquinone lipids","Ubiquinones",617876.428899999,600809.4035,655913.5251,738496.510900001,572330.911199999,2929356.445,20.0342913008291,19.2522175927839,0.78207370804521,0.37731651185935,0.518830972332935,"stable",0.890448653465459
"PC 17:0_18:3","Com_9914_pos","PC 17:0_18:3","C43 H80 N O8 P",769.55691,10.95,770.56418,"No results","Invalid mass","No results",NA,NA,NA,NA,1237333.881,1231314.691,553806.7447,1415245.316,1488530.201,1921800.454,20.6040349648238,19.8498648695295,0.754170095294281,0.284657696441845,0.502335282120513,"stable",1.28196283741102
"LysoPC 20:2","Com_9921_pos","LysoPC 20:2","C28 H54 N O7 P",547.36512,9.987,548.3724,"No results","No results","Full match",NA,NA,NA,NA,263521.729,279641.8845,238791.5188,506965.206399999,594169.8168,284229.0667,18.7495791930623,17.9887251362332,0.760854056829086,0.0983927652955026,0.409273274364255,"stable",1.4284461874264
"Pilocarpine","Com_9960_pos","Pilocarpine","C11 H16 N2 O2",208.12298,6.943,209.13026,"Invalid mass","No results","No results","Alkaloids and derivatives","Not available","Not available","Alkaloids and derivatives",1292367.311,1279828.793,1483154.628,1107670.612,696269.7032,1807004.272,20.091184236571,20.3631139057388,-0.271929669167864,0.504071517196921,0.546214810306298,"stable",0.604364755360786
"PC O-31:0","Com_9964_pos","PC O-31:0","C39 H80 N O7 P",705.56626,11.273,706.57354,"No results","Full match","No results",NA,NA,NA,NA,947007.4755,1021909.257,742481.8022,187091.2452,183717.8234,210296.549,17.5608600818068,19.7726160310861,-2.2117559492793,0.00806287751115642,0.277252853451363,"down",1.87349064132424
"LPC 15:1-SN1","Com_10059_pos","LPC 15:1-SN1","C23 H46 N O7 P",479.30231,9.99,480.30951,"No results","Full match","Full match",NA,NA,NA,NA,228221.3883,215370.1912,217877.479,211953.2376,190831.1342,232840.0079,17.688100988595,17.7498970301289,-0.0617960415339134,0.526148648078139,0.553937011571735,"stable",0.634491680375083
"12(S)-HETE","Com_10070_pos","12(S)-HETE","C20 H32 O3",320.23496,6.804,343.22409,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosatetraenoic acids",5373030.781,268791.3027,4585910.661,3000449.592,1361537.803,2669149.719,21.0805005572587,20.8407361411059,0.239764416152887,0.840687284615281,0.664904262733805,"stable",0.156019681574316
"PC O-34:3","Com_10315_pos","PC O-34:3","C42 H80 N O7 P",741.56777,11.571,742.57505,"No results","Full match","No results",NA,NA,NA,NA,1165663.989,710252.919900001,1246720.761,749402.9843,827251.410000001,949270.035500001,19.6766025118899,19.9468002733604,-0.270197761470534,0.400419076531121,0.521868494882766,"stable",0.835316476882005
"15-OxoEDE","Com_10468_pos","15-OxoEDE","C20 H34 O3",304.24021,8.354,305.24748,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",630441.482299999,347213.8653,574834.0502,621539.0459,458115.5102,522200.7825,19.0150274924139,18.9347513236951,0.0802761687188607,0.671839760610219,0.613257756585637,"stable",0.253891803541782
"LSD-d3","Com_10493_pos","LSD-d3","C20 H22 [2]H3 N3 O",326.22293,9.395,327.23021,"Invalid mass","No results","No results",NA,NA,NA,NA,524648.4654,471090.7288,257295.1854,511404.7198,738107.2694,907575.212399999,19.4164115348154,18.6065673031664,0.809844231648981,0.273550143778374,0.499708272652422,"stable",1.3434736661868
"PC O-38:9","Com_10522_pos","PC O-38:9","C46 H76 N O7 P",785.52587,11.639,786.53314,"No results","Invalid mass","No results",NA,NA,NA,NA,112568.5592,96152.4017599999,212396.7303,91461.5374,115428.3105,114026.4513,16.6988413802144,17.0099605712972,-0.311119191082849,0.451309874334707,0.529086705208323,"stable",0.739575426063605
"PC O-39:8","Com_10540_pos","PC O-39:8","C47 H80 N O7 P",801.55925,10.146,802.56652,"No results","Invalid mass","No results",NA,NA,NA,NA,85377.9380699999,92485.7418299999,84748.6193500001,77129.51369,93230.22548,161261.4622,16.6808492376193,16.4164737643472,0.2643754732721,0.512711832004382,0.548775695393506,"stable",0.718993332244052
"PC O-34:7","Com_10573_pos","PC O-34:7","C42 H72 N O7 P",733.50109,10.936,734.50836,"No results","Full match","No results",NA,NA,NA,NA,891706.6227,685200.1547,354845.7043,604692.995,210433.8889,684812.1784,18.7580665690409,19.1964026246706,-0.438336055629655,0.625706467977719,0.596255832970185,"stable",0.588534342811765
"LPC 30:1","Com_10604_pos","LPC 30:1","C38 H76 N O7 P",711.51573,9.517,712.52301,"No results","Invalid mass","No results",NA,NA,NA,NA,228459.6667,1240603.481,2336546.373,1880229.39,2801066.348,1067899.371,20.7621220848616,19.7333789498068,1.02874313505471,0.483548258082993,0.539869768182681,"stable",0.813431001715028
"PC O-29:1","Com_10629_pos","PC O-29:1","C37 H74 N O7 P",675.52025,10.668,676.52752,"No results","Full match","No results",NA,NA,NA,NA,724754.973900001,485070.777700001,611820.1636,795700.1194,388848.2555,493015.7988,19.0273291280049,19.1925725587351,-0.165243430730165,0.38548399499944,0.519942320301013,"stable",0.437886512296687
