"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_2w_1","MV4_11_2w_2","MV4_11_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"D-Fructose 1,6-bisphosphate","Com_16766_neg","D-Fructose 1,6-bisphosphate","C6 H14 O12 P2",339.99763,5.641,338.99036,"No results","No results","Full match",NA,NA,NA,NA,229255.0871,1141074.284,227285.8429,209488.8184,214363.1482,214176.9675,17.6982183050985,18.5742346014742,-0.876016296375695,0.372311256193214,0.488814436849838,"stable",0.895385493253757
"PC 16:1_22:6","Com_16786_neg","PC 16:1_22:6","C46 H78 N O8 P",849.55851,9.278,848.55124,"No results","Invalid mass","No results",NA,NA,NA,NA,252802.0353,320283.4222,158958.2302,483268.296199999,997990.285000001,450912.9403,19.1978734869548,17.8383087812056,1.35956470574916,0.024311984008152,0.324619008285872,"up",1.49360560050736
"D-Xylonic Acid","Com_16789_neg","D-Xylonic Acid","C5 H10 O6",166.04774,5.53,165.04065,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives",708893.7709,524006.2683,852583.9951,598036.915,724904.7624,656799.2491,19.3274666361528,19.378638973018,-0.0511723368652284,0.863411100132969,0.625106876532867,"stable",0.210184296612507
"PE 18:0_20:4","Com_16848_neg","PE 18:0_20:4","C43 H78 N O8 P",767.54426,9.097,766.53699,"No results","Full match","No results",NA,NA,NA,NA,266732.9833,50459.99646,156535.693,53491.59614,51886.21282,280848.3992,16.4898401011924,16.9680071079191,-0.478167006726668,0.66428095118886,0.56306938640745,"stable",0.395670343523557
"Oleoyl-L-alpha-lysophosphatidic acid","Com_16909_neg","Oleoyl-L-alpha-lysophosphatidic acid","C21 H40 Na O7 P",458.24296,9.289,457.23568,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1-acylglycerol-3-phosphates",980587.170500001,801330.9208,831687.0922,685586.920700001,578333.862599999,615174.679999999,19.2530532372723,19.7270020992908,-0.473948862018478,0.00245398529531921,0.235050441172644,"down",1.63633969670346
"geranyl pp","Com_17050_neg","geranyl pp","C10 H20 O7 P2",314.06739,5.233,295.04944,"No results","No results","Full match","Lipids and lipid-like molecules","Prenol lipids","Isoprenoid phosphates","Isoprenoid phosphates",158477.6266,167281.3089,114422.5037,158224.8359,487701.6795,144320.3234,17.768723637318,17.1432825586261,0.625441078691868,0.314211197806249,0.472733224812601,"stable",0.851233093989478
"LPC 20:2","Com_17094_neg","LPC 20:2","C28 H54 N O7 P",593.36978,10.009,592.3625,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",249804.2876,418336.9232,670412.1848,933361.7081,278215.7941,448833.627,18.8979142649933,18.6531444572005,0.244769807792796,0.79549430219289,0.605719495098396,"stable",0.334662020151827
"PC 14:0_14:0","Com_17134_neg","PC 14:0_14:0","C36 H72 N O8 P",723.50421,9.127,722.49693,"No results","Invalid mass","No results",NA,NA,NA,NA,110950.204,107544.2681,411756.2469,102996.249,751601.416000001,579310.0902,18.4386055995836,17.3751849717359,1.06342062784777,0.353713914112174,0.484131590601238,"stable",0.789328023054512
"Uridine 5'-Diphospho-N-Acetylgalactosamine","Com_17159_neg","Uridine 5'-Diphospho-N-Acetylgalactosamine","C17 H27 N3 O17 P2",607.08142,6.914,606.07414,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",313722.587,347863.0255,249981.4893,325870.2461,292078.5868,262896.2694,18.1580231059856,18.1995838125937,-0.0415607066081591,0.731486648364437,0.585518559914579,"stable",0.22474240003585
"GTP","Com_17259_neg","GTP","C10 H16 N5 O14 P3",522.99058,11.921,521.98331,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside triphosphates",2019608.123,2241497.882,1435702.026,2072690.915,1996327.707,2155355.451,20.9838283596725,20.8316668613805,0.152161498292052,0.568425392258374,0.536064944854151,"stable",0.655809074264667
"LPC 22:6","Com_17302_neg","LPC 22:6","C30 H50 N O7 P",613.33805,9.073,612.33077,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",449379.696,555676.088999999,693663.5518,538831.499099999,270582.8806,289077.6467,18.4087610778893,19.0884455359091,-0.679684458019803,0.288929054375102,0.464170643733094,"stable",1.23959806082079
"2-Methylbutyl beta-D-glucopyranoside","Com_17392_neg","2-Methylbutyl beta-D-glucopyranoside","C11 H22 O6",296.14467,7.828,295.13739,"Invalid mass","No results","No results",NA,NA,NA,NA,453322.3828,57835.45292,19148505.36,810170.8619,846089.7571,204125.6252,18.9858052153025,19.6001909438823,-0.614385728579791,0.860997946257459,0.624450748542516,"stable",0.218176781267207
"All-cis-4,7,10,13,16-docosapentaenoic acid","Com_17485_neg","All-cis-4,7,10,13,16-docosapentaenoic acid","C22 H34 O2",330.25592,7.871,329.24864,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",83523.2144499999,75785.16868,67801.3759799999,73477.6871100001,82750.0015199999,79539.95,16.2602941157065,16.2028481547949,0.0574459609116538,0.690474109642231,0.571449907191174,"stable",0.499667349025616
"6-phospho-D-glucono-1,5-lactone","Com_17718_neg","6-phospho-D-glucono-1,5-lactone","C6 H11 O9 P",258.01359,4.994,257.00632,"No results","No results","Full match",NA,NA,NA,NA,1156265.905,722210.1104,527508.9208,547563.0622,571790.3186,404139.232,18.9374283841829,19.5373122792394,-0.59988389505649,0.129333659263205,0.372890781880595,"stable",1.15464018794921
"LPI 16:1","Com_17789_neg","LPI 16:1","C25 H47 O12 P",570.28016,9.253,569.27289,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",4386568.946,3571165.954,3509844.533,4752918.219,4323555.377,5280076.60999999,22.1854321053503,21.8585336530022,0.326898452348054,0.143066995688516,0.383754439505784,"stable",1.41134899956671
"Tauroursodeoxycholic acid","Com_18001_neg","Tauroursodeoxycholic acid","C26 H45 N O6 S",499.29758,7.755,498.2903,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Taurinated bile acids and derivatives",322199.4064,421776.8694,226294.9947,167382.2463,150773.9748,166697.3216,17.3005620956188,18.2571866376189,-0.956624542000114,0.0864604872876262,0.360952604357127,"stable",1.5905588006133
"Gentisic acid","Com_18078_neg","Gentisic acid","C7 H6 O4",154.02691,5.031,153.01964,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",127083.7592,161018.1102,260071.669,116069.677,152068.5404,150561.943,17.0796638056155,17.4136111012902,-0.33394729567469,0.280196008405239,0.460936633680439,"stable",0.821555711795613
"5-Methyl-dl-tryptophan","Com_18106_neg","5-Methyl-dl-tryptophan","C12 H14 N2 O2",218.10578,5.255,253.07527,"No results","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives",207568.4274,250182.2367,569053.0947,218422.6311,810466.5765,282458.1934,18.4909446026125,18.2380170223036,0.252927580308871,0.778230869519431,0.600467629471268,"stable",0.309819106346696
"Alanyltyrosine","Com_18154_neg","Alanyltyrosine","C12 H16 N2 O4",252.11122,4.756,251.10395,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",716655.9114,869013.6659,696650.4643,1052846.861,1178858.9,1086161.389,20.0752102833451,19.5300052913797,0.545204991965406,0.0111919015143946,0.281366877040483,"up",1.68286102521943
"Erucic acid","Com_18371_neg","Erucic acid","C22 H42 O2",338.31868,9.635,337.3114,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",761393.204400001,342341.7472,208473.401,708590.3898,573982.364599999,204760.2621,18.7362718306351,18.5309545578761,0.205317272759004,0.52784913434996,0.523343614432164,"stable",0.238347443428304
"L-(-)-alpha-Amino-epsilon-Caprolactam","Com_18477_neg","L-(-)-alpha-Amino-epsilon-Caprolactam","C6 H12 N2 O",128.09498,6.238,127.08771,"No results","No results","Full match","Organoheterocyclic compounds","Azepines","Not available","Azepines",542787.836499999,565609.304500001,383144.6476,700228.9165,897924.615000001,794753.324799999,19.597949846444,18.9023349399239,0.695614906520159,0.072547087867511,0.357946832890112,"stable",1.5638772431951
"2-Phosphoglyceric acid","Com_18485_neg","2-Phosphoglyceric acid","C3 H7 O7 P",185.99295,2.754,184.98567,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives",295774.9517,253632.3098,186305.9689,363424.0787,320018.022,429519.9702,18.490484598494,17.8779445798003,0.61254001869364,0.174789117963267,0.404682072467628,"stable",1.45042717131545
"PC 17:0_18:1","Com_18593_neg","PC 17:0_18:1","C43 H84 N O8 P",819.5959,11.718,818.58862,"No results","Invalid mass","No results",NA,NA,NA,NA,82309.71217,35835.79439,82805.6987000001,165043.3298,35483.12746,34579.5841,15.8416545859187,15.9317770680654,-0.0901224821467483,0.903095187100264,0.635577164453645,"stable",0.0966170823727452
"3-(2,4-difluoroanilino)-2-(2-thienylsulfonyl)acrylonitrile","Com_18716_neg","3-(2,4-difluoroanilino)-2-(2-thienylsulfonyl)acrylonitrile","C13 H8 F2 N2 O2 S2",325.99879,8.53,324.99152,"Full match","No results","No results",NA,NA,NA,NA,52902.77882,47794.78764,111552.4525,48514.96249,54318.09994,58787.94273,15.7128400675099,16.0009947535661,-0.288154686056236,0.474978957130516,0.509057394122169,"stable",0.624610452913108
"LNAPE 16:1/N-18:0","Com_18743_neg","LNAPE 16:1/N-18:0","C39 H76 N O8 P",1435.06265,7.05,716.52405,"No results","Invalid mass","No results",NA,NA,NA,NA,2204086.565,2238119.282,2023827.472,2589151.338,3798684.521,6732239.63300001,21.9479238114249,21.0380866100342,0.909837201390651,0.174376559913025,0.404426026210242,"stable",1.36062615108192
"Gly-Tyr-Ala","Com_18746_neg","Gly-Tyr-Ala","C14 H19 N3 O5",309.13215,4.764,308.12488,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides",579555.777599999,574121.983299999,403521.6985,749277.0828,475363.8806,583279.3741,19.1758800319197,18.9659574967729,0.20992253514682,0.482686351007615,0.510281035706515,"stable",0.689456106226834
"Phosphopyruvic acid","Com_18793_neg","Phosphopyruvic acid","C3 H5 O6 P",167.98223,2.614,166.97495,"No results","No results","Full match","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Phosphate esters",433359.4842,667273.4785,129933.5647,457210.1751,428136.9605,304768.0634,18.5758543506236,18.3535126748105,0.222341675813038,0.722692120603333,0.582580098870356,"stable",0.273981911487542
"lithocholic acid","Com_19192_neg","lithocholic acid","C24 H40 O3",376.2975,9.068,375.29022,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Monohydroxy bile acids, alcohols and derivatives",198017.6901,193023.9123,146563.4184,137531.0419,74406.4636099999,195735.6893,16.9436951322525,17.4382851283923,-0.494589996139858,0.440243395570294,0.503096179497161,"stable",0.905152787671993
"PE O-21:2_16:1","Com_19221_neg","PE O-21:2_16:1","C42 H80 N O7 P",741.56581,8.823,740.55853,"No results","Full match","No results",NA,NA,NA,NA,210022.406,137169.454,393672.2566,133266.5997,145461.1292,137509.79,17.0811348951781,17.7774729875105,-0.696338092332347,0.271438001408365,0.45753375127974,"stable",1.1228501984706
"DL-Panthenol","Com_19243_neg","DL-Panthenol","C9 H19 N O4",205.13154,5.423,204.12427,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","N-acyl amines",133476.3683,118306.0377,127212.885,103924.6795,321317.9068,163762.3064,17.4266881438932,16.9450914229569,0.481596720936338,0.454811995811431,0.505689990490467,"stable",0.820971979558868
"4-Hydroxybenzoic acid","Com_19332_neg","4-Hydroxybenzoic acid","C7 H6 O3",138.02891,5.12,137.02164,"No results","Invalid mass","No results","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",355533.08,398986.4884,370914.3498,431743.1254,526794.832900001,433809.9082,18.8177996095824,18.5154437322321,0.302355877350276,0.0280132034807265,0.330738452232888,"up",1.48703783400434
"Palmitic acid","Com_1368_neg","Palmitic acid","C16 H32 O2",256.24021,0.42,255.23294,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",6536072.60499999,6062757.72,4021426.41,7245244.42300001,6623514.15499999,135782528.1,24.1548303210879,22.3702704026075,1.78455991848038,0.391692155206919,0.493304911255858,"stable",0.953744306276374
"L-Cysteine-glutathione gisulfide","Com_60_neg","L-Cysteine-glutathione gisulfide","C13 H22 N4 O8 S2",426.08817,1.437,425.0809,"No results","No results","Full match",NA,NA,NA,NA,323430209.7,312774804.1,18894511.62,171743882.6,203769637.3,334447023.7,27.7584165982285,26.886964049781,0.871452548447515,0.648150148602024,0.558844689754882,"stable",0.54445407134645
"S-(Methyl)Glutathione","Com_163_neg","S-(Methyl)Glutathione","C11 H19 N3 O6 S",321.09941,2.738,320.09213,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",38577689.02,47961576.13,176971137.1,88962194.37,66366289.57,35140537.18,25.819089743446,26.0385259880609,-0.219436244614894,0.857483503164153,0.623491065375977,"stable",0.249443559922162
"AICA ribonucleotide","Com_78_neg","AICA ribonucleotide","C9 H15 N4 O8 P",338.0627,1.487,337.05544,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Imidazole ribonucleosides and ribonucleotides","1-ribosyl-imidazolecarboxamides","1-ribosyl-imidazolecarboxamides",1097291.508,1135065.866,763953.614400001,47898397.11,126173744.7,108313755.1,26.3716505868517,19.9076618396365,6.46398874721524,0.00636116851866721,0.270019151019531,"up",1.7989369987782
"LPE 18:0","Com_135_neg","LPE 18:0","C23 H48 N O7 P",481.3171,10.238,480.30982,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",33722803.86,50814749.02,78037804.4,50947327.08,28149730.72,27483576.06,25.0203957689739,25.6078783250391,-0.587482556065225,0.443830849447772,0.503748183688293,"stable",0.986155865013543
"3-Hydroxyanthranilic acid","Com_2171_neg","3-Hydroxyanthranilic acid","C7 H7 N O3",153.04262,6.12,152.03533,"Full match","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",6404185.534,5932192.791,5253434.99,5466921.861,6450852.003,6650534.62,22.556131500556,22.47851578112,0.0776157194359932,0.68529542076027,0.569605241960883,"stable",0.555261836574974
"7-Methylxanthine","Com_305_neg","7-Methylxanthine","C6 H6 N4 O2",166.04766,1.348,165.04038,"Invalid mass","No results","No match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",96337920.56,95522920.1299999,64749483.45,101020972.8,95804889.5100001,93392714.74,26.5268274096578,26.326436466804,0.20039094285378,0.348653808198984,0.482787765923593,"stable",0.84108486299205
"2-Furoic acid","Com_246_neg","2-Furoic acid","C5 H4 O3",112.01604,2.065,111.00876,"No results","No results","Full match","Organoheterocyclic compounds","Furans","Furoic acid and derivatives","Furoic acids",225557028.4,247427470.1,142390469.2,237206802.6,250700720.6,274398407.4,27.9182193041456,27.5722082612764,0.346011042869129,0.368745681011996,0.487946431218063,"stable",1.02341357525804
"Cytidine 5'-Monophosphate-N-Acetylneuraminic Acid","Com_62_neg","Cytidine 5'-Monophosphate-N-Acetylneuraminic Acid","C20 H31 N4 O16 P",614.14949,2.314,613.14221,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",743310107.600001,850944801.2,412893695.8,1064658223,662046226.999999,716578878.700001,29.5688834062664,29.2516914817227,0.317191924543749,0.459302701139305,0.50646146983027,"stable",0.693870024428762
"N-Acetyl-L-leucine","Com_231_neg","N-Acetyl-L-leucine","C8 H15 N O3",173.10529,5.387,172.09801,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Leucine and derivatives",122335391.2,117842440.2,101037202.9,115423489.7,109538602.6,119732626.9,26.7748222835412,26.756287307905,0.018534975636161,0.885156890760405,0.630917665587092,"stable",0.181636304210882
"LPE 18:1","Com_214_neg","LPE 18:1","C23 H46 N O7 P",479.3014,9.668,478.29412,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",24147843.99,35709363.28,51483277.49,69342247.4400001,34408110.08,39686955.83,25.4418793820435,25.0775968961645,0.364282485879059,0.597702578933682,0.544641200473739,"stable",0.693801051988951
"Hypotaurine","Com_3674_neg","Hypotaurine","C2 H7 N O2 S",109.01999,1.304,263.03845,"No results","No results","Full match","Organic acids and derivatives","Sulfinic acids and derivatives","Sulfinic acids","Sulfinic acids",2463146.38,2999986.66,1209448.246,2922020.408,3050269.13,4015948.785,21.652116457538,20.9848377320399,0.667278725498054,0.339191642405047,0.48018862989221,"stable",1.12553670984283
"Reduced nicotinamide adenine dinucleotide","Com_182_neg","Reduced nicotinamide adenine dinucleotide","C21 H29 N7 O14 P2",665.12563,2.153,664.11836,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",1234054037,1124604741,714069725.399999,668578289.299999,809215983.4,565332146.700001,29.3276647787308,29.8930063410493,-0.565341562318579,0.0751046619703798,0.358578714971906,"stable",1.27788802973814
"Allantoin","Com_355_neg","Allantoin","C4 H6 N4 O3",158.04409,1.359,315.08104,"No results","No results","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazoles",114390065.6,93787792.25,79971579.17,78949653.8799999,103183609.2,82398996.26,26.3837305359431,26.501755792337,-0.118025256393935,0.631058586939894,0.55420687485123,"stable",0.535446815671505
"Glu-Gln","Com_463_neg","Glu-Gln","C10 H17 N3 O6",275.11171,1.442,274.10443,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",54267583.82,38309058.63,31413658.52,15791701.38,56682907.76,30345517.56,24.8413512672969,25.2632194055797,-0.421868138282868,0.609072008381245,0.547981421150783,"stable",0.621272713527536
"Adenylosuccinic acid","Com_306_neg","Adenylosuccinic acid","C14 H18 N5 O11 P",463.07457,4.671,462.06733,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates",90790807.56,162749024.4,80980007.15,240512329.4,75289944.99,179376573.8,27.1419685766788,26.6617263290604,0.480242247618399,0.609125764173312,0.547997013358622,"stable",0.683425861614458
"Tetradecanedioic acid","Com_6350_neg","Tetradecanedioic acid","C14 H26 O4",258.18323,7.131,257.17596,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",3016736.44,2841948.464,2638592.786,2451302.385,3349467.214,2655998.861,21.4138134425822,21.4314478257415,-0.0176343831592973,0.920049300146733,0.639874152302031,"stable",0.109477324061167
"Porphobilinogen","Com_743_neg","Porphobilinogen","C10 H14 N2 O4",244.10601,4.942,289.10426,"Invalid mass","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","Aralkylamines",1795492.451,1668871.325,1018214.905,1565927.887,1647964.996,746266.950199999,20.2467242611173,20.4680000359065,-0.221275774789227,0.218056308479019,0.432524713337609,"stable",0.434090525129699
"LPE 20:4","Com_704_neg","LPE 20:4","C25 H44 N O7 P",501.2858,9.085,500.27853,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",13390543.32,17870568.69,28510277.11,28403319.33,13185868.03,17737851.28,24.1641244448803,24.1769240330391,-0.0127995881587388,0.983647507752676,0.655128231203353,"stable",0.0257065949381222
"10-Nitrolinoleate","Com_357_neg","10-Nitrolinoleate","C18 H31 N O4",325.22521,6.5,324.21793,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",73013748.09,52301625.86,43809941.0600001,55801736.0300001,54845021.63,88255381.5799999,25.9459483074181,25.7155907342114,0.230357573206721,0.632088550796358,0.5544912259438,"stable",0.630065577828301
"Thymidine 5'-diphosphate","Com_2655_neg","Thymidine 5'-diphosphate","C10 H16 N2 O11 P2",402.02309,4.544,401.01582,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine deoxyribonucleotides","Pyrimidine 2'-deoxyribonucleoside diphosphates",8592518.7,9163957.79199999,6168827.766,10604310.74,9961575.94000001,11209766.1,23.3347809740701,22.9062513249426,0.428529649127448,0.194513025094536,0.418447663620156,"stable",1.38044035437606
"PC 16:0_16:1","Com_90_neg","PC 16:0_16:1","C40 H78 N O8 P",777.55379,11.732,776.54651,"No results","Invalid mass","No results",NA,NA,NA,NA,478982100.999999,540213759.8,347443263.6,562801721.7,982973506.600001,991634783.6,29.6086208100707,28.7388512730524,0.869769537018296,0.142884612655793,0.383620091802937,"stable",1.44748550056161
"LPE 22:6","Com_1142_neg","LPE 22:6","C27 H44 N O7 P",525.28567,9.034,524.2784,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",8006893.70600001,11249605.2,16877587,16771358.88,9922108.16599999,12000729.44,23.5861100895845,23.454929193044,0.131180896540567,0.808834932570858,0.609684345449246,"stable",0.307878991833281
"N-lactoyl-phenylalanine","Com_1588_neg","N-lactoyl-phenylalanine","C12 H15 N O4",237.10021,5.779,236.09294,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Phenylalanine and derivatives",16028843.18,16234567.21,10907025.03,15466517.27,14202957.11,16562865.67,23.8745940012523,23.7551622919048,0.119431709347495,0.674181735624345,0.565592403780196,"stable",0.522729959658265
"4-Hydroxyisoleucine","Com_119_neg","4-Hydroxyisoleucine","C6 H13 N O3",147.08948,5.064,146.0822,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Isoleucine and derivatives",249736707.4,267335912.7,178988206.4,161245840.8,142396839.6,131881274.6,27.1082310292432,27.7684001181526,-0.660169088909331,0.0398653441538952,0.343379685814792,"down",1.55941653051309
"Asp-Glu","Com_1037_neg","Asp-Glu","C9 H14 N2 O7",262.07994,1.473,261.07267,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",22859281.35,29313060.31,18683006.63,20479368.76,24852131.74,19096483.63,24.3471126187831,24.4688467602107,-0.121734141427662,0.267604370683699,0.455990859082357,"stable",0.485511615039086
"S-Lactoylglutathione","Com_1828_neg","S-Lactoylglutathione","C13 H21 N3 O8 S",379.10505,3.377,378.09778,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides",5758202.946,3545798.977,11864525.5,6661434.866,3235772.901,3146923.615,21.9595303972676,22.5716725303812,-0.612142133113664,0.450830638376476,0.504995178494433,"stable",0.807005517363278
"LPC 18:0","Com_550_neg","LPC 18:0","C26 H54 N O7 P",569.36963,10.335,568.36235,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",7727357.60599999,12272838.01,15976405.9,12056766.74,6380879.32900001,7024942.40299999,22.9575728408719,23.4533162849676,-0.495743444095694,0.478164648939847,0.509567229594124,"stable",0.925877578978127
"LPE 16:1","Com_563_neg","LPE 16:1","C21 H42 N O7 P",451.27005,8.863,450.26278,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",18803544.3,18872309.35,22903059.88,45472869.12,28187499.13,38303141.04,25.126004738478,24.2611019815586,0.864902756919466,0.0541568227171604,0.351765554160276,"stable",1.61633337847233
"L-serine","Com_739_neg","L-serine","C3 H7 N O3",105.04256,1.246,140.01193,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Serine and derivatives",25845714.83,16685470.71,9731429.813,31257913.55,19736348.08,16612543.86,24.3726131828495,23.9432437268619,0.429369455987629,0.12911046947886,0.372700779427162,"stable",0.729453027600733
"Guanosine 5'-diphosphate (GDP)","Com_900_neg","Guanosine 5'-diphosphate (GDP)","C10 H15 N5 O11 P2",443.02429,1.868,442.01701,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside diphosphates",103996568.4,92573393.74,78592023.87,172194755.7,141689617.2,150905279.8,27.2022309363981,26.4413115092759,0.760919427122218,0.0155150034830076,0.300739904684885,"up",1.70087813323143
"Adenosine triphosphate (ATP)","Com_91_neg","Adenosine triphosphate (ATP)","C10 H16 N5 O13 P3",506.99578,1.54,505.9885,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside triphosphates",1254207682,1276187275,918289778.299999,1272921554,1016607753,916808773.399999,29.9795526563073,30.0825654229701,-0.103012766662765,0.4573173038028,0.506121967871935,"stable",0.436647895217266
"LPE 20:5","Com_1552_neg","LPE 20:5","C25 H42 N O7 P",499.27,8.633,498.26272,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",11652906.88,10261998.77,10133292.32,13402659.14,8965386.60399999,9677515.69900001,23.3260518690886,23.345864873983,-0.0198130048943774,0.880968943600584,0.629812632655136,"stable",0.0950828017447512
"Capryloylglycine","Com_140_neg","Capryloylglycine","C10 H19 N O3",201.13656,5.805,200.12928,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",172061176.4,145888748,122634945.4,148124639.4,151538168.5,164664027.1,27.2040975168732,27.1161448802628,0.0879526366104244,0.682672981049963,0.568665050485801,"stable",0.516237995845585
"LPE 22:5","Com_1137_neg","LPE 22:5","C27 H46 N O7 P",527.30144,9.125,526.29416,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",9122460.28700001,9781657.41300001,15120705.52,10595585.28,7933022.27700001,7530762.94399999,23.033587905659,23.3975537205841,-0.363965814925169,0.411968113789985,0.497627085312283,"stable",1.00379491777637
"Biopterin","Com_20_neg","Biopterin","C9 H11 N5 O3",237.08575,6.245,236.07847,"No results","No results","Full match","Organoheterocyclic compounds","Pteridines and derivatives","Pterins and derivatives","Biopterins and derivatives",24226302.42,12933984.26,382194029.1,31602966.44,26355994.13,20306080.37,24.6135309582029,25.554821438296,-0.941290480093112,0.627253793400303,0.553150914538638,"stable",0.540370037180257
