"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"LPG 16:1","Com_13090_neg","LPG 16:1","C22 H43 O9 P",482.26456,8.846,481.25728,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",1752238.048,1892571.838,1769527.778,1468648.505,1905308.318,20.6738253833205,20.7825389879603,-0.108713604639785,0.665495272702795,0.468446702823609,"stable",0.608549131157462
"13-Hpotre(R)","Com_13126_neg","13-Hpotre(R)","C18 H30 O4",310.21471,7.175,309.20743,"No results","No results","Full match",NA,NA,NA,NA,4715769.962,4369083.438,4558606.532,4331638.555,4369577.373,22.0527718761541,22.1160408670512,-0.0632689908971216,0.181709999499517,0.298064042620908,"stable",1.0254411916926
"Sulfoacetic acid","Com_13136_neg","Sulfoacetic acid","C2 H4 O5 S",139.9779,1.419,138.97062,"No results","No results","Full match","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonic acids",633675.5459,591819.4437,616367.5461,624314.6802,619179.594,19.245956132408,19.2272045872456,0.0187515451624058,0.582528216218435,0.435478007602774,"stable",0.432861624954479
"13,14-Dihydro-15-keto Prostaglandin E2","Com_13144_neg","13,14-Dihydro-15-keto Prostaglandin E2","C20 H32 O5",352.22832,10.448,351.22104,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",241417.3057,229086.5526,203293.8302,209430.1614,204592.0345,17.6592500774498,17.7733032423214,-0.114053164871578,0.257760508930649,0.318270693499649,"stable",0.879575762821409
"Methyl-2-hydroxyisobutyric acid","Com_13212_neg","Methyl-2-hydroxyisobutyric acid","C5 H10 O3",118.05033,2.632,117.04305,"No results","Invalid mass","No results","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Tertiary alcohols",2125012.652,1496241.472,504480.9943,769906.132400001,1226082.001,19.8899735380757,20.1587973289766,-0.268823790900896,0.73106508296466,0.491898163773247,"stable",0.280294500498459
"Estriol","Com_13213_neg","Estriol","C18 H24 O3",334.17567,6.647,333.1684,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",1136535.403,906531.003500001,1237932.01,910593.561500001,1037359.133,19.8904658714884,20.048569559894,-0.158103688405586,0.405565354018312,0.365090358970482,"stable",0.680659037451981
"LPE O-24:1","Com_13238_neg","LPE O-24:1","C29 H60 N O6 P",549.41659,10.278,548.40932,"No results","Full match","No results",NA,NA,NA,NA,428968.8914,1769294.659,1689193.159,955086.481999999,762493.715500001,19.7028188846043,20.0510530952245,-0.348234210620262,0.659324473304587,0.466127738877286,"stable",0.347462237350544
"LPE 22:1","Com_13348_neg","LPE 22:1","C27 H54 N O7 P",535.36412,11.17,534.35684,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",649749.9244,499048.6051,402820.6048,212479.3976,420149.162,18.1887527585664,18.9527079331861,-0.763955174619717,0.339998212169525,0.339138425657009,"stable",1.08752602731969
"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","Com_13424_neg","3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16749,6.739,267.16022,"Full match","No results","No results",NA,NA,NA,NA,1757456.414,11375733.74,11771978.56,10677993.92,10695115.19,23.3492929909868,22.5577890768044,0.791503914182375,0.474646919048556,0.388881731272201,"stable",0.563827430219217
"ADBICA N-pentanoic acid metabolite","Com_13479_neg","ADBICA N-pentanoic acid metabolite","C20 H27 N3 O4",409.17605,7.955,408.16878,"Invalid mass","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids and derivatives",221370.3593,168019.1585,231194.4514,117227.3581,116718.1413,16.8358095315,17.6443720024394,-0.80856247093935,0.0303102409680056,0.215456281139129,"down",1.43980826731484
"LPA 20:5","Com_13597_neg","LPA 20:5","C23 H37 O7 P",456.22779,8.9,455.22051,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1,2-diacylglycerol-3-phosphates",2386127.418,1973358.631,1894717.213,1449819.948,1170943.377,20.3133410981759,20.9840041680516,-0.670663069875648,0.074097801051418,0.247473596975112,"stable",1.41217079233633
"Ofloxacin impurity E","Com_13605_neg","Ofloxacin impurity E","C17 H18 F N3 O4",393.13129,4.688,392.12402,"Invalid mass","No results","No results","Organoheterocyclic compounds","Quinolines and derivatives","Quinoline carboxylic acids","Quinoline carboxylic acids",2788335.413,3011247.348,3664447.032,2614153.485,3039985.374,21.4267726849584,21.579355517457,-0.152582832498581,0.415558120599352,0.368607593635487,"stable",0.707041832686045
"dTMP","Com_13642_neg","dTMP","C10 H15 N2 O8 P",322.05665,4.68,321.04938,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine deoxyribonucleotides","Pyrimidine 2'-deoxyribonucleoside monophosphates",2318283.506,2282070.178,3052323.877,2172002.925,3065471.69,21.2991361329455,21.2693379748017,0.0297981581438229,0.927806416886925,0.551296493728649,"stable",0.104163383317721
"PE 16:0_18:1;O","Com_13677_neg","PE 16:0_18:1;O","C39 H76 N O9 P",733.52498,10.592,732.5177,"No results","Full match","No results",NA,NA,NA,NA,1887512.433,1380065.612,310011.5238,205230.6865,209125.0821,17.6604467586123,19.8287741544511,-2.16832739583874,0.114347099507684,0.271566680799461,"stable",1.19321660277001
"LPE O-19:1","Com_13696_neg","LPE O-19:1","C24 H50 N O6 P",479.33742,10.842,478.33014,"No results","Full match","No results",NA,NA,NA,NA,1588031.463,1329408.511,931092.015999999,803748.924599999,998038.0025,19.7725603007125,20.2565751183747,-0.484014817662189,0.1767686427388,0.29628183641481,"stable",1.02928261414657
"8-iso Prostaglandin A2","Com_13743_neg","8-iso Prostaglandin A2","C20 H30 O4",316.20369,7.291,315.19642,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",446694.0288,1189901.63,280960.995,664795.5102,10024902.3,21.2998179769775,19.0171162189065,2.28270175807099,0.440701215141634,0.377017914245817,"stable",0.963755854349866
"dCDP","Com_13824_neg","dCDP","C9 H15 N3 O10 P2",387.02387,1.789,386.01659,"No results","No results","Full match","Organic oxygen compounds","Organic oxoanionic compounds","Organic pyrophosphates","Organic pyrophosphates",1432801.875,498337.1611,853941.051200001,534237.651,711565.114000001,19.2338791925596,19.6936490968671,-0.459769904307475,0.420498591695268,0.370308748590994,"stable",0.637424914154721
"LPC 17:1","Com_13835_neg","LPC 17:1","C25 H50 N O7 P",553.33816,9.326,552.33088,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1178630.04,791788.807600001,689075.485499999,468086.8598,540927.8514,18.9407466980626,19.7192460558518,-0.778499357789219,0.0639399615340027,0.24227485351211,"stable",1.27667413346443
"LPE 17:0","Com_14072_neg","LPE 17:0","C22 H46 N O7 P",467.30125,9.74,466.29397,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",959727.3009,935398.2974,565294.5574,423492.8505,491712.4723,18.7997167561804,19.6053765221463,-0.805659765965949,0.0692272225224144,0.245143972433148,"stable",1.26316598351946
"Sorbitan monooleate","Com_14239_neg","Sorbitan monooleate","C24 H44 O6",428.31383,9.007,427.30655,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Fatty acid esters",182332.7948,176521.114,163905.1387,166576.5277,164570.567,17.3370862052293,17.4093991125519,-0.0723129073226083,0.250690591273302,0.316823405274891,"stable",0.894424376284153
"8Z,11Z,14Z-Eicosatrienoic acid","Com_14297_neg","8Z,11Z,14Z-Eicosatrienoic acid","C20 H34 O2",306.25584,9.407,305.24857,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",264914.2619,368653.8136,221814.5398,318037.7028,458163.7881,18.5421710951339,18.0886891851595,0.453481909974361,0.300081387244661,0.325968075062512,"stable",0.946290283427871
"Glycocholic acid","Com_14310_neg","Glycocholic acid","C26 H43 N O6",465.30998,9.987,464.3027,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Glycinated bile acids and derivatives",772257.412,1004705.677,545774.3688,477031.2577,322315.7519,18.5809197237904,19.518336302503,-0.937416578712625,0.108930337835503,0.2689489263246,"stable",1.25664510604888
"SM 8:1;2O/23:0","Com_14370_neg","SM 8:1;2O/23:0","C36 H73 N2 O6 P",706.52684,10.746,705.51956,"No results","Invalid mass","No results",NA,NA,NA,NA,863839.9197,670639.046600001,590386.1733,541549.4482,411728.7865,18.8490341716459,19.4156269429678,-0.566592771321897,0.141199970078704,0.282066349864114,"stable",1.22220442462573
"PC 18:1_20:3","Com_14468_neg","PC 18:1_20:3","C46 H84 N O8 P",855.60017,8.478,854.59289,"No results","Invalid mass","No results",NA,NA,NA,NA,7029349.525,6043334.82199999,6372960.62400001,5800428.499,3947110.536,22.1900467707271,22.6251351741085,-0.435088403381346,0.351637417941452,0.344147024277863,"stable",1.15968243391566
"4-Hydroxy-2-Oxoglutaric Acid","Com_14602_neg","4-Hydroxy-2-Oxoglutaric Acid","C5 H6 O6",162.01616,2.326,161.00889,"No results","No results","Full match","Organic acids and derivatives","Keto acids and derivatives","Gamma-keto acids and derivatives","Gamma-keto acids and derivatives",885471.159300001,927907.418000001,1064548.309,674017.9952,525543.6096,19.1829392712025,19.8671723746565,-0.684233103453963,0.118390873682691,0.273394472144621,"stable",1.42539540957224
"PE O-16:1_20:5","Com_14664_neg","PE O-16:1_20:5","C41 H72 N O7 P",721.50233,11.141,720.49506,"No results","Full match","No results",NA,NA,NA,NA,19031009.8,17127640.55,24382518.18,16774645.62,16806546.03,24.0011494394022,24.2503385544002,-0.249189114997986,0.240711697254627,0.314660745584009,"stable",0.920367116147134
"Riboflavin-5-phosphate","Com_14753_neg","Riboflavin-5-phosphate","C17 H21 N4 O9 P",456.10532,5.652,455.09804,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Flavin nucleotides","Not available","Flavin nucleotides",1612196.04,2119365.63,2390966.02,2265403.053,2181996.366,21.0842767951028,20.9416530064265,0.142623788676232,0.486874398502656,0.393403759826629,"stable",0.547553205752422
"20-Hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoic acid","Com_14856_neg","20-Hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoic acid","C20 H32 O3",320.23504,8.586,319.22775,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",2050748.739,1377090.129,1785406.687,1770284.348,1460134.11,20.6166095653574,20.7095773897094,-0.0929678243520335,0.699535174282008,0.480885172205533,"stable",0.337244617014356
"Tanespimycin","Com_14886_neg","Tanespimycin","C31 H43 N3 O8",567.28541,7.289,566.27813,"Invalid mass","No results","No results","Phenylpropanoids and polyketides","Macrolactams","Not available","Macrolactams",1253524.555,1095052.811,1267886.175,1134686.716,894828.2394,19.9425569291595,20.1980405486672,-0.255483619507711,0.353916070198337,0.345105590854674,"stable",1.06901599713952
"Docosanoic Acid","Com_15140_neg","Docosanoic Acid","C22 H44 O2",340.334,11.214,339.32672,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",1089036.899,1443035.651,1133251.567,892089.233099999,1140986.493,19.9443393914143,20.2091112145147,-0.264771823100361,0.347801974858534,0.34251750767103,"stable",0.910687296366528
"2-(1H-indol-3-yl)-3-[4-(trifluoromethyl)phenyl]acrylonitrile","Com_15182_neg","2-(1H-indol-3-yl)-3-[4-(trifluoromethyl)phenyl]acrylonitrile","C18 H11 F3 N2",312.08986,6.742,311.08258,"Invalid mass","No results","No results",NA,NA,NA,NA,215297.8481,196491.4347,201033.3093,194883.6939,184831.3512,17.5340519105774,17.6390521033986,-0.105000192821112,0.161511254811742,0.290252978304988,"stable",1.11503002133208
"Vitamin B2","Com_15202_neg","Vitamin B2","C17 H20 N4 O6",376.13882,5.688,375.13165,"No results","No results","Full match","Organoheterocyclic compounds","Pteridines and derivatives","Alloxazines and isoalloxazines","Flavins",335445.3196,402237.2789,399004.5981,340038.9842,277844.3588,18.2296290266064,18.5264837349221,-0.296854708315692,0.242059825122701,0.314961555723257,"stable",1.15030751708573
"LPC 20:5","Com_15219_neg","LPC 20:5","C28 H48 N O7 P",587.32252,8.671,586.31525,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",732942.2651,389569.7167,493161.1927,235345.554,493266.3754,18.3782142469194,18.9888539312538,-0.610639684334426,0.441788914459887,0.377368279275958,"stable",0.863478306875054
"5 methyl THF","Com_15267_neg","5 methyl THF","C20 H25 N7 O6",459.18721,4.92,458.17993,"No results","No results","Full match","Hydrocarbons","Unsaturated hydrocarbons","Branched unsaturated hydrocarbons","Branched unsaturated hydrocarbons",108420.7321,114571.5807,106671.7302,110014.1219,103678.3584,16.7045422278597,16.7449963985575,-0.040454170697874,0.522822874268897,0.409104166924452,"stable",0.641602792050823
"Isoproterenol","Com_15334_neg","Isoproterenol","C11 H17 N O3",211.12098,5.786,210.11375,"No results","No results","Full match","Benzenoids","Phenols","Benzenediols","Catechols",426014.2335,347418.7905,371957.3183,351351.6654,355488.5359,18.4309998605612,18.5372119750568,-0.106212114495595,0.344059034986546,0.340907563438936,"stable",0.745388791765422
"Glutathione (oxidized)","Com_15376_neg","Glutathione (oxidized)","C20 H32 N6 O12 S2",612.153,4.844,611.14573,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",533240.5138,496594.8709,578909.0577,430006.4492,394851.0285,18.6524738472694,19.0297046363306,-0.377230789061269,0.0286726648224425,0.214472313118518,"down",1.42218761246083
"4-morpholino-3-nitrobenzene-1-sulfonamide","Com_15379_neg","4-morpholino-3-nitrobenzene-1-sulfonamide","C10 H13 N3 O5 S",287.05745,4.918,286.05017,"Full match","No results","No results",NA,NA,NA,NA,2680420.855,2922578.208,3217681.213,2439943.593,2515128.743,21.2403085920784,21.4834760923651,-0.243167500286706,0.0764200415469989,0.24849354043973,"stable",1.26417479171724
"PC 17:1_18:2","Com_15409_neg","PC 17:1_18:2","C43 H80 N O8 P",815.56691,11.516,814.55964,"No results","Invalid mass","No results",NA,NA,NA,NA,2332941.45,2316090.428,1814050.969,1117136.405,961736.180699999,19.9833277956172,21.0292541273246,-1.04592633170743,0.00887181066572971,0.181232817101603,"down",1.48962614392948
"Glutathione","Com_15428_neg","Glutathione","C10 H17 N3 O6 S",307.08378,7.464,306.07651,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",2063682.376,2892253.266,1819179.827,1972548.663,2130313.635,20.9671319386773,21.0784695667993,-0.111337628122037,0.638731630485832,0.458240433698003,"stable",0.370578276826283
"N1-(4-cyclohexylphenyl)-2-[(4-methylphenyl)thio]acetamide","Com_15432_neg","N1-(4-cyclohexylphenyl)-2-[(4-methylphenyl)thio]acetamide","C21 H25 N O S",375.14619,7.514,374.13892,"Invalid mass","No results","No results",NA,NA,NA,NA,353439.3889,258046.1941,158333.8808,118912.0681,115451.5625,16.8382318927253,17.8936612021277,-1.05542930940238,0.0880438475449717,0.256563820522621,"stable",1.26120827853165
"Pyridoxamine","Com_15500_neg","Pyridoxamine","C8 H12 N2 O2",168.08984,5.218,213.08798,"No results","No results","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Pyridoxamines","Pyridoxamine 5'-phosphates",790728.519300001,473083.0771,531449.83,696906.9648,757867.3538,19.4710961919147,19.1547103139408,0.316385877973879,0.292356447051301,0.324490485386506,"stable",0.819805211183146
"Flavin adenine dinucleotide","Com_15629_neg","Flavin adenine dinucleotide","C27 H33 N9 O15 P2",785.1583,5.874,784.15102,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Flavin nucleotides","Not available","Flavin nucleotides",392007.2233,476874.0817,502755.2119,456370.2397,469639.388100001,18.8205195374094,18.7944220559997,0.0260974814097352,0.834910399041663,0.525081865098831,"stable",0.163778808014459
"LPE 15:0","Com_15661_neg","LPE 15:0","C20 H42 N O7 P",439.27002,9.057,438.26274,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",555000.9515,519184.181600001,366421.0872,180945.3418,314465.8329,17.8638690959006,18.8503868760069,-0.986517780106279,0.200550205617517,0.304213733626976,"stable",1.28754146408846
"LysoPE 18:2","Com_15785_neg","LysoPE 18:2","C23 H44 N O7 P",477.28629,8.42,476.27902,"No results","No results","Full match",NA,NA,NA,NA,290113.2491,460544.8305,386050.2389,240983.2726,255008.3184,17.9193791327856,18.5058892701942,-0.586510137408581,0.088813711303417,0.257099059377666,"stable",1.24243542825989
"20-Carboxy-Leukotriene B4","Com_16472_neg","20-Carboxy-Leukotriene B4","C20 H30 O6",366.20387,6.966,347.18582,"No results","No results","Full match",NA,NA,NA,NA,239872.157,335460.1334,144644.2248,384895.5066,1409179.643,19.4902657057161,17.7899457257794,1.70031997993672,0.294194329184674,0.324785912951514,"stable",1.18178130816845
"LPS 20:0","Com_16514_neg","LPS 20:0","C26 H52 N O9 P",553.3386,11.497,552.33132,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",932398.082799999,755431.486000001,679107.4308,271812.9513,383976.2716,18.3014561540386,19.5769360651746,-1.275479911136,0.0682839698361049,0.244659962776732,"stable",1.4652698195291
"Mag (18:1)","Com_16562_neg","Mag (18:1)","C21 H40 O4",356.29278,10.122,401.29099,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",311030.1603,229189.3538,105819.9441,336196.8316,391960.2094,18.4696471404989,17.581375832734,0.888271307764892,0.190193895979307,0.300952786882609,"stable",1.0040097473435
"Lysopc 16:1","Com_16612_neg","Lysopc 16:1","C24 H48 N O7 P",493.31705,10.052,492.30977,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",662549.077299999,606486.983500001,429937.5522,289930.9664,286762.8249,18.1374241942597,19.0871841851014,-0.949759990841663,0.0376780372173017,0.218894716932868,"down",1.41451253877885
"PA 16:0_18:1","Com_16681_neg","PA 16:0_18:1","C37 H71 O8 P",674.48689,8.568,673.47961,"No results","Full match","No results",NA,NA,NA,NA,529363.7814,638070.6458,428071.0591,452721.9906,306955.3139,18.5079674901829,19.0015824600159,-0.493614969832933,0.287942049032093,0.323767764715646,"stable",1.06830846368969
"PE 14:0_16:0","Com_16759_neg","PE 14:0_16:0","C35 H70 N O8 P",617.47881,10.713,616.47154,"No results","Invalid mass","No results",NA,NA,NA,NA,463526.0713,526264.9422,579776.319800001,536938.9075,3214881.025,20.3253661702201,18.9909525367998,1.33441363342034,0.488882730081589,0.394134603969741,"stable",0.964204801976179
"N-Acetyl-D-tryptophan","Com_16762_neg","N-Acetyl-D-tryptophan","C13 H14 N2 O3",246.10101,5.314,245.09373,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",307859.5,318774.6201,330176.1525,288978.0098,284849.6548,18.1302206598317,18.2823220684613,-0.152101408629573,0.0252578894663712,0.212048991804032,"stable",1.42014355849567
"D-Fructose 1,6-bisphosphate","Com_16766_neg","D-Fructose 1,6-bisphosphate","C6 H14 O12 P2",339.99763,5.641,338.99036,"No results","No results","Full match",NA,NA,NA,NA,270355.1865,247584.0154,937810.636099999,2238669.991,238786.1307,19.4797849796667,18.6003307572854,0.879454222381284,0.683762073537718,0.475194715730648,"stable",0.51371781253336
"PC 16:1_22:6","Com_16786_neg","PC 16:1_22:6","C46 H78 N O8 P",849.55851,9.278,848.55124,"No results","Invalid mass","No results",NA,NA,NA,NA,431366.3033,479617.3522,362243.2108,239006.9846,229436.4838,17.8372142738251,18.6855591375238,-0.848344863698777,0.0146610522102913,0.198441170717274,"down",1.47872456735372
"D-Xylonic Acid","Com_16789_neg","D-Xylonic Acid","C5 H10 O6",166.04774,5.53,165.04065,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives",501463.8144,581758.2062,569309.9178,751953.875499999,639850.1812,19.4038296308199,19.0682336373682,0.33559599345169,0.153235519528897,0.286603890608709,"stable",1.310523293147
"PE 18:0_20:4","Com_16848_neg","PE 18:0_20:4","C43 H78 N O8 P",767.54426,9.097,766.53699,"No results","Full match","No results",NA,NA,NA,NA,147135.7172,399582.269,223629.7437,408815.5145,393920.6759,18.614318019323,17.8485578595962,0.765760159726781,0.207927850745235,0.306376940513355,"stable",0.98209915354146
"Oleoyl-L-alpha-lysophosphatidic acid","Com_16909_neg","Oleoyl-L-alpha-lysophosphatidic acid","C21 H40 Na O7 P",458.24296,9.289,457.23568,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1-acylglycerol-3-phosphates",1168170.092,947091.230100001,629033.8591,460936.2558,624814.8626,19.0336384852251,19.7572469832471,-0.72360849802196,0.127125655067418,0.277017016184945,"stable",1.15220905637714
"geranyl pp","Com_17050_neg","geranyl pp","C10 H20 O7 P2",314.06739,5.233,295.04944,"No results","No results","Full match","Lipids and lipid-like molecules","Prenol lipids","Isoprenoid phosphates","Isoprenoid phosphates",143749.7657,138536.4458,147724.8195,140855.375,143341.8655,17.1164778009674,17.1285529435385,-0.0120751425710459,0.713891633344593,0.485958319836497,"stable",0.295402588068748
"LPC 20:2","Com_17094_neg","LPC 20:2","C28 H54 N O7 P",593.36978,10.009,592.3625,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",564966.8346,498789.7822,209719.8965,291661.0096,342716.8309,18.2702952637399,18.5713277509941,-0.301032487254162,0.576636594580625,0.432980642752904,"stable",0.440140247523549
"PC 14:0_14:0","Com_17134_neg","PC 14:0_14:0","C36 H72 N O8 P",723.50421,9.127,722.49693,"No results","Invalid mass","No results",NA,NA,NA,NA,166129.7426,178959.4177,155843.5712,143792.9285,144460.3738,17.1369737427905,17.346987639592,-0.21001389680147,0.0673202193108677,0.244153481155963,"stable",1.32082349984442
"Uridine 5'-Diphospho-N-Acetylgalactosamine","Com_17159_neg","Uridine 5'-Diphospho-N-Acetylgalactosamine","C17 H27 N3 O17 P2",607.08142,6.914,606.07414,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",299540.5054,317754.6387,365002.3282,468122.1634,468947.5045,18.837796226125,18.3158304602949,0.521965765830142,0.0252056455650334,0.212007301575113,"up",1.45748694177679
"GTP","Com_17259_neg","GTP","C10 H16 N5 O14 P3",522.99058,11.921,521.98331,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside triphosphates",2001181.577,1158370.638,1689024.764,1565492.695,1391535.363,20.4932157436999,20.5879484012172,-0.0947326575172838,0.732900342592683,0.492524823051935,"stable",0.27142751745822
"LPC 22:6","Com_17302_neg","LPC 22:6","C30 H50 N O7 P",613.33805,9.073,612.33077,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",551056.1511,553738.7858,447990.3468,214575.5322,346143.5865,18.0560685715074,18.9745979929275,-0.918529421420129,0.206615834644535,0.306001342328311,"stable",1.36201154108294
"2-Methylbutyl beta-D-glucopyranoside","Com_17392_neg","2-Methylbutyl beta-D-glucopyranoside","C11 H22 O6",296.14467,7.828,295.13739,"Invalid mass","No results","No results",NA,NA,NA,NA,445156.000499999,3982472.998,374690.8676,478110.7487,129230.6234,17.9232868853848,19.7348419720353,-1.81155508665051,0.302453897351975,0.326492527110742,"stable",0.854895676506953
"All-cis-4,7,10,13,16-docosapentaenoic acid","Com_17485_neg","All-cis-4,7,10,13,16-docosapentaenoic acid","C22 H34 O2",330.25592,7.871,329.24864,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",117233.7714,107189.449,114952.4549,100422.2786,104354.7053,16.6434279833608,16.7865032761481,-0.14307529278733,0.0586062747967922,0.238942505955731,"stable",1.29258400034535
"6-phospho-D-glucono-1,5-lactone","Com_17718_neg","6-phospho-D-glucono-1,5-lactone","C6 H11 O9 P",258.01359,4.994,257.00632,"No results","No results","Full match",NA,NA,NA,NA,414867.2452,1157509.768,446287.2632,1037303.453,250533.0387,18.9595239577,19.1908320923789,-0.231308134678862,0.862903535281991,0.533298200922229,"stable",0.209069401242043
"LPI 16:1","Com_17789_neg","LPI 16:1","C25 H47 O12 P",570.28016,9.253,569.27289,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",1388842.221,1278862.32,1219750.812,1608626.351,1655990.514,20.638330402773,20.3033452726646,0.334985130108414,0.0167877001737994,0.202362263338414,"up",1.4518097440749
"Tauroursodeoxycholic acid","Com_18001_neg","Tauroursodeoxycholic acid","C26 H45 N O6 S",499.29758,7.755,498.2903,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Taurinated bile acids and derivatives",308787.987,324333.4841,348644.5414,278957.7711,221942.0841,17.9247554722762,18.3182576399291,-0.393502167652841,0.229487022852468,0.312043423277499,"stable",1.32126653591458
"Gentisic acid","Com_18078_neg","Gentisic acid","C7 H6 O4",154.02691,5.031,153.01964,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",127517.2638,180114.4759,121191.261,162028.3469,517813.4155,18.1439797634811,17.1019379362034,1.04204182727777,0.424824911192405,0.371778472841318,"stable",1.03880446790292
"5-Methyl-dl-tryptophan","Com_18106_neg","5-Methyl-dl-tryptophan","C12 H14 N2 O2",218.10578,5.255,253.07527,"No results","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indolyl carboxylic acids and derivatives",139529.9708,134976.4849,143928.7456,131740.7523,139658.42,17.0494425994217,17.0891864375753,-0.03974383815358,0.51609584327638,0.405977326099594,"stable",0.684029550309493
"Alanyltyrosine","Com_18154_neg","Alanyltyrosine","C12 H16 N2 O4",252.11122,4.756,251.10395,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",532169.249199999,537474.0614,696978.758999999,451888.9606,447397.0435,18.7784024924194,19.1560387975556,-0.377636305136107,0.0970243042228675,0.262396789825857,"stable",1.23713563770358
