"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"LPC 40:7","Com_8925_pos","LPC 40:7","C48 H84 N O7 P",839.58012,11.271,840.5874,"No results","Invalid mass","No results",NA,NA,NA,NA,3179270.797,2801167.267,2384699.372,3565255.536,4195477.926,2083685.172,3310188.803,3068302.077,21.5928349679712,21.4010790501093,0.191755917861897,0.388968390488406,0.361876712586125,"stable",0.617941762499537
"PE 20:3_20:3","Com_8944_pos","PE 20:3_20:3","C45 H78 N O8 P",791.55071,9.883,792.55798,"No results","Invalid mass","No results",NA,NA,NA,NA,1205719.971,1121314.673,2760702.813,1274544.217,2082772.505,1460052.763,1058936.401,974063.132400001,20.3314106350131,20.5649424585317,-0.233531823518582,0.647688119664156,0.454039841271832,"stable",0.463910176144588
"PC O-40:10","Com_8979_pos","PC O-40:10","C48 H78 N O7 P",811.53595,11.608,812.54323,"No results","Invalid mass","No results",NA,NA,NA,NA,543921.6084,494771.3802,431366.735,418627.047,536604.2583,347910.8923,497451.6732,367709.8156,18.7059136625574,18.8959990472917,-0.190085384734299,0.26663915452805,0.302768475718662,"stable",0.805824412065029
"D-Gluconic acid","Com_9129_pos","D-Gluconic acid","C6 H12 O7",196.05806,1.141,219.04697,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Gluconolactones",1095938.486,1193817.84,894321.587699999,1508899.755,705650.1447,1238567.402,1410247.032,685659.5269,20.0017098702726,20.0071069519625,-0.00539708168990671,0.985082519128555,0.558470035131616,"stable",0.0128956160527714
"PI 38:3","Com_9137_pos","PI 38:3","C47 H85 O13 P",910.55518,11.282,911.56245,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",555226.5603,498405.1873,2611680.294,3533744.242,3841994.503,3810608.251,5998348.633,4660440.907,22.0311898108141,19.7754078290817,2.25578198173245,0.0954620940996633,0.189719738623541,"stable",1.67917331194796
"Lysopc 20:4","Com_9388_pos","Lysopc 20:4","C28 H50 N O7 P",543.33324,8.932,544.34048,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1237187.691,1134005.284,578550.418,428851.2984,554492.7452,237569.7155,613336.4262,784109.419700001,18.8911866021972,19.8312373499199,-0.940050747722609,0.0969105561586632,0.190944778812077,"stable",1.26943269032374
"U-44069","Com_9411_pos","U-44069","C21 H34 O4",332.23495,9.17,315.23181,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",4982520.286,3527133.017,1784520.691,2062591.806,2712023.961,503211.7034,2298214.748,2394232.195,20.7221970344543,21.5885380001419,-0.866340965687549,0.220323782664108,0.279856331510849,"stable",0.922900120170074
"PE 18:0_20:5","Com_9412_pos","PE 18:0_20:5","C43 H76 N O8 P",765.52983,8.244,766.53711,"No results","Full match","No results",NA,NA,NA,NA,7303043.07299999,7590597.11,9708370.30000001,6164180.94,4843998.475,4745308.075,3665766.744,3843717.385,22.124213894708,22.9555486545716,-0.831334759863587,0.00527220128701381,0.0478006251870997,"down",1.71611850137601
"TKK","Com_9415_pos","TKK","C16 H33 N5 O5",375.25306,11.519,376.26034,"Invalid mass","No results","No results",NA,NA,NA,NA,913473.469799999,603907.2655,475640.407899999,575986.6306,548366.9168,338004.2284,491339.3727,646434.228499999,18.9551287939094,19.2881608554066,-0.333032061497235,0.3641778362578,0.351689322889922,"stable",0.84002373180824
"1-Methylguanine","Com_9490_pos","1-Methylguanine","C6 H7 N5 O",165.06513,2.148,166.07241,"No results","No results","Full match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-oxopurines",1632916.935,1921988.739,1966886.856,1239770.492,1371892.749,2071794.868,790924.426999999,2123930.365,20.4446626015672,20.8068903217718,-0.362227720204604,0.249977099820715,0.293071123117251,"stable",0.765032707140305
"2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid","Com_9509_pos","2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid","C22 H30 O3",360.22814,8.329,361.23523,"Invalid mass","No results","No results",NA,NA,NA,NA,1854323.709,1736732.738,1193889.473,1618564.581,1319546.782,1008019.433,1303032.73,1994919.997,20.4284655883467,20.5792146216554,-0.150749033308688,0.586089408760705,0.429400384392668,"stable",0.454069842396455
"PC 36:1","Com_9573_pos","PC 36:1","C44 H86 N O8 P",809.58721,10.791,810.59448,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1341440.186,763537.1971,1720022.861,3804408.648,3305664.299,1112873.621,3808505.933,1839229.386,21.2546143244102,20.2038955075096,1.05071881690067,0.0824148231438193,0.177647704311449,"stable",1.25425207791623
"PC O-38:4","Com_9609_pos","PC O-38:4","C46 H86 N O7 P",795.61034,11.605,796.61761,"No results","Full match","No results",NA,NA,NA,NA,1874755.466,2676887.948,2044140.467,2271735.615,4798360.07000001,1396690.857,1863419.453,3757012.881,21.2787460928379,21.0511530751078,0.227593017730133,0.554164296816375,0.415734387726735,"stable",0.404125498808863
"EMK","Com_9611_pos","EMK","C16 H30 N4 O6 S",406.18282,5.373,407.1901,"Invalid mass","No results","No results",NA,NA,NA,NA,603132.254,990710.900500001,557745.277700001,527577.9608,537976.036200001,1133504.781,549036.4937,1350063.585,19.5179409299437,19.4031554438677,0.114785486075984,0.781248658038869,0.500780785924813,"stable",0.211979296283243
"Phenylpropiolic acid","Com_9648_pos","Phenylpropiolic acid","C9 H6 O2",146.03639,6.641,293.07867,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Not available","Benzene and substituted derivatives",1601682.232,1526801.487,1536464.425,1981793.976,1811188.655,1819808.053,1655182.914,1520410.903,20.7393649770321,20.5681401729282,0.171224804103957,0.0573327689659976,0.147587669544308,"stable",1.23714811959761
"2-hydroxy-3,6-diphenylcyclohexyl acetate","Com_9675_pos","2-hydroxy-3,6-diphenylcyclohexyl acetate","C20 H22 O3",294.18434,5.8,333.14783,"Invalid mass","No results","No results",NA,NA,NA,NA,12587650.1,7730598.081,12170371.66,17585932.01,22140919.48,7201047.282,14483328.91,681048.540200001,22.8826387142219,23.3348413794677,-0.452202665245803,0.654689676218826,0.456706437084188,"stable",0.295474949591862
"PC O-40:11","Com_9677_pos","PC O-40:11","C48 H76 N O7 P",809.52532,11.554,810.53259,"No results","Invalid mass","No results",NA,NA,NA,NA,283824.9303,256294.8324,252664.2816,997743.5836,1850389.987,1366126.185,208930.6521,200335.9718,19.2828186850446,18.0096496198584,1.2731690651862,0.13640947040034,0.226818652011033,"stable",0.987749646659721
"PC 38:4","Com_9764_pos","PC 38:4","C46 H84 N O8 P",831.57361,9.951,832.58089,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",4051282.369,4226151.89,9624500.284,3087051.673,3893339.539,3110303.546,419730.7898,2296097.089,20.9657711761972,22.3863802019778,-1.42060902578057,0.0929508415891861,0.187544792128732,"stable",1.14049130735694
"PC 16:1_21:2","Com_9827_pos","PC 16:1_21:2","C45 H84 N O8 P",797.59089,11.756,798.59816,"No results","Full match","No results",NA,NA,NA,NA,130434.9391,201392.9074,115712.2923,129259.4271,121695.8231,101726.0333,121283.8122,104309.6931,16.8131401392091,17.1442689339751,-0.331128794766052,0.304051922985382,0.323438206854397,"stable",1.12181068594779
"PC O-38:7","Com_9839_pos","PC O-38:7","C46 H80 N O7 P",789.55998,11.093,790.56726,"No results","Invalid mass","No results",NA,NA,NA,NA,796994.1875,750270.1728,890023.587599999,1594521.043,2302685.742,1425347.942,293635.5238,1023457.331,20.0622294064219,19.6282481339309,0.433981272491003,0.445284746301868,0.382459950877975,"stable",0.502055686197853
"PC 38:6","Com_9844_pos","PC 38:6","C46 H80 N O8 P",827.54154,10.622,828.54882,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1958420.538,2208069.99,2034597.933,2080140.398,1534757.483,964822.565100001,1167097.546,213813.5937,19.8556441281568,20.9773086425898,-1.12166451443292,0.11996305939076,0.212402318765557,"stable",1.0311168584976
"N2-tetrahydrofuran-2-ylmethyl-4-(4-fluorophenyl)-1,3-thiazol-2-amine","Com_9900_pos","N2-tetrahydrofuran-2-ylmethyl-4-(4-fluorophenyl)-1,3-thiazol-2-amine","C14 H15 F N2 O S",278.09245,6.443,279.09973,"Invalid mass","No results","No results",NA,NA,NA,NA,848844.531700001,762274.646400001,696883.489299999,671824.3177,729027.3371,4009704.884,662519.6454,3314484.015,20.3532718160636,19.5485500448154,0.804721771248143,0.246810204529942,0.291757695358682,"stable",0.765796390311206
"Coenzyme Q2","Com_9908_pos","Coenzyme Q2","C19 H26 O4",318.1816,6.664,319.18887,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Quinone and hydroquinone lipids","Ubiquinones",725231.5902,1313003.123,549769.9946,587176.5287,708175.382499999,558763.3258,567516.3126,723085.730499999,19.2534338534346,19.6203299346124,-0.366896081177764,0.427547578836881,0.37632660344174,"stable",0.91357068984343
"PC 17:0_18:3","Com_9914_pos","PC 17:0_18:3","C43 H80 N O8 P",769.55691,10.95,770.56418,"No results","Invalid mass","No results",NA,NA,NA,NA,2060487.024,2426256.56,2413647.858,1913022.991,1845899.854,1363544.005,1045365.223,1125595.509,20.4320156302071,21.1292128025258,-0.69719717231872,0.0145250475057345,0.0727033722843673,"down",1.51383025382786
"LysoPC 20:2","Com_9921_pos","LysoPC 20:2","C28 H54 N O7 P",547.36512,9.987,548.3724,"No results","No results","Full match",NA,NA,NA,NA,558072.4795,405477.8577,317485.1905,304956.466,308649.2648,253301.3518,608344.948999999,545717.5788,18.5353345862274,18.6652287860893,-0.12989419986193,0.720300781407303,0.480484553987479,"stable",0.278116473886083
"Pilocarpine","Com_9960_pos","Pilocarpine","C11 H16 N2 O2",208.12298,6.943,209.13026,"Invalid mass","No results","No results","Alkaloids and derivatives","Not available","Not available","Alkaloids and derivatives",1511641.729,1106205.231,1380460.584,1623857.753,1534589.337,1375865.743,1420587.794,952352.7132,20.3743032659874,20.3338635742896,0.0404396916978236,0.839335760124826,0.518701391829014,"stable",0.160507259493423
"PC O-31:0","Com_9964_pos","PC O-31:0","C39 H80 N O7 P",705.56626,11.273,706.57354,"No results","Full match","No results",NA,NA,NA,NA,978663.487799999,344419.502,1376318.287,2525462.317,1671618.231,2198856.85,2289250.655,2178629.152,21.0381371041669,19.5622144582739,1.47592264589306,0.129934056755677,0.221330076180148,"stable",1.58945223747218
"LPC 15:1-SN1","Com_10059_pos","LPC 15:1-SN1","C23 H46 N O7 P",479.30231,9.99,480.30951,"No results","Full match","Full match",NA,NA,NA,NA,239215.6044,996267.644599999,759477.7783,407228.604,404342.8337,374635.3834,1333751.599,1027755.73,19.2187902172233,19.1095913496197,0.109198867603588,0.890863688479091,0.533554762928739,"stable",0.128057979175157
"12(S)-HETE","Com_10070_pos","12(S)-HETE","C20 H32 O3",320.23496,6.804,343.22409,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosatetraenoic acids",627641.922,594845.3354,602353.6398,573211.936200001,556676.1564,672333.186100001,555485.7475,492840.0295,19.1136310024516,19.2139961608313,-0.100365158379638,0.243726080410767,0.290457489538527,"stable",0.775329656227981
"PC O-34:3","Com_10315_pos","PC O-34:3","C42 H80 N O7 P",741.56777,11.571,742.57505,"No results","Full match","No results",NA,NA,NA,NA,1037068.217,1282131.223,1473820.581,1473665.539,1779851.561,1193819.825,1207874.827,1024910.989,20.3225127189285,20.2551071116471,0.0674056072813336,0.751912670676407,0.491213367333986,"stable",0.255553220695783
"15-OxoEDE","Com_10468_pos","15-OxoEDE","C20 H34 O3",304.24021,8.354,305.24748,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",881507.8237,888838.233999999,1172372.21,962556.7465,850784.896399999,920680.514,869070.385499999,739579.247299999,19.7225493540676,19.8907248148775,-0.168175460809852,0.344875352274173,0.34320466029237,"stable",0.92683359278515
"LSD-d3","Com_10493_pos","LSD-d3","C20 H22 [2]H3 N3 O",326.22293,9.395,327.23021,"Invalid mass","No results","No results",NA,NA,NA,NA,666056.5604,934427.4812,402238.4731,611746.259400001,431316.7444,271193.1581,362302.8633,1117865.265,18.9098149735846,19.2655666331538,-0.355751659569201,0.505408883617737,0.401210369441142,"stable",0.523307412496182
"PC O-38:9","Com_10522_pos","PC O-38:9","C46 H76 N O7 P",785.52587,11.639,786.53314,"No results","Invalid mass","No results",NA,NA,NA,NA,380930.6052,325603.5923,301079.5049,294162.1817,112849.6522,102258.8997,122034.3608,130288.0915,17.0960870358807,18.3505702491433,-1.25448321326256,0.00783036193212916,0.0531049134596466,"down",1.61542772578591
"PC O-39:8","Com_10540_pos","PC O-39:8","C47 H80 N O7 P",801.55925,10.146,802.56652,"No results","Invalid mass","No results",NA,NA,NA,NA,113314.9285,111701.7374,106078.0514,95676.2264699999,167751.1765,91471.3957700001,98146.5181200001,91653.29191,16.689883563711,16.7513457224692,-0.0614621587582285,0.735164723248345,0.485585058277275,"stable",0.221843846273321
"PC O-34:7","Com_10573_pos","PC O-34:7","C42 H72 N O7 P",733.50109,10.936,734.50836,"No results","Full match","No results",NA,NA,NA,NA,1301613.4,926431.0807,1303463.334,668429.269399999,372090.1413,417327.0925,503940.984099999,377066.7053,18.7987765174037,20.1490374258375,-1.35026090843377,0.00169591602585156,0.0371574967971112,"down",1.82755933106557
"LPC 30:1","Com_10604_pos","LPC 30:1","C38 H76 N O7 P",711.51573,9.517,712.52301,"No results","Invalid mass","No results",NA,NA,NA,NA,300945.5069,2463446.941,2007790.017,2638133.882,2255388.532,752165.2158,1477893.911,2238083.178,20.7091328948652,20.1228555610829,0.586277333782242,0.613433054149541,0.440606937277492,"stable",0.55356561517719
"PC O-29:1","Com_10629_pos","PC O-29:1","C37 H74 N O7 P",675.52025,10.668,676.52752,"No results","Full match","No results",NA,NA,NA,NA,2384648.034,1647899.341,1007538.353,1807524.912,1144878.63,743827.7209,944381.601200001,521731.3679,19.8517828764338,20.5933149770809,-0.741532100647099,0.179225263154026,0.257418497319914,"stable",1.06665935272643
"4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoic acid","Com_10714_pos","4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoic acid","C12 H14 O3",206.09257,6.407,224.12656,"Invalid mass","No results","No results",NA,NA,NA,NA,967926.786900001,653230.8064,1747376.702,789832.2549,1417204.413,677494.3332,1445184.216,4327641.206,20.3807247962811,19.9795103119456,0.401214484335519,0.546099301289298,0.413220972171292,"stable",0.457645169716566
"PC 19:2_20:5","Com_10762_pos","PC 19:2_20:5","C47 H80 N O8 P",817.55998,10.773,818.56726,"No results","Full match","No results",NA,NA,NA,NA,1433242.3,1446928.306,404418.7963,982757.402499999,561292.604899999,477747.0514,541608.0858,517703.2826,19.1798824923923,19.8469678773817,-0.667085384989452,0.390505092367422,0.362483703819038,"stable",0.940483648572264
"PC 19:0_19:1","Com_10764_pos","PC 19:0_19:1","C46 H90 N O8 P",815.63719,10.552,816.64447,"No results","Full match","No results",NA,NA,NA,NA,492437.884299999,1475962.173,1435636.183,1998209.508,1139042.535,1314523.981,2120965.081,2300424.479,20.7051067497122,19.9520217686304,0.753084981081788,0.282794224088129,0.312026123822533,"stable",1.09896605760719
"3-Hydroxy-3-methylbutanoic acid","Com_10815_pos","3-Hydroxy-3-methylbutanoic acid","C5 H10 O3",118.06315,6.708,119.07046,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",229416.5193,207091.1826,204565.8261,233252.4201,195052.2508,163806.4662,200402.6567,175088.3178,17.5513863676687,17.7032406613575,-0.151854293688782,0.188416931464803,0.262931627483264,"stable",0.899606088648489
"PC O-32:1","Com_10845_pos","PC O-32:1","C40 H80 N O7 P",717.56001,10.421,718.56729,"No results","Invalid mass","No results",NA,NA,NA,NA,2063495.281,895651.773999999,509300.0192,5159367.944,2854854.943,1969286.212,2752787.539,313472.398,20.8606862038275,19.9024644519438,0.958221751883741,0.331270216813046,0.336906615844494,"stable",0.719823311355979
"PC O-31:1","Com_10916_pos","PC O-31:1","C39 H78 N O7 P",703.55181,9.094,704.55908,"No results","Full match","No results",NA,NA,NA,NA,405844.8067,606365.3933,764227.846600001,494010.4451,407631.1791,223141.351,474867.0712,743646.426100001,18.7360213542727,19.1280132735424,-0.391991919269699,0.354343417253435,0.347430179745219,"stable",0.706960948857873
"PE 17:1_17:1","Com_11069_pos","PE 17:1_17:1","C39 H74 N O8 P",715.51609,9.58,716.52337,"No results","Full match","No results",NA,NA,NA,NA,512277.421300001,491073.595699999,599659.824299999,292378.6276,231715.0574,134794.8529,225150.2102,135933.1037,17.5705884192937,19.0219767672202,-1.45138834792656,0.0016918206511897,0.0371411795466956,"down",1.77557719158596
"Estradiol","Com_11082_pos","Estradiol","C18 H24 O2",272.17766,8.129,273.18493,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",3210905.385,101692.5697,128278.2014,97877.15796,245056.9447,166164.7363,110054.932,163103.7182,17.1773982469045,18.4057733246212,-1.22837507771672,0.525632946353389,0.407128821234365,"stable",0.761798676350118
"PC O-40:7","Com_11088_pos","PC O-40:7","C48 H84 N O7 P",817.59424,10.481,818.60152,"No results","Invalid mass","No results",NA,NA,NA,NA,439836.6501,705105.769200001,380169.5786,348167.5839,372381.7952,2170126.333,947218.174899999,348812.7737,19.2461247133553,18.9034573411688,0.342667372186494,0.585249753099885,0.429049148814854,"stable",0.375823477673503
"Deoxyadenosine","Com_11104_pos","Deoxyadenosine","C10 H13 N5 O3",251.10207,3.788,252.10934,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleosides","Purine 2'-deoxyribonucleosides","Purine 2'-deoxyribonucleosides",118584.2944,108182.0507,107074.3583,107095.7771,103747.2832,189321.9346,109763.3242,89072.1180799999,16.8176921957934,16.762302851152,0.0553893446414442,0.785339746069777,0.502086509036492,"stable",0.179898757853949
"4-(pentyloxy)benzene-1-carbohydrazide","Com_11272_pos","4-(pentyloxy)benzene-1-carbohydrazide","C12 H18 N2 O2",222.13531,7.019,261.09869,"Invalid mass","No results","No results",NA,NA,NA,NA,149511.5013,137113.5447,163982.7774,133410.1686,127268.79,183419.1465,129252.5894,112895.8071,17.0464558024017,17.1926977625756,-0.146241960173956,0.332560075152628,0.337515560099429,"stable",0.679012060447578
"Progesterone","Com_11287_pos","Progesterone","C21 H30 O2",314.22505,7.263,315.23233,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Gluco/mineralocorticoids, progestogins and derivatives",239181.9737,185236.3345,191023.3398,180514.7156,177934.8183,148018.9886,176688.5965,206606.397,17.4331087573456,17.6367153739899,-0.203606616644258,0.221705550519939,0.280520897285953,"stable",1.05989609526323
"2-Methylpentanedioic acid","Com_11311_pos","2-Methylpentanedioic acid","C6 H10 O4",146.05831,10.415,147.06584,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",389172.5686,361863.394,327504.8232,373679.197,353799.0253,208298.1876,279293.9951,388428.8448,18.2542035754815,18.4520975908452,-0.197894015363655,0.326697923058215,0.334727446866364,"stable",0.660938406618468
"Minocycline","Com_26_pos","Minocycline","C23 H27 N3 O7",457.18552,5.39,229.60009,"Full match","No results","No results","Phenylpropanoids and polyketides","Tetracyclines","Not available","Tetracyclines",2162509890,2211921767,2004868583,1961463888,1773675421,1652942042,2004940529,3162838635,30.9350505208281,30.9845244418269,-0.0494739209987358,0.783041580374055,0.501353862042702,"stable",0.182079536862345
"N-Acetyl-aspartic acid","Com_40_pos","N-Acetyl-aspartic acid","C6 H9 N O5",175.04833,1.917,176.05563,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Aspartic acid and derivatives",1447627543,1528774906,1732946824,1992545881,2181752959,1292845425,1679891980,1404173677,30.6431009237742,30.5437841374711,0.0993167863030848,0.565552295211463,0.42068365136926,"stable",0.397709571157459
"Acetylcysteine","Com_46_pos","Acetylcysteine","C5 H9 N O3 S",163.03056,1.93,164.03784,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-L-alpha-amino acids",9553640.087,12201806.75,6103429.029,19721029.55,18162332.72,39393839.39,17287699.22,3959464.491,23.9078521674535,23.0897997075194,0.818052459934112,0.235029677601187,0.28667456949531,"stable",0.808770609804925
"Cys-Gly","Com_88_pos","Cys-Gly","C5 H10 N2 O3 S",178.04143,1.899,162.02216,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",414534818.3,521657670.8,730199419.1,925364942.8,922896911.7,670025314.8,764251383.2,2253788.923,27.9000149652065,29.0097204850024,-1.10970551979588,0.552226140462118,0.414990422916205,"stable",0.390050309090937
"7-Hydroxy-3,4-dihydrocarbostyril","Com_153_pos","7-Hydroxy-3,4-dihydrocarbostyril","C9 H9 N O2",163.06355,5.266,146.06027,"No results","No results","Full match","Organoheterocyclic compounds","Quinolines and derivatives","Quinolones and derivatives","Hydroquinolones",105502792.5,109278482.2,119115048.9,141768481.7,152760271.2,246593818.1,161903390.9,213311628.1,27.4164324907767,26.7279735024102,0.688458988366516,0.00841988339459518,0.0543637908501818,"up",1.60912496936175
"gamma-Glutamylleucine","Com_208_pos","gamma-Glutamylleucine","C11 H20 N2 O5",260.13774,5.411,261.14502,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",78199776.0599999,81256718.9500001,99259455.1399999,143087822.5,126006297.4,226664533.3,183596297.3,136716209.6,27.2471600927923,26.353782038504,0.893378054288309,0.00325489006768228,0.0406949887526778,"up",1.70527883890192
"(5-L-Glutamyl)-L-Amino Acid","Com_309_pos","(5-L-Glutamyl)-L-Amino Acid","C8 H14 N2 O5",218.09052,1.776,219.0978,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids",156882813.7,155380761.7,206535014.6,245218720.3,210363083.7,285873341.2,201609052.9,191708789.9,27.7419854928193,27.3527186231823,0.389266869637048,0.0793182118014228,0.174476458964039,"stable",1.35702691139171
"Adenosine diphosphate (ADP)","Com_355_pos","Adenosine diphosphate (ADP)","C10 H15 N5 O10 P2",427.02992,1.828,428.03719,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside diphosphates",842658416.299999,768875401.800001,994723122.4,2161094666,1167556881,1625627576,1746420074,1731949107,30.6239626626302,29.686089015704,0.937873646926231,0.00202855978831702,0.0382972508378117,"up",1.75627495733672
"mesaconic acid","Com_360_pos","mesaconic acid","C5 H6 O4",130.02684,2.024,131.03412,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Methyl-branched fatty acids",68310804.7,69581107.47,70499687.9000001,96884329.76,10630458.88,127854550.5,124634583.7,151588830.4,26.1740212455905,26.0496387640127,0.124382481577825,0.870459695498468,0.527784129488843,"stable",0.106140537567158
"LPC O-16:0","Com_361_pos","LPC O-16:0","C24 H52 N O6 P",481.35381,10.033,482.36108,"No results","Full match","No results",NA,NA,NA,NA,174255745.2,157996570.7,109307705.6,70710450.0499999,87781362.3299999,47608133.26,37228311.37,110721173.5,25.9679577793647,27.105256283895,-1.13729850453027,0.0179121551389707,0.0808210392983996,"down",1.49685189176218
"gamma-Glutamyltyrosine","Com_424_pos","gamma-Glutamyltyrosine","C14 H18 N2 O6",310.11668,4.996,311.12395,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Tyrosine and derivatives",21461261.8,22519156.45,32476694.28,48471116.25,45061745.78,88399327.69,69659461.1499999,45172365.85,25.7672614042337,24.5775941571402,1.18966724709341,0.00586009852537612,0.0491909200527739,"up",1.7066389798872
"gamma-Glutamylmethionine","Com_429_pos","gamma-Glutamylmethionine","C10 H18 N2 O5 S",278.09409,4.923,279.10137,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",8090900.39400001,7090450.48000001,10010081.33,19234219,35540800.76,68804397.4100001,26219561.68,20675643.66,24.8523422684618,22.9867550166304,1.86558725183142,0.00316587213063544,0.0405768270577783,"up",1.71186825843584
"Taurine","Com_509_pos","Taurine","C2 H7 N O3 S",125.01488,1.429,126.02216,"Full match","No results","Full match","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonic acids",402051868.1,455363295.200001,448160900.5,289975904.5,296585305.2,343927233.4,304686235.7,268630917.3,28.1593113963432,28.6948969016435,-0.535585505300347,0.000859428817430678,0.0315791905265702,"down",1.853604708809
"Leucylproline","Com_570_pos","Leucylproline","C11 H20 N2 O3",228.14776,5.219,229.15504,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",22869240.16,23831040.83,24115244.13,22783941.5,22929769.79,36749803.11,36864693.16,33152970.94,24.8283673937671,24.492228601156,0.336138792611045,0.100981305495017,0.19427764488023,"stable",1.08533536705821
"Asp-Phe methyl ester","Com_583_pos","Asp-Phe methyl ester","C14 H18 N2 O5",294.12214,5.424,295.12941,"No results","No results","Full match",NA,NA,NA,NA,8326943.87199999,8638474.02499999,13019684.61,15684491.47,15958490.87,24399683.68,24695107.98,18900729.61,24.2201351903569,23.2219639626691,0.998171227687831,0.0172054728704953,0.0792622436535187,"up",1.71636298714633
"Gly-Tyr","Com_588_pos","Gly-Tyr","C11 H14 N2 O4",238.09549,3.816,239.10277,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides",20924756.26,33075243.98,13981077.41,21057227.28,25057731.31,21765239.9,18158112.89,1118950.77,23.4979826541226,24.3449760503341,-0.84699339621147,0.400972023976935,0.366546082133056,"stable",0.56658336360327
"L-Glutamate","Com_592_pos","L-Glutamate","C5 H9 N O4",147.05336,2.565,148.06063,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",78658061.17,79918990.5599999,91559353.5099999,93190778.58,95437070.3100001,115384989.2,116932027.5,126005107,26.6947224922489,26.3097767518959,0.384945740352965,0.0135529704944294,0.0700352335526275,"up",1.56006932329287
"2,5-Furandicarboxylic acid","Com_937_pos","2,5-Furandicarboxylic acid","C6 H4 O5",156.00609,2.121,139.00276,"No results","No results","Full match","Organoheterocyclic compounds","Furans","Furoic acid and derivatives","Furoic acids",92422463.01,91335877.8,115437237.2,67934529.34,75576176.7800001,96971809.01,88966212.19,75234402.48,26.258355069236,26.5629839934806,-0.304628924244525,0.0912934269232789,0.18607264629299,"stable",1.28996736331781
