"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_2w_1","MV4_11_2w_2","MV4_11_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"2-Hydroxy-3-methylbutanoic acid","Com_7486_pos","2-Hydroxy-3-methylbutanoic acid","C5 H10 O3",118.06293,6.385,275.08895,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",2430922.348,2764718.8,2312434.57,2258505.897,2197450.482,2449360.517,21.1327700605036,21.2509182713266,-0.118148210822955,0.427824100500048,0.536877589627033,"stable",0.944862038829645
"SM 8:1;2O/34:1","Com_7495_pos","SM 8:1;2O/34:1","C47 H93 N2 O6 P",812.678,10.165,813.68528,"No results","Full match","No results",NA,NA,NA,NA,10235307.03,5034433.30300001,15865048.95,14649874.52,11421228.62,8922032.74099999,23.4461801674491,23.1565992138631,0.28958095358599,0.673083779159071,0.644510311840075,"stable",0.458005968276709
"2-Aminobenzenesulfonamide","Com_7512_pos","2-Aminobenzenesulfonamide","C6 H8 N2 O2 S",172.03093,3.618,173.03821,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Aminobenzenesulfonamides",389947.5644,445718.3527,887256.016199999,542675.165799999,420082.8766,476952.0187,18.8645094768922,19.0325614604138,-0.168051983521575,0.714107613204641,0.6579469451658,"stable",0.369387096251705
"Lysopc 18:2","Com_7572_pos","Lysopc 18:2","C26 H50 N O7 P",519.33331,9.202,520.34064,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1162914.584,1567461.331,3472122.816,3856364.698,2058822.315,2948799.377,21.4479647327491,20.8188995583239,0.629065174425193,0.391049436603016,0.521950838018669,"stable",0.867886397106711
"PI 36:2","Com_7660_pos","PI 36:2","C45 H83 O13 P",884.53964,11.223,885.54691,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",1297617.86,1368973.936,1971726.269,1403007.948,1619149.994,1522129.108,20.5281854212158,20.534375182621,-0.00618976140523841,0.97664536883377,0.724570701595569,"stable",0.0267975705521025
"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","Com_7757_pos","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5",352.22331,7.037,335.22021,"Invalid mass","No results","No match",NA,NA,NA,NA,3305078.226,2185866.448,3339161.98,7874723.96099999,2590869.396,2966862.853,21.9047698634737,21.4623604878148,0.442409375658873,0.404913054780965,0.527795876385783,"stable",0.648863052361704
"pentane-1,2,3,4,5-pentol","Com_7770_pos","pentane-1,2,3,4,5-pentol","C5 H12 O5",152.06726,1.141,191.03041,"Invalid mass","No results","No results",NA,NA,NA,NA,4080859.975,3583703.849,3478729.55,2826349.239,2281150.783,2679193.343,21.3017353198748,21.8211969532945,-0.519461633419706,0.022650688421475,0.218656214040054,"down",1.57070028398774
"S-Adenosyl-L-methionine","Com_7807_pos","S-Adenosyl-L-methionine","C15 H22 N6 O5 S",398.13775,1.867,399.14502,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",1949163.562,2543413.563,4206179.167,2516043.942,1974826.47,2233532.74,21.0889720389486,21.3922790786853,-0.30330703973668,0.499742032043428,0.573762000155034,"stable",0.700417332135651
"bicyclo[2.2.2]oct-2-en-1-yl 4-methylbenzene-1-sulfonate","Com_7818_pos","bicyclo[2.2.2]oct-2-en-1-yl 4-methylbenzene-1-sulfonate","C15 H18 O3 S",256.11029,6.203,279.09964,"Invalid mass","No results","No results",NA,NA,NA,NA,4613745.17,9106148.055,2787533.964,4309567.022,3073115.701,2845621.107,21.6768981011729,22.2221581098168,-0.54526000864389,0.398653900072923,0.525191222800097,"stable",0.790211806854802
"LPC 20:4-SN1","Com_7948_pos","LPC 20:4-SN1","C28 H50 N O7 P",543.33068,9.774,544.33795,"No results","Full match","Full match",NA,NA,NA,NA,843016.371199999,1819064.403,2053021.298,4918088.105,1471041.267,2322625.475,21.2884658481813,20.4830944923694,0.805371355811889,0.457012361647931,0.551772575237039,"stable",0.90939678859782
"PC 40:5","Com_8198_pos","PC 40:5","C48 H86 N O8 P",857.59106,10.934,858.59834,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",5045574.334,300143.2267,260628.3775,5706604.338,347388.0132,372614.3064,19.7859043659662,19.4845044345441,0.30139993142204,0.107277280592389,0.336113025787248,"stable",0.134399916949287
"PI 34:1","Com_8207_pos","PI 34:1","C43 H81 O13 P",858.52469,9.841,859.53197,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",7919207.07000001,546200.414500001,9309050.176,6482207.559,6710474.079,6077460.054,22.6136913742971,21.7087326599837,0.904958714313381,0.574318137868272,0.607379012694034,"stable",0.55570742844202
"LPC 17:0-SN1","Com_8294_pos","LPC 17:0-SN1","C25 H52 N O7 P",509.34876,9.93,510.356,"No results","Full match","Full match",NA,NA,NA,NA,508507.4236,934906.1202,1722009.908,1143214.472,358846.6417,369967.6498,19.0249040494277,19.8353444333017,-0.810440383873964,0.509699371601935,0.578579754114675,"stable",0.819681960512305
"Hydrocortisone acetate","Com_8317_pos","Hydrocortisone acetate","C23 H32 O6",404.22129,9.917,427.21056,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Gluco/mineralocorticoids, progestogins and derivatives",270493.4484,271083.3412,373158.4349,263089.0333,305497.5509,304464.6958,18.1473027665781,18.2010132766904,-0.0537105101122108,0.728586658429183,0.662449979670333,"stable",0.269023734488759
"PC 16:1_17:2","Com_8330_pos","PC 16:1_17:2","C41 H76 N O8 P",741.52955,11.805,742.53682,"No results","Full match","No results",NA,NA,NA,NA,2741982.381,3199217.556,3807890.995,3847505.3,3994838.229,4342317.397,21.951743762099,21.6188787642034,0.332864997895516,0.0615131211815775,0.291915102605379,"stable",1.29363625523364
"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole","Com_8333_pos","4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole","C11 H12 O3",192.07671,5.834,210.11063,"Invalid mass","No results","No results",NA,NA,NA,NA,1320083.487,1425925.457,1774458.162,1253932.508,1991444.779,2519742.341,20.8160856995703,20.5115373350074,0.304548364562962,0.249250158557236,0.44116979484739,"stable",0.735897057463778
"PC O-33:6","Com_8372_pos","PC O-33:6","C41 H72 N O7 P",721.4985,8.792,722.50578,"No results","Invalid mass","No results",NA,NA,NA,NA,444738.48,197148.7272,2040954.038,249206.1976,569530.762800001,695604.8006,18.8181010101375,19.104111614689,-0.286010604551443,0.787842549340528,0.679706436156107,"stable",0.224576663087898
"(2E,4E)-N-[2-(4-hydroxyphenyl)ethyl]dodeca-2,4-dienamide","Com_8382_pos","(2E,4E)-N-[2-(4-hydroxyphenyl)ethyl]dodeca-2,4-dienamide","C20 H29 N O2",315.21801,7.284,316.22529,"Invalid mass","No results","No results",NA,NA,NA,NA,2195304.755,1783359.572,1292958,1835056.735,2586831.748,2925836.423,21.1968552371764,20.7114666559001,0.485388581276368,0.363182709242151,0.509310746790254,"stable",1.0834480654721
"Monolaurin","Com_8404_pos","Monolaurin","C15 H30 O4",274.21491,7.916,297.20415,"Full match","No results","No results",NA,NA,NA,NA,2406738.75,2491278.528,2198563.64,2203955.286,2207816.024,4075309.006,21.368110025067,21.1717442913193,0.196365733747641,0.628729836393246,0.62874262192046,"stable",0.535582877050961
"PC 20:3_22:6","Com_8430_pos","PC 20:3_22:6","C50 H82 N O8 P",855.57669,10.696,856.58397,"No results","Full match","No results",NA,NA,NA,NA,2811008.973,3263166.241,2023020.695,2171207.718,3341430.702,2890705.106,21.395030285682,21.336192444085,0.0588378415970396,0.839888465916954,0.693470324376112,"stable",0.184047158076978
"23-Norcholic acid","Com_8475_pos","23-Norcholic acid","C23 H38 O5",394.27028,9.831,395.27756,"No results","No results","Full match",NA,NA,NA,NA,183647.7214,176225.6931,322452.2794,199525.1891,227666.8665,204229.8921,17.6808702334611,17.7374574556058,-0.0565872221446391,0.871852961729667,0.70135226833899,"stable",0.168829666775393
"Cholesterol","Com_8487_pos","Cholesterol","C27 H46 O",386.35537,11.347,387.36265,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholesterols and derivatives",308920.5638,678560.2667,980245.408299999,901043.252100001,273150.0244,384106.967,18.7972398224956,19.1705924222438,-0.373352599748163,0.734566308746994,0.664275266007088,"stable",0.438088298980031
"4-methoxy-6-[2-(4-methoxyphenyl)ethyl]-2H-pyran-2-one","Com_8498_pos","4-methoxy-6-[2-(4-methoxyphenyl)ethyl]-2H-pyran-2-one","C15 H16 O4",298.06408,4.605,299.07136,"Invalid mass","No results","No results",NA,NA,NA,NA,2598773.088,3281397.465,564316.1832,1916201.853,1243815.084,3689375.103,20.9770345819886,20.6871407866413,0.289893795347286,0.837004002280396,0.692738546267644,"stable",0.268659694447002
"Lysopc 16:2 (2N Isomer)","Com_8549_pos","Lysopc 16:2 (2N Isomer)","C24 H46 N O7 P",491.30221,8.44,492.3095,"No results","No results","Full match",NA,NA,NA,NA,992997.122000001,1104687.281,1032665.566,2064026.896,2739093.783,3882567.168,21.4169590081891,19.991526093037,1.42543291515213,0.0301971345881249,0.23780280434681,"up",1.61235520788794
"PC O-38:6","Com_8550_pos","PC O-38:6","C46 H82 N O7 P",791.58891,10.957,792.59619,"No results","Invalid mass","No results",NA,NA,NA,NA,2000323.96,2177318.401,640056.8021,3778405.741,4476147.337,272483.0111,20.6663263511671,20.4245878737583,0.241738477408827,0.774275906309911,0.675913148660678,"stable",0.145464189224306
"PE 20:3_20:4","Com_8632_pos","PE 20:3_20:4","C45 H76 N O8 P",789.52532,11.304,790.53259,"No results","Invalid mass","No results",NA,NA,NA,NA,79890.74234,424849.211700001,84120.35782,148913.2978,100884.7246,99507.7791100001,16.8029943264865,17.1141664810422,-0.311172154555692,0.762923893473686,0.672669343919774,"stable",0.323254162812288
"Stearoyl Ethanolamide","Com_8726_pos","Stearoyl Ethanolamide","C20 H41 N O2",327.3139,10.453,328.32101,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","N-acylethanolamines",551461.5971,482284.9726,856013.150199999,618233.272400001,587169.1912,497347.814800001,19.1083680443538,19.2199002211888,-0.111532176834974,0.772566937337779,0.675428932665825,"stable",0.351663679696514
"Prostaglandin B2","Com_8735_pos","Prostaglandin B2","C20 H30 O4",334.21443,6.827,335.2218,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3305902.005,2123161.225,4180590.124,4226584.451,2828079.556,3822906.028,21.7695634755454,21.5565567337581,0.213006741787336,0.340925160969121,0.498256291036856,"stable",0.521255557815972
"LPC 38:6","Com_8767_pos","LPC 38:6","C46 H82 N O7 P",813.56183,10.857,814.56911,"No results","Invalid mass","No results",NA,NA,NA,NA,1480989.888,1035980.82,704868.4119,371627.4957,379350.9631,359172.1445,18.4969957790253,19.9692302167654,-1.47223443774011,0.0379402273236111,0.255571724885149,"down",1.58701250435994
"PC 19:2_18:3","Com_8790_pos","PC 19:2_18:3","C45 H80 N O8 P",1587.11692,10.519,794.56573,"No results","Invalid mass","No results",NA,NA,NA,NA,9719463.617,11037159.31,10737615.86,8225143.64399999,7582666.38900001,10611418.4,23.0549991460835,23.3214937336329,-0.266494587549374,0.221576973497234,0.421648219940514,"stable",1.11720376427836
"Deoxyguanosine","Com_8844_pos","Deoxyguanosine","C10 H13 N5 O4",267.09706,0.513,268.1043,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine deoxyribonucleotides","Purine 2'-deoxyribonucleoside monophosphates",4496567.547,4359567.828,4574566.21,4638102.461,5837253.23,4973867.108,22.2892993391083,22.093783306042,0.195516033066351,0.23095980956537,0.428587632822213,"stable",1.20215448918643
"PC O-37:7","Com_8859_pos","PC O-37:7","C45 H78 N O7 P",775.54527,10.411,776.55255,"No results","Invalid mass","No results",NA,NA,NA,NA,615284.8106,1133855.184,742016.0686,1225257.853,660180.1344,1693839.644,20.0830066781048,19.6149302386381,0.468076439466753,0.533041189343368,0.589457573729758,"stable",0.759193491375736
"LPC 40:7","Com_8925_pos","LPC 40:7","C48 H84 N O7 P",839.58012,11.271,840.5874,"No results","Invalid mass","No results",NA,NA,NA,NA,672968.666700001,1379542.382,1990674.498,1410743.456,1827148.428,2919055.532,20.9020856193242,20.2269213559121,0.675164263412096,0.078259493664082,0.311195891836827,"stable",0.897741990554444
"PE 20:3_20:3","Com_8944_pos","PE 20:3_20:3","C45 H78 N O8 P",791.55071,9.883,792.55798,"No results","Invalid mass","No results",NA,NA,NA,NA,2650775.754,2326416.916,2018788.251,1205973.432,2792080.572,1803781.982,20.7990897938889,21.1442398655822,-0.3451500716933,0.492329961837567,0.570103616743932,"stable",0.731724135286755
"PC O-40:10","Com_8979_pos","PC O-40:10","C48 H78 N O7 P",811.53595,11.608,812.54323,"No results","Invalid mass","No results",NA,NA,NA,NA,1067181.604,1573010.033,2140916.173,861208.6283,481873.3813,436062.9939,19.1094916227793,20.5467558639483,-1.43726424116893,0.134803462163059,0.353074896026577,"stable",1.48494840525656
"D-Gluconic acid","Com_9129_pos","D-Gluconic acid","C6 H12 O7",196.05806,1.141,219.04697,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Gluconolactones",614624.511599999,555524.3024,539308.4511,549913.9559,567472.7919,539950.8239,19.0751688552159,19.1178624648757,-0.0426936096597217,0.547495850843163,0.595916653686538,"stable",0.570395471492123
"PI 38:3","Com_9137_pos","PI 38:3","C47 H85 O13 P",910.55518,11.282,911.56245,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",347904.1072,351010.4456,368089.2716,388243.38,464511.5965,431421.5296,18.7035651788987,18.439726933096,0.263838245802635,0.068912871335539,0.300288267723822,"stable",1.476388678497
"Lysopc 20:4","Com_9388_pos","Lysopc 20:4","C28 H50 N O7 P",543.33324,8.932,544.34048,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",552575.6114,814106.5981,1541595.727,553156.980499999,252390.6917,248165.9872,18.3145248288438,19.7555545320247,-1.44102970318096,0.202624391647502,0.406494585740282,"stable",1.34515033356773
"U-44069","Com_9411_pos","U-44069","C21 H34 O4",332.23495,9.17,315.23181,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",598045.705899999,630534.984899999,5259992.717,1819303.512,1349131.773,1030866.208,20.3779934413027,20.2609141624426,0.117079278860082,0.933534238279783,0.715470292766309,"stable",0.0949734472632885
"PE 18:0_20:5","Com_9412_pos","PE 18:0_20:5","C43 H76 N O8 P",765.52983,8.244,766.53711,"No results","Full match","No results",NA,NA,NA,NA,7669349.088,8132705.697,4205350.61,5628077.801,6159823.911,11969834.78,22.8305228078248,22.6099237800806,0.220599027744239,0.764724967702318,0.673188322695413,"stable",0.402748945583091
"TKK","Com_9415_pos","TKK","C16 H33 N5 O5",375.25306,11.519,376.26034,"Invalid mass","No results","No results",NA,NA,NA,NA,267126.6163,262192.9204,601599.1239,234475.6358,265018.7894,187942.8621,17.7915827388659,18.4086254509097,-0.617042712043762,0.367261098540023,0.511240069783417,"stable",1.01827486417451
"1-Methylguanine","Com_9490_pos","1-Methylguanine","C6 H7 N5 O",165.06513,2.148,166.07241,"No results","No results","Full match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-oxopurines",1722334.567,1787290.635,1722844.545,808919.0087,441779.2668,598395.111899999,19.1897802632482,20.7338793027371,-1.54409903948882,0.0287243312518736,0.234640768038512,"down",1.63677223119266
"2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid","Com_9509_pos","2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid","C22 H30 O3",360.22814,8.329,361.23523,"Invalid mass","No results","No results",NA,NA,NA,NA,1962929.385,1066442.938,1983204.353,1097065.737,1337471.279,1551136.731,20.3270631529646,20.6161180328708,-0.289054879906189,0.482766073010967,0.56528932557092,"stable",0.691910878439358
"PC 36:1","Com_9573_pos","PC 36:1","C44 H86 N O8 P",809.58721,10.791,810.59448,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",2640395.747,2482027.081,3379983.159,1530862.954,925514.856299999,807756.457099999,19.9964570601214,21.4213316007041,-1.4248745405827,0.0610256682514503,0.291310859926719,"stable",1.57765340875111
"PC O-38:4","Com_9609_pos","PC O-38:4","C46 H86 N O7 P",795.61034,11.605,796.61761,"No results","Full match","No results",NA,NA,NA,NA,410634.613,807587.9429,874090.858000001,1054809.291,507846.5649,530899.05,19.3268873150226,19.3360597613345,-0.00917244631192915,0.990535640426014,0.727380092535995,"stable",0.0162527623473252
"EMK","Com_9611_pos","EMK","C16 H30 N4 O6 S",406.18282,5.373,407.1901,"Invalid mass","No results","No results",NA,NA,NA,NA,1488306.882,1073337.869,1362879.681,868924.4498,895064.500799999,469571.216,19.4471625983057,20.3057134095618,-0.858550811256045,0.146347720557667,0.360419334109295,"stable",1.35847035193706
"Phenylpropiolic acid","Com_9648_pos","Phenylpropiolic acid","C9 H6 O2",146.03639,6.641,293.07867,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Not available","Benzene and substituted derivatives",4419234.753,4206211.469,2344664.994,4799074.806,4410783.789,4914491.866,22.1651797697395,21.7468018223782,0.418377947361286,0.326813199532046,0.490751275512868,"stable",0.990686998556343
"2-hydroxy-3,6-diphenylcyclohexyl acetate","Com_9675_pos","2-hydroxy-3,6-diphenylcyclohexyl acetate","C20 H22 O3",294.18434,5.8,333.14783,"Invalid mass","No results","No results",NA,NA,NA,NA,2201482.664,2287380.289,36067768.18,6945719.525,4760979.493,1628837.601,21.8486436826966,22.4331718939279,-0.584528211231245,0.792629943621379,0.681023901767611,"stable",0.334649853274484
"PC O-40:11","Com_9677_pos","PC O-40:11","C48 H76 N O7 P",809.52532,11.554,810.53259,"No results","Invalid mass","No results",NA,NA,NA,NA,214315.9689,169387.7599,181858.6029,204600.1886,244718.1821,249529.802,17.8240207746346,17.5172691922725,0.306751582362121,0.244460361471771,0.437988518105265,"stable",1.28983862722782
"PC 38:4","Com_9764_pos","PC 38:4","C46 H84 N O8 P",831.57361,9.951,832.58089,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",2597721.299,2561528.016,3406072.685,3471431.169,1193834.841,1183152.696,20.6961586050986,21.4323554194006,-0.73619681430193,0.338441159329915,0.496964487630404,"stable",0.979166824884248
"PC 16:1_21:2","Com_9827_pos","PC 16:1_21:2","C45 H84 N O8 P",797.59089,11.756,798.59816,"No results","Full match","No results",NA,NA,NA,NA,91758.49157,84719.04576,432112.2027,94296.0293200001,125554.421,111855.3064,16.7447122931116,17.1923330735502,-0.447620780438605,0.618280623193849,0.624822229689347,"stable",0.478125371301234
"PC O-38:7","Com_9839_pos","PC O-38:7","C46 H80 N O7 P",789.55998,11.093,790.56726,"No results","Invalid mass","No results",NA,NA,NA,NA,270916.3635,279207.7258,234515.9648,292919.6823,1210952.202,1600407.392,19.6592879558663,17.9925979864984,1.66668996936788,0.172493052607506,0.37953077556697,"stable",1.27054099024377
"PC 38:6","Com_9844_pos","PC 38:6","C46 H80 N O8 P",827.54154,10.622,828.54882,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",2922824.471,2740209.002,2041732.234,338051.821,3720354.236,3509256.092,20.6455424202143,21.2753828361806,-0.629840415966328,0.663175611395034,0.641105280087456,"stable",0.454598083578718
"N2-tetrahydrofuran-2-ylmethyl-4-(4-fluorophenyl)-1,3-thiazol-2-amine","Com_9900_pos","N2-tetrahydrofuran-2-ylmethyl-4-(4-fluorophenyl)-1,3-thiazol-2-amine","C14 H15 F N2 O S",278.09245,6.443,279.09973,"Invalid mass","No results","No results",NA,NA,NA,NA,1136433.631,830927.931400001,737365.3053,1078440.626,1027247.833,963378.936800001,19.9628706773553,19.7574886131345,0.205382064220796,0.28584895962456,0.466427929912094,"stable",0.812365825755844
"Coenzyme Q2","Com_9908_pos","Coenzyme Q2","C19 H26 O4",318.1816,6.664,319.18887,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Quinone and hydroquinone lipids","Ubiquinones",550023.6227,403694.3133,504943.0415,519056.7672,599660.355,456156.3667,18.9928292672081,18.879266309172,0.113562958036052,0.669585111332439,0.643315367005859,"stable",0.530987255051243
"PC 17:0_18:3","Com_9914_pos","PC 17:0_18:3","C43 H80 N O8 P",769.55691,10.95,770.56418,"No results","Invalid mass","No results",NA,NA,NA,NA,4983057.413,2128905.79,1782427.45,1702569.555,619189.911999999,1579635.672,20.1768217235433,21.3452307894019,-1.16840906585855,0.145197791607101,0.359727326025628,"stable",1.14565705197261
"LysoPC 20:2","Com_9921_pos","LysoPC 20:2","C28 H54 N O7 P",547.36512,9.987,548.3724,"No results","No results","Full match",NA,NA,NA,NA,266557.2119,385295.6465,672091.206799999,793160.754000001,384502.7414,499461.6322,19.0266341528255,18.6459965175495,0.380637635275953,0.595637455122284,0.616036083203132,"stable",0.61952646538368
"Pilocarpine","Com_9960_pos","Pilocarpine","C11 H16 N2 O2",208.12298,6.943,209.13026,"Invalid mass","No results","No results","Alkaloids and derivatives","Not available","Not available","Alkaloids and derivatives",1364865.338,1116699.356,1178161.673,1410750.28,1707705.508,2169891.18,20.7269500808108,20.213080893077,0.51386918773381,0.171513845388032,0.378649036451355,"stable",1.36035057755335
"PC O-31:0","Com_9964_pos","PC O-31:0","C39 H80 N O7 P",705.56626,11.273,706.57354,"No results","Full match","No results",NA,NA,NA,NA,193432.7956,190889.0058,198332.9416,203629.3142,247893.994,230405.5256,17.7895884407292,17.5671373908561,0.222451049873101,0.126080617294667,0.347297757028373,"stable",1.3720002245176
"LPC 15:1-SN1","Com_10059_pos","LPC 15:1-SN1","C23 H46 N O7 P",479.30231,9.99,480.30951,"No results","Full match","Full match",NA,NA,NA,NA,210423.1967,213421.2485,209996.6268,336355.2758,239761.8475,251695.4028,18.0573960941374,17.6887617169385,0.368634377198841,0.142468322374271,0.358051137002141,"stable",1.32634781330717
"12(S)-HETE","Com_10070_pos","12(S)-HETE","C20 H32 O3",320.23496,6.804,343.22409,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosatetraenoic acids",944552.3351,423906.6298,470571.7111,666248.6845,443873.7962,423409.8782,18.9323955577309,19.1289044273482,-0.196508869617297,0.358153972026801,0.506892108053367,"stable",0.394066254708333
"PC O-34:3","Com_10315_pos","PC O-34:3","C42 H80 N O7 P",741.56777,11.571,742.57505,"No results","Full match","No results",NA,NA,NA,NA,903624.079899999,780090.2443,968350.9583,509387.233599999,584670.6679,757956.7468,19.2158079879743,19.7479383957422,-0.532130407767987,0.0698359269609087,0.30123765197592,"stable",1.39749051836982
"15-OxoEDE","Com_10468_pos","15-OxoEDE","C20 H34 O3",304.24021,8.354,305.24748,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",614075.418300001,468996.2899,718215.476899999,330409.4114,472605.0803,493850.9922,18.6992957169089,19.1737768426668,-0.474481125757848,0.21341638932089,0.415318849704996,"stable",1.1685563444815
"LSD-d3","Com_10493_pos","LSD-d3","C20 H22 [2]H3 N3 O",326.22293,9.395,327.23021,"Invalid mass","No results","No results",NA,NA,NA,NA,371719.6196,121625.9955,569049.3845,611899.0376,496197.1637,919431.605600001,19.31795693399,18.1713805781367,1.14657635585323,0.121550584436347,0.344857715096987,"stable",1.07880625754208
"PC O-38:9","Com_10522_pos","PC O-38:9","C46 H76 N O7 P",785.52587,11.639,786.53314,"No results","Invalid mass","No results",NA,NA,NA,NA,203924.72,97149.1664300001,149984.1088,106709.88,139223.5036,247559.2651,17.2359306372803,17.1333470894295,0.102583547850848,0.862307859161389,0.699041372578764,"stable",0.185270016064571
"PC O-39:8","Com_10540_pos","PC O-39:8","C47 H80 N O7 P",801.55925,10.146,802.56652,"No results","Invalid mass","No results",NA,NA,NA,NA,286431.5221,118174.0102,415007.0068,633417.6079,85970.6026999999,94858.16302,17.3992791854571,17.8803867234529,-0.48110753799579,0.661368478582631,0.640477196680371,"stable",0.374127781765004
"PC O-34:7","Com_10573_pos","PC O-34:7","C42 H72 N O7 P",733.50109,10.936,734.50836,"No results","Full match","No results",NA,NA,NA,NA,1228601.534,425140.9418,234108.6414,1093292.745,1553907.946,1886653.329,20.491705285691,18.920995331891,1.57070995379999,0.233219154394676,0.430207424482119,"stable",1.25625582189689
"LPC 30:1","Com_10604_pos","LPC 30:1","C38 H76 N O7 P",711.51573,9.517,712.52301,"No results","Invalid mass","No results",NA,NA,NA,NA,1632238.779,2549365.263,1958229.238,1036310.331,1690244.169,3157186.603,20.75401100145,20.9404151952346,-0.186404193784611,0.711906050573205,0.657251707076789,"stable",0.314851782719677
"PC O-29:1","Com_10629_pos","PC O-29:1","C37 H74 N O7 P",675.52025,10.668,676.52752,"No results","Full match","No results",NA,NA,NA,NA,961072.260799999,458942.3173,668796.2134,1061592.004,3278809.96,2494864.395,20.971022934917,19.3444819495621,1.62654098535489,0.175501246149323,0.382202842367573,"stable",1.40315247583092
"4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoic acid","Com_10714_pos","4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoic acid","C12 H14 O3",206.09257,6.407,224.12656,"Invalid mass","No results","No results",NA,NA,NA,NA,1003523.006,482671.4034,882331.965599999,829424.8257,879685.569500001,1168822.075,19.855001341593,19.5227620388952,0.332239302697808,0.421642651498087,0.534494678749218,"stable",0.722268971599761
"PC 19:2_20:5","Com_10762_pos","PC 19:2_20:5","C47 H80 N O8 P",817.55998,10.773,818.56726,"No results","Full match","No results",NA,NA,NA,NA,1490727.287,1339414.193,925276.428599999,1559408.023,2216531.286,1518562.909,20.7289048573386,20.2267601893989,0.50214466793976,0.148452979833006,0.361665139083162,"stable",1.16644789469773
"PC 19:0_19:1","Com_10764_pos","PC 19:0_19:1","C46 H90 N O8 P",815.63719,10.552,816.64447,"No results","Full match","No results",NA,NA,NA,NA,2835225.821,2114773.304,3077470.681,1858771.202,2182530.413,2341446.686,21.0141522842228,21.3334724960641,-0.319320211841291,0.239281309808522,0.434459895860135,"stable",1.10248921708836
"3-Hydroxy-3-methylbutanoic acid","Com_10815_pos","3-Hydroxy-3-methylbutanoic acid","C5 H10 O3",118.06315,6.708,119.07046,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",147253.4513,139355.1289,143054.992,131810.223,268434.4128,140627.184,17.3812762758838,17.1275196049578,0.25375667092603,0.541944198839948,0.59346007813766,"stable",0.620661459568396
