"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_6w_1","MOLM13_6w_2","MOLM13_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"pentane-1,2,3,4,5-pentol","Com_7770_pos","pentane-1,2,3,4,5-pentol","C5 H12 O5",152.06726,1.141,191.03041,"Invalid mass","No results","No results",NA,NA,NA,NA,5220260.838,6101512.893,6240176.067,5474272.89899999,8439119.424,2451029.946,22.205951214909,22.4765271156749,-0.270575900765881,0.67198239972124,0.457854273857701,"stable",0.40414197051572
"S-Adenosyl-L-methionine","Com_7807_pos","S-Adenosyl-L-methionine","C15 H22 N6 O5 S",398.13775,1.867,399.14502,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",2044754.546,2179740.613,2799226.007,3021049.607,1113892.907,3464167.819,21.1126249794309,21.1452726062276,-0.0326476267966669,0.951326965533722,0.542545560354354,"stable",0.049813334696164
"bicyclo[2.2.2]oct-2-en-1-yl 4-methylbenzene-1-sulfonate","Com_7818_pos","bicyclo[2.2.2]oct-2-en-1-yl 4-methylbenzene-1-sulfonate","C15 H18 O3 S",256.11029,6.203,279.09964,"Invalid mass","No results","No results",NA,NA,NA,NA,2735922.287,6254479.58,2670520.773,2838384.677,3142666.752,2629979.521,21.4489388990195,21.7695813040672,-0.320642405047696,0.44159404192491,0.392995350191702,"stable",0.5933465198739
"LPC 20:4-SN1","Com_7948_pos","LPC 20:4-SN1","C28 H50 N O7 P",543.33068,9.774,544.33795,"No results","Full match","Full match",NA,NA,NA,NA,6046598.01200001,3501340.738,1950259.747,1491844.698,4206217.705,4579046.434,21.5464579278514,21.7208010424104,-0.174343114559001,0.873103313611005,0.521185020583724,"stable",0.200960803486476
"PC 40:5","Com_8198_pos","PC 40:5","C48 H86 N O8 P",857.59106,10.934,858.59834,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1281101.605,399227.9113,455480.7416,376457.4263,250210.9163,3456822.617,19.3919758486648,19.2309456877185,0.161030160946286,0.919903427375262,0.534197935975305,"stable",0.101457936675861
"PI 34:1","Com_8207_pos","PI 34:1","C43 H81 O13 P",858.52469,9.841,859.53197,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",1480604.884,1942622.624,2542210.895,5907712.274,8501348.83600001,10274781.58,22.9353442838291,20.888327262223,2.04701702160609,0.000414317581967937,0.127827270670323,"up",1.55412990749375
"LPC 17:0-SN1","Com_8294_pos","LPC 17:0-SN1","C25 H52 N O7 P",509.34876,9.93,510.356,"No results","Full match","Full match",NA,NA,NA,NA,2920986.419,2301214.321,1485221.047,670315.942100001,824546.4163,3425734.185,20.2385682285562,21.0380781256059,-0.799509897049681,0.515100243808318,0.413668285334111,"stable",0.733974123876702
"Hydrocortisone acetate","Com_8317_pos","Hydrocortisone acetate","C23 H32 O6",404.22129,9.917,427.21056,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Gluco/mineralocorticoids, progestogins and derivatives",382659.6411,371472.1166,355591.4388,302995.8836,342955.3823,3830568.716,19.4885757370522,18.4961525619474,0.992423175104761,0.50142610643839,0.410133748945555,"stable",0.626743654320667
"PC 16:1_17:2","Com_8330_pos","PC 16:1_17:2","C41 H76 N O8 P",741.52955,11.805,742.53682,"No results","Full match","No results",NA,NA,NA,NA,4436275.766,5893069.255,2767364.236,2370287.644,1968926.11,3418302.918,21.2634856915142,21.990528839626,-0.727043148111765,0.318274787138839,0.346041183983669,"stable",1.10458868123509
"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole","Com_8333_pos","4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole","C11 H12 O3",192.07671,5.834,210.11063,"Invalid mass","No results","No results",NA,NA,NA,NA,2185949.957,2077058.311,1161612.714,1808279.694,2635713.109,2202509.02,21.0622216076694,20.7312123164884,0.331009291181026,0.439139230131122,0.392227508476839,"stable",0.727487986449758
"PC O-33:6","Com_8372_pos","PC O-33:6","C41 H72 N O7 P",721.4985,8.792,722.50578,"No results","Invalid mass","No results",NA,NA,NA,NA,491139.8265,996444.8204,558427.037000001,233139.9704,412383.534,1658347.949,19.0485931179007,19.3077379826089,-0.259144864708141,0.803943868016118,0.500566600975792,"stable",0.233034422294761
"(2E,4E)-N-[2-(4-hydroxyphenyl)ethyl]dodeca-2,4-dienamide","Com_8382_pos","(2E,4E)-N-[2-(4-hydroxyphenyl)ethyl]dodeca-2,4-dienamide","C20 H29 N O2",315.21801,7.284,316.22529,"Invalid mass","No results","No results",NA,NA,NA,NA,3021175.168,2724995.168,2203357.589,1851306.342,2525294.991,2881894.641,21.1822396230243,21.3252576222477,-0.143017999223424,0.695385442808664,0.464380283218091,"stable",0.480451370103016
"Monolaurin","Com_8404_pos","Monolaurin","C15 H30 O4",274.21491,7.916,297.20415,"Full match","No results","No results",NA,NA,NA,NA,1909426.153,1561125.909,1737359.124,1646144.042,2026387.435,1948099.481,20.8315912256324,20.7224425772865,0.10914864834594,0.592013952985966,0.43497174681347,"stable",0.654671792496385
"PC 20:3_22:6","Com_8430_pos","PC 20:3_22:6","C50 H82 N O8 P",855.57669,10.696,856.58397,"No results","Full match","No results",NA,NA,NA,NA,537251.034199999,2123603.542,2753592.237,1017473.791,1260900.446,1335485.287,20.1905052650916,20.4820677853316,-0.291562520240038,0.680881322192445,0.460366722008792,"stable",0.314698365333761
"23-Norcholic acid","Com_8475_pos","23-Norcholic acid","C23 H38 O5",394.27028,9.831,395.27756,"No results","No results","Full match",NA,NA,NA,NA,262337.4716,254176.9928,223107.2305,195323.3692,228806.5779,218879.3875,17.7063502062374,17.9079720115021,-0.201621805264754,0.228472197905481,0.296496540546802,"stable",1.16527407540217
"Cholesterol","Com_8487_pos","Cholesterol","C27 H46 O",386.35537,11.347,387.36265,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholesterols and derivatives",1060567.732,1182655.28,769968.735899999,597383.8421,842687.9671,1498387.857,19.7959724575297,19.9148146196486,-0.118842162118913,0.848559654865059,0.514065623504945,"stable",0.223560811511824
"4-methoxy-6-[2-(4-methoxyphenyl)ethyl]-2H-pyran-2-one","Com_8498_pos","4-methoxy-6-[2-(4-methoxyphenyl)ethyl]-2H-pyran-2-one","C15 H16 O4",298.06408,4.605,299.07136,"Invalid mass","No results","No results",NA,NA,NA,NA,1709148.802,1025453.147,1597486.355,6033262.12400001,4438684.911,10591562.98,22.6475399558421,20.4266829664494,2.22085698939266,0.014242327648895,0.186224393143514,"up",1.51866234981074
"Lysopc 16:2 (2N Isomer)","Com_8549_pos","Lysopc 16:2 (2N Isomer)","C24 H46 N O7 P",491.30221,8.44,492.3095,"No results","No results","Full match",NA,NA,NA,NA,301630.0134,288451.1383,274605.2498,223936.3916,268907.6493,394649.7058,18.1332312963851,18.1357958587718,-0.00256456238671987,0.993511292354952,0.553292402476842,"stable",0.00856813978976411
"PC O-38:6","Com_8550_pos","PC O-38:6","C46 H82 N O7 P",791.58891,10.957,792.59619,"No results","Invalid mass","No results",NA,NA,NA,NA,292860.3383,308430.0959,355226.762,275586.8085,1750442.804,2478283.814,20.0174485941781,18.277606023216,1.73984257096216,0.198476199897306,0.279284585040202,"stable",1.07821478519145
"PE 20:3_20:4","Com_8632_pos","PE 20:3_20:4","C45 H76 N O8 P",789.52532,11.304,790.53259,"No results","Invalid mass","No results",NA,NA,NA,NA,121042.4332,114259.6596,109229.9178,85724.6611999999,107489.5659,89769.9354199999,16.518401503705,16.8080395051026,-0.289638001397595,0.134058869691255,0.237428832356878,"stable",1.30527358630526
"Stearoyl Ethanolamide","Com_8726_pos","Stearoyl Ethanolamide","C20 H41 N O2",327.3139,10.453,328.32101,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","N-acylethanolamines",883208.4462,1112535.708,603817.212000001,501900.4799,861450.378299999,964342.423300001,19.5108786537707,19.6805223368487,-0.169643683077958,0.737940736004252,0.479162194653174,"stable",0.348176109998249
"Prostaglandin B2","Com_8735_pos","Prostaglandin B2","C20 H30 O4",334.21443,6.827,335.2218,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3017196.74,2480869.303,2267892.789,2139703.92,3302447.84,1960087.965,21.1955236876441,21.2933708847583,-0.0978471971141843,0.750232307764045,0.483286193614094,"stable",0.298720447370066
"LPC 38:6","Com_8767_pos","LPC 38:6","C46 H82 N O7 P",813.56183,10.857,814.56911,"No results","Invalid mass","No results",NA,NA,NA,NA,3486289.547,1621093.256,2568781.221,1580056.75,579486.596799999,510372.9184,19.5657176550616,21.2181497375589,-1.6524320824973,0.0428699999615948,0.188499491639362,"down",1.31372844908366
"PC 19:2_18:3","Com_8790_pos","PC 19:2_18:3","C45 H80 N O8 P",1587.11692,10.519,794.56573,"No results","Invalid mass","No results",NA,NA,NA,NA,12139256.21,11896986.44,11602296.48,7560043.28499999,7699255.577,6333170.40699999,22.7735823543144,23.5017255301637,-0.728143175849322,0.0102725116680491,0.185244495636794,"down",1.58104775281026
"Deoxyguanosine","Com_8844_pos","Deoxyguanosine","C10 H13 N5 O4",267.09706,0.513,268.1043,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine deoxyribonucleotides","Purine 2'-deoxyribonucleoside monophosphates",3156572.463,3740326.218,3267791.068,2704602.047,3969882.831,3261879.048,21.6416405851613,21.6881814752717,-0.0465408901104034,0.662636627213781,0.455173599775591,"stable",0.21321382781818
"PC O-37:7","Com_8859_pos","PC O-37:7","C45 H78 N O7 P",775.54527,10.411,776.55255,"No results","Invalid mass","No results",NA,NA,NA,NA,1854024.356,2023324.897,2202577.922,3234264.914,326175.1329,943946.929,19.929546639437,20.9470956546948,-1.01754901525789,0.414837255415513,0.384314531304157,"stable",0.76418349069595
"LPC 40:7","Com_8925_pos","LPC 40:7","C48 H84 N O7 P",839.58012,11.271,840.5874,"No results","Invalid mass","No results",NA,NA,NA,NA,3179270.797,2801167.267,2384699.372,2083685.172,3310188.803,3068302.077,21.3993990177232,21.4010790501093,-0.00168003238617587,0.996117771955167,0.553939887338575,"stable",0.0057285241881783
"PE 20:3_20:3","Com_8944_pos","PE 20:3_20:3","C45 H78 N O8 P",791.55071,9.883,792.55798,"No results","Invalid mass","No results",NA,NA,NA,NA,1205719.971,1121314.673,2760702.813,1460052.763,1058936.401,974063.132400001,20.1284764483018,20.5649424585317,-0.436466010229868,0.50600196758168,0.411330996938329,"stable",0.707264091553013
"PC O-40:10","Com_8979_pos","PC O-40:10","C48 H78 N O7 P",811.53595,11.608,812.54323,"No results","Invalid mass","No results",NA,NA,NA,NA,543921.6084,494771.3802,431366.735,347910.8923,497451.6732,367709.8156,18.6069211117086,18.8959990472917,-0.289077935583165,0.268671804587603,0.320708824471387,"stable",0.99578479925809
"D-Gluconic acid","Com_9129_pos","D-Gluconic acid","C6 H12 O7",196.05806,1.141,219.04697,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Gluconolactones",1095938.486,1193817.84,894321.587699999,1238567.402,1410247.032,685659.5269,20.0182967534287,20.0071069519625,0.0111898014662337,0.960091492583503,0.54482074867577,"stable",0.0265780115035484
"PI 38:3","Com_9137_pos","PI 38:3","C47 H85 O13 P",910.55518,11.282,911.56245,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",555226.5603,498405.1873,2611680.294,3810608.251,5998348.633,4660440.907,22.176586277765,19.7754078290817,2.40117844868333,0.0989034365308938,0.216412539865314,"stable",1.35964366959169
"Lysopc 20:4","Com_9388_pos","Lysopc 20:4","C28 H50 N O7 P",543.33324,8.932,544.34048,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1237187.691,1134005.284,578550.418,237569.7155,613336.4262,784109.419700001,18.8883353295715,19.8312373499199,-0.942902020348381,0.366500870370137,0.366684455019129,"stable",0.977722523714369
"U-44069","Com_9411_pos","U-44069","C21 H34 O4",332.23495,9.17,315.23181,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",4982520.286,3527133.017,1784520.691,503211.7034,2298214.748,2394232.195,20.4213399245228,21.5885380001419,-1.16719807561909,0.403905292145249,0.380559584234984,"stable",0.916410567580354
"PE 18:0_20:5","Com_9412_pos","PE 18:0_20:5","C43 H76 N O8 P",765.52983,8.244,766.53711,"No results","Full match","No results",NA,NA,NA,NA,7303043.07299999,7590597.11,9708370.30000001,4745308.075,3665766.744,3843717.385,21.9526082378319,22.9555486545716,-1.00294041673964,0.0402995763672184,0.188141902719139,"down",1.54219324635778
"TKK","Com_9415_pos","TKK","C16 H33 N5 O5",375.25306,11.519,376.26034,"Invalid mass","No results","No results",NA,NA,NA,NA,913473.469799999,603907.2655,475640.407899999,338004.2284,491339.3727,646434.228499999,18.8583953866956,19.2881608554066,-0.429765468711061,0.513570537007133,0.413279270939407,"stable",0.792817080125222
"1-Methylguanine","Com_9490_pos","1-Methylguanine","C6 H7 N5 O",165.06513,2.148,166.07241,"No results","No results","Full match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-oxopurines",1632916.935,1921988.739,1966886.856,2071794.868,790924.426999999,2123930.365,20.5313116992486,20.8068903217718,-0.275578622523135,0.641344314752567,0.448899660735297,"stable",0.452753522896273
"2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid","Com_9509_pos","2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid","C22 H30 O3",360.22814,8.329,361.23523,"Invalid mass","No results","No results",NA,NA,NA,NA,1854323.709,1736732.738,1193889.473,1008019.433,1303032.73,1994919.997,20.3948111243526,20.5792146216554,-0.184403497302789,0.738663195245281,0.479406410154654,"stable",0.416757178992998
"PC 36:1","Com_9573_pos","PC 36:1","C44 H86 N O8 P",809.58721,10.791,810.59448,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1341440.186,763537.1971,1720022.861,1112873.621,3808505.933,1839229.386,20.9191073470279,20.2038955075096,0.715211839518332,0.46971396228809,0.401410998397815,"stable",0.813723657337229
"PC O-38:4","Com_9609_pos","PC O-38:4","C46 H86 N O7 P",795.61034,11.605,796.61761,"No results","Full match","No results",NA,NA,NA,NA,1874755.466,2676887.948,2044140.467,1396690.857,1863419.453,3757012.881,21.0280856533966,21.0511530751078,-0.0230674217111861,0.963894243714637,0.545800882118601,"stable",0.0416622101225493
"EMK","Com_9611_pos","EMK","C16 H30 N4 O6 S",406.18282,5.373,407.1901,"Invalid mass","No results","No results",NA,NA,NA,NA,603132.254,990710.900500001,557745.277700001,1133504.781,549036.4937,1350063.585,19.8478324974304,19.4031554438677,0.444677053562614,0.568106245515589,0.428197389256159,"stable",0.691714568882561
"Phenylpropiolic acid","Com_9648_pos","Phenylpropiolic acid","C9 H6 O2",146.03639,6.641,293.07867,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Not available","Benzene and substituted derivatives",1601682.232,1526801.487,1536464.425,1819808.053,1655182.914,1520410.903,20.6633146432896,20.5681401729282,0.0951744703614601,0.245421438434637,0.307045320675106,"stable",0.849464351438806
"2-hydroxy-3,6-diphenylcyclohexyl acetate","Com_9675_pos","2-hydroxy-3,6-diphenylcyclohexyl acetate","C20 H22 O3",294.18434,5.8,333.14783,"Invalid mass","No results","No results",NA,NA,NA,NA,12587650.1,7730598.081,12170371.66,7201047.282,14483328.91,681048.540200001,21.9816877700412,23.3348413794677,-1.3531536094265,0.459038155111235,0.398295933581762,"stable",0.729101541538275
"PC O-40:11","Com_9677_pos","PC O-40:11","C48 H76 N O7 P",809.52532,11.554,810.53259,"No results","Invalid mass","No results",NA,NA,NA,NA,283824.9303,256294.8324,252664.2816,1366126.185,208930.6521,200335.9718,18.5554619737582,18.0096496198584,0.545812353899791,0.590833318818471,0.434645233404543,"stable",0.466137682651876
"PC 38:4","Com_9764_pos","PC 38:4","C46 H84 N O8 P",831.57361,9.951,832.58089,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",4051282.369,4226151.89,9624500.284,3110303.546,419730.7898,2296097.089,20.459493647509,22.3863802019778,-1.92688655446882,0.152857344240932,0.24908874175062,"stable",1.13916469164686
"PC 16:1_21:2","Com_9827_pos","PC 16:1_21:2","C45 H84 N O8 P",797.59089,11.756,798.59816,"No results","Full match","No results",NA,NA,NA,NA,130434.9391,201392.9074,115712.2923,101726.0333,121283.8122,104309.6931,16.7309568642142,17.1442689339751,-0.413312069760899,0.135865310588205,0.238420922352355,"stable",1.02549953308688
"PC O-38:7","Com_9839_pos","PC O-38:7","C46 H80 N O7 P",789.55998,11.093,790.56726,"No results","Invalid mass","No results",NA,NA,NA,NA,796994.1875,750270.1728,890023.587599999,1425347.942,293635.5238,1023457.331,19.5238564076649,19.6282481339309,-0.10439172626603,0.887336191415266,0.52521880347855,"stable",0.121647277212636
"PC 38:6","Com_9844_pos","PC 38:6","C46 H80 N O8 P",827.54154,10.622,828.54882,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1958420.538,2208069.99,2034597.933,964822.565100001,1167097.546,213813.5937,19.2467972975127,20.9773086425898,-1.73051134507701,0.150657679475725,0.247686725452208,"stable",1.21378508477244
"N2-tetrahydrofuran-2-ylmethyl-4-(4-fluorophenyl)-1,3-thiazol-2-amine","Com_9900_pos","N2-tetrahydrofuran-2-ylmethyl-4-(4-fluorophenyl)-1,3-thiazol-2-amine","C14 H15 F N2 O S",278.09245,6.443,279.09973,"Invalid mass","No results","No results",NA,NA,NA,NA,848844.531700001,762274.646400001,696883.489299999,4009704.884,662519.6454,3314484.015,20.9776737335271,19.5485500448154,1.42912368871174,0.221883004625686,0.292948990076094,"stable",1.06534708698402
"Coenzyme Q2","Com_9908_pos","Coenzyme Q2","C19 H26 O4",318.1816,6.664,319.18887,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Quinone and hydroquinone lipids","Ubiquinones",725231.5902,1313003.123,549769.9946,558763.3258,567516.3126,723085.730499999,19.2233291080726,19.6203299346124,-0.397000826539728,0.482014117051742,0.404885498426541,"stable",0.740303203237563
"PC 17:0_18:3","Com_9914_pos","PC 17:0_18:3","C43 H80 N O8 P",769.55691,10.95,770.56418,"No results","Invalid mass","No results",NA,NA,NA,NA,2060487.024,2426256.56,2413647.858,1363544.005,1045365.223,1125595.509,20.1589208386025,21.1292128025258,-0.970291963923295,0.0363478687097647,0.187787651784144,"down",1.56837780384435
"LysoPC 20:2","Com_9921_pos","LysoPC 20:2","C28 H54 N O7 P",547.36512,9.987,548.3724,"No results","No results","Full match",NA,NA,NA,NA,558072.4795,405477.8577,317485.1905,253301.3518,608344.948999999,545717.5788,18.7409401072189,18.6652287860893,0.0757113211296172,0.912613135326522,0.532217554683461,"stable",0.133063372607915
"Pilocarpine","Com_9960_pos","Pilocarpine","C11 H16 N2 O2",208.12298,6.943,209.13026,"Invalid mass","No results","No results","Alkaloids and derivatives","Not available","Not available","Alkaloids and derivatives",1511641.729,1106205.231,1380460.584,1375865.743,1420587.794,952352.7132,20.2303670983784,20.3338635742896,-0.103496475911218,0.72836397694482,0.475903143505319,"stable",0.360322547999902
"PC O-31:0","Com_9964_pos","PC O-31:0","C39 H80 N O7 P",705.56626,11.273,706.57354,"No results","Full match","No results",NA,NA,NA,NA,978663.487799999,344419.502,1376318.287,2198856.85,2289250.655,2178629.152,21.0832518229539,19.5622144582739,1.52103736468003,0.134724604227155,0.237796581197759,"stable",1.27881303788682
"LPC 15:1-SN1","Com_10059_pos","LPC 15:1-SN1","C23 H46 N O7 P",479.30231,9.99,480.30951,"No results","Full match","Full match",NA,NA,NA,NA,239215.6044,996267.644599999,759477.7783,374635.3834,1333751.599,1027755.73,19.6110840647042,19.1095913496197,0.501492715084503,0.0205274894044892,0.187008152557694,"up",0.464993344328247
"12(S)-HETE","Com_10070_pos","12(S)-HETE","C20 H32 O3",320.23496,6.804,343.22409,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosatetraenoic acids",627641.922,594845.3354,602353.6398,672333.186100001,555485.7475,492840.0295,19.1176557069394,19.2139961608313,-0.0963404538918979,0.481087731273534,0.404627955617583,"stable",0.556923296970019
"PC O-34:3","Com_10315_pos","PC O-34:3","C42 H80 N O7 P",741.56777,11.571,742.57505,"No results","Full match","No results",NA,NA,NA,NA,1037068.217,1282131.223,1473820.581,1193819.825,1207874.827,1024910.989,20.1194201334818,20.2551071116471,-0.135686978165328,0.58666391245463,0.433485612313167,"stable",0.616854632081152
"15-OxoEDE","Com_10468_pos","15-OxoEDE","C20 H34 O3",304.24021,8.354,305.24748,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",881507.8237,888838.233999999,1172372.21,920680.514,869070.385499999,739579.247299999,19.6792666012373,19.8907248148775,-0.211458213640139,0.452036452849171,0.396200587019079,"stable",0.879822535738543
"LSD-d3","Com_10493_pos","LSD-d3","C20 H22 [2]H3 N3 O",326.22293,9.395,327.23021,"Invalid mass","No results","No results",NA,NA,NA,NA,666056.5604,934427.4812,402238.4731,271193.1581,362302.8633,1117865.265,18.8693709397968,19.2655666331538,-0.396195693357011,0.713156318280971,0.470643201372057,"stable",0.434557661038114
"PC O-38:9","Com_10522_pos","PC O-38:9","C46 H76 N O7 P",785.52587,11.639,786.53314,"No results","Invalid mass","No results",NA,NA,NA,NA,380930.6052,325603.5923,301079.5049,102258.8997,122034.3608,130288.0915,16.8433801588927,18.3505702491433,-1.50719009025056,0.0178376694633127,0.186739598181985,"down",1.60142861045492
"PC O-39:8","Com_10540_pos","PC O-39:8","C47 H80 N O7 P",801.55925,10.146,802.56652,"No results","Invalid mass","No results",NA,NA,NA,NA,113314.9285,111701.7374,106078.0514,91471.3957700001,98146.5181200001,91653.29191,16.5158605300321,16.7513457224692,-0.235485192437135,0.0242954886538456,0.187285164991667,"stable",1.5266314759403
"PC O-34:7","Com_10573_pos","PC O-34:7","C42 H72 N O7 P",733.50109,10.936,734.50836,"No results","Full match","No results",NA,NA,NA,NA,1301613.4,926431.0807,1303463.334,417327.0925,503940.984099999,377066.7053,18.7127248546867,20.1490374258375,-1.43631257115079,0.0365051366964184,0.187792027383926,"down",1.56813761330663
"LPC 30:1","Com_10604_pos","LPC 30:1","C38 H76 N O7 P",711.51573,9.517,712.52301,"No results","Invalid mass","No results",NA,NA,NA,NA,300945.5069,2463446.941,2007790.017,752165.2158,1477893.911,2238083.178,20.3698778562377,20.1228555610829,0.24702229515481,0.718759518294757,0.472593444267929,"stable",0.187163413917835
"PC O-29:1","Com_10629_pos","PC O-29:1","C37 H74 N O7 P",675.52025,10.668,676.52752,"No results","Full match","No results",NA,NA,NA,NA,2384648.034,1647899.341,1007538.353,743827.7209,944381.601200001,521731.3679,19.44885568263,20.5933149770809,-1.14445929445092,0.0519126703057346,0.189483022376605,"stable",1.29528277951862
"4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoic acid","Com_10714_pos","4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoic acid","C12 H14 O3",206.09257,6.407,224.12656,"Invalid mass","No results","No results",NA,NA,NA,NA,967926.786900001,653230.8064,1747376.702,677494.3332,1445184.216,4327641.206,20.6259402631351,19.9795103119456,0.646429951189482,0.382638723141892,0.372875901411767,"stable",0.562532806175351
"PC 19:2_20:5","Com_10762_pos","PC 19:2_20:5","C47 H80 N O8 P",817.55998,10.773,818.56726,"No results","Full match","No results",NA,NA,NA,NA,1433242.3,1446928.306,404418.7963,477747.0514,541608.0858,517703.2826,18.9648477119117,19.8469678773817,-0.882120165469981,0.291375379232013,0.332892773005939,"stable",0.952276662122406
"PC 19:0_19:1","Com_10764_pos","PC 19:0_19:1","C46 H90 N O8 P",815.63719,10.552,816.64447,"No results","Full match","No results",NA,NA,NA,NA,492437.884299999,1475962.173,1435636.183,1314523.981,2120965.081,2300424.479,20.8252890443603,19.9520217686304,0.873267275729894,0.0867108388860941,0.210630439614567,"stable",0.981762417856455
"3-Hydroxy-3-methylbutanoic acid","Com_10815_pos","3-Hydroxy-3-methylbutanoic acid","C5 H10 O3",118.06315,6.708,119.07046,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",229416.5193,207091.1826,204565.8261,163806.4662,200402.6567,175088.3178,17.4506327311,17.7032406613575,-0.252607930257472,0.185854546565612,0.271142761226946,"stable",1.27660853355712
"PC O-32:1","Com_10845_pos","PC O-32:1","C40 H80 N O7 P",717.56001,10.421,718.56729,"No results","Invalid mass","No results",NA,NA,NA,NA,2063495.281,895651.773999999,509300.0192,1969286.212,2752787.539,313472.398,20.1865607001033,19.9024644519438,0.284096248159514,0.72136782496681,0.47349639506426,"stable",0.202116016879872
"PC O-31:1","Com_10916_pos","PC O-31:1","C39 H78 N O7 P",703.55181,9.094,704.55908,"No results","Full match","No results",NA,NA,NA,NA,405844.8067,606365.3933,764227.846600001,223141.351,474867.0712,743646.426100001,18.7096732904836,19.1280132735424,-0.418339983058811,0.223448004876704,0.293802687083254,"stable",0.559444645968524
"PE 17:1_17:1","Com_11069_pos","PE 17:1_17:1","C39 H74 N O8 P",715.51609,9.58,716.52337,"No results","Full match","No results",NA,NA,NA,NA,512277.421300001,491073.595699999,599659.824299999,134794.8529,225150.2102,135933.1037,17.2911571646896,19.0219767672202,-1.73081960253062,0.0304595810871364,0.187591518012106,"down",1.56163373405471
"Estradiol","Com_11082_pos","Estradiol","C18 H24 O2",272.17766,8.129,273.18493,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",3210905.385,101692.5697,128278.2014,166164.7363,110054.932,163103.7182,17.1351830459068,18.4057733246212,-1.27059027871441,0.486751540890626,0.406192248349396,"stable",0.595635176799587
"PC O-40:7","Com_11088_pos","PC O-40:7","C48 H84 N O7 P",817.59424,10.481,818.60152,"No results","Invalid mass","No results",NA,NA,NA,NA,439836.6501,705105.769200001,380169.5786,2170126.333,947218.174899999,348812.7737,19.7715927285601,18.9034573411688,0.868135387391273,0.358803718982453,0.363613425626107,"stable",0.771320826057053
"Deoxyadenosine","Com_11104_pos","Deoxyadenosine","C10 H13 N5 O3",251.10207,3.788,252.10934,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleosides","Purine 2'-deoxyribonucleosides","Purine 2'-deoxyribonucleosides",118584.2944,108182.0507,107074.3583,189321.9346,109763.3242,89072.1180799999,16.9057349594535,16.762302851152,0.143432108301528,0.657618126473578,0.453715981750618,"stable",0.348670572086488
