"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_2w_2","MOLM13_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"Palmitoylethanolamide","Com_7452_pos","Palmitoylethanolamide","C18 H37 N O2",299.28287,7.547,300.2901,"No results","No results","Full match","Organic acids and derivatives","Carboximidic acids and derivatives","Carboximidic acids","Carboximidic acids",710931.9691,667278.858299999,347363.6263,236463.4051,595569.3062,18.5175836415507,19.0644564739127,-0.546872832361942,0.559443962940365,0.376887213729643,"stable",0.67344493534743
"2-Hydroxy-3-methylbutanoic acid","Com_7486_pos","2-Hydroxy-3-methylbutanoic acid","C5 H10 O3",118.06293,6.385,275.08895,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",3771967.343,3936761.672,3772214.698,3968913.775,4092599.034,21.9424493432804,21.8674813531305,0.0749679901499078,0.104928331073813,0.201955774516617,"stable",1.25684835418106
"SM 8:1;2O/34:1","Com_7495_pos","SM 8:1;2O/34:1","C47 H93 N2 O6 P",812.678,10.165,813.68528,"No results","Full match","No results",NA,NA,NA,NA,2354110.109,16309321.64,17151886.17,15638063.65,15564384.08,23.895151850257,23.0526025706967,0.84254927956033,0.465948003837246,0.35343898913885,"stable",0.575056224185473
"2-Aminobenzenesulfonamide","Com_7512_pos","2-Aminobenzenesulfonamide","C6 H8 N2 O2 S",172.03093,3.618,173.03821,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzenesulfonamides","Aminobenzenesulfonamides",3261483.8,3995754.289,1415452.013,1188081.585,2936332.696,20.8328932434174,21.3333216267359,-0.500428383318468,0.594759510232742,0.386503163577636,"stable",0.547150948674603
"Lysopc 18:2","Com_7572_pos","Lysopc 18:2","C26 H50 N O7 P",519.33331,9.202,520.34064,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1763150.271,1479355.147,1057627.677,684433.0127,960221.0412,19.6287784233777,20.4195538077392,-0.79077538436151,0.113690970555582,0.206601351900284,"stable",1.25187452093331
"PI 36:2","Com_7660_pos","PI 36:2","C45 H83 O13 P",884.53964,11.223,885.54691,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",19818868.69,21457181.4,23874157.75,21888801.63,21704370.96,24.3775859555299,24.3680916732195,0.00949428231045601,0.914179322472162,0.48524194627657,"stable",0.0843725768985426
"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","Com_7757_pos","(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid","C18 H34 O5",352.22331,7.037,335.22021,"Invalid mass","No results","No match",NA,NA,NA,NA,2571004.211,2396259.618,2419457.914,3040798.891,3100164.772,21.5499662193805,21.2308352492242,0.319130970156294,0.00441639479181455,0.0855498345857523,"up",1.51067351438231
"pentane-1,2,3,4,5-pentol","Com_7770_pos","pentane-1,2,3,4,5-pentol","C5 H12 O5",152.06726,1.141,191.03041,"Invalid mass","No results","No results",NA,NA,NA,NA,5220260.838,6101512.893,6240176.067,7958093.232,2945581.694,22.2070562526748,22.4765271156749,-0.269470863000048,0.771224529150774,0.442975054812316,"stable",0.42584807369211
"S-Adenosyl-L-methionine","Com_7807_pos","S-Adenosyl-L-methionine","C15 H22 N6 O5 S",398.13775,1.867,399.14502,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","5'-deoxyribonucleosides","5'-deoxy-5'-thionucleosides","5'-deoxy-5'-thionucleosides",2044754.546,2179740.613,2799226.007,2439135.758,1923461.214,21.0466059676554,21.1452726062276,-0.0986666385721726,0.693549692082387,0.416962984748035,"stable",0.389434299684502
"bicyclo[2.2.2]oct-2-en-1-yl 4-methylbenzene-1-sulfonate","Com_7818_pos","bicyclo[2.2.2]oct-2-en-1-yl 4-methylbenzene-1-sulfonate","C15 H18 O3 S",256.11029,6.203,279.09964,"Invalid mass","No results","No results",NA,NA,NA,NA,2735922.287,6254479.58,2670520.773,4105202.86,7115157.406,22.3657431634975,21.7695813040672,0.596161859430335,0.377246849451906,0.327773184445723,"stable",0.772195810094101
"LPC 20:4-SN1","Com_7948_pos","LPC 20:4-SN1","C28 H50 N O7 P",543.33068,9.774,544.33795,"No results","Full match","Full match",NA,NA,NA,NA,6046598.01200001,3501340.738,1950259.747,2697080.606,2146443.836,21.1982421007156,21.7208010424104,-0.522558941694776,0.387561213608042,0.331134859004937,"stable",0.677553681560855
"PC 40:5","Com_8198_pos","PC 40:5","C48 H86 N O8 P",857.59106,10.934,858.59834,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1281101.605,399227.9113,455480.7416,369947.043,414240.3681,18.5785339342678,19.2309456877185,-0.652411753450668,0.344406174798632,0.316269241722351,"stable",0.743287128632549
"PI 34:1","Com_8207_pos","PI 34:1","C43 H81 O13 P",858.52469,9.841,859.53197,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",1480604.884,1942622.624,2542210.895,3369975.645,4795183.557,21.9387306727664,20.888327262223,1.05040341054346,0.0705982103192725,0.179106840593639,"stable",1.34532658571656
"LPC 17:0-SN1","Com_8294_pos","LPC 17:0-SN1","C25 H52 N O7 P",509.34876,9.93,510.356,"No results","Full match","Full match",NA,NA,NA,NA,2920986.419,2301214.321,1485221.047,914751.570299999,899304.411100001,19.7907352405937,21.0380781256059,-1.24734288501221,0.048436436179675,0.160719389938675,"down",1.37949255533618
"Hydrocortisone acetate","Com_8317_pos","Hydrocortisone acetate","C23 H32 O6",404.22129,9.917,427.21056,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Pregnane steroids","Gluco/mineralocorticoids, progestogins and derivatives",382659.6411,371472.1166,355591.4388,338440.7275,362487.7509,18.418058192247,18.4961525619474,-0.078094369700441,0.325337748328623,0.308968262510117,"stable",0.991360830859623
"PC 16:1_17:2","Com_8330_pos","PC 16:1_17:2","C41 H76 N O8 P",741.52955,11.805,742.53682,"No results","Full match","No results",NA,NA,NA,NA,4436275.766,5893069.255,2767364.236,4468504.401,6120456.91,22.3182842710994,21.990528839626,0.327755431473399,0.463102021176383,0.352717117591542,"stable",0.607665087008544
"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole","Com_8333_pos","4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole","C11 H12 O3",192.07671,5.834,210.11063,"Invalid mass","No results","No results",NA,NA,NA,NA,2185949.957,2077058.311,1161612.714,1185003.313,1219161.736,20.1969588800875,20.7312123164884,-0.53425343640086,0.2088393892081,0.261405083411574,"stable",0.980028087612146
"PC O-33:6","Com_8372_pos","PC O-33:6","C41 H72 N O7 P",721.4985,8.792,722.50578,"No results","Invalid mass","No results",NA,NA,NA,NA,491139.8265,996444.8204,558427.037000001,318974.0449,592885.924300001,18.730237265422,19.3077379826089,-0.577500717186879,0.401927417219236,0.3356350096083,"stable",0.831290686384162
"(2E,4E)-N-[2-(4-hydroxyphenyl)ethyl]dodeca-2,4-dienamide","Com_8382_pos","(2E,4E)-N-[2-(4-hydroxyphenyl)ethyl]dodeca-2,4-dienamide","C20 H29 N O2",315.21801,7.284,316.22529,"Invalid mass","No results","No results",NA,NA,NA,NA,3021175.168,2724995.168,2203357.589,2386496.707,2514824.006,21.2242444621553,21.3252576222477,-0.101013160092354,0.534954135929767,0.370510954964716,"stable",0.489171368586751
"Monolaurin","Com_8404_pos","Monolaurin","C15 H30 O4",274.21491,7.916,297.20415,"Full match","No results","No results",NA,NA,NA,NA,1909426.153,1561125.909,1737359.124,1966068.13,1766373.875,20.8296205972224,20.7224425772865,0.107178019935887,0.421184283650841,0.34135694085083,"stable",0.697946117869711
"PC 20:3_22:6","Com_8430_pos","PC 20:3_22:6","C50 H82 N O8 P",855.57669,10.696,856.58397,"No results","Full match","No results",NA,NA,NA,NA,537251.034199999,2123603.542,2753592.237,2774836.517,1966342.291,21.1555271975334,20.4820677853316,0.673459412201801,0.461038200719521,0.352189933115706,"stable",0.580689086994497
"23-Norcholic acid","Com_8475_pos","23-Norcholic acid","C23 H38 O5",394.27028,9.831,395.27756,"No results","No results","Full match",NA,NA,NA,NA,262337.4716,254176.9928,223107.2305,233500.3104,232776.722,17.8308261052788,17.9079720115021,-0.0771459062232758,0.393533940594475,0.333030867882401,"stable",0.673383398260067
"Cholesterol","Com_8487_pos","Cholesterol","C27 H46 O",386.35537,11.347,387.36265,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholesterols and derivatives",1060567.732,1182655.28,769968.735899999,901228.5056,1061502.693,19.8996050107045,19.9148146196486,-0.0152096089440761,0.949305936857031,0.494663955218349,"stable",0.053238002421953
"4-methoxy-6-[2-(4-methoxyphenyl)ethyl]-2H-pyran-2-one","Com_8498_pos","4-methoxy-6-[2-(4-methoxyphenyl)ethyl]-2H-pyran-2-one","C15 H16 O4",298.06408,4.605,299.07136,"Invalid mass","No results","No results",NA,NA,NA,NA,1709148.802,1025453.147,1597486.355,1728742.632,1398973.19,20.568614278034,20.4266829664494,0.141931311584603,0.643867179432058,0.401134877182052,"stable",0.385229752132174
"Lysopc 16:2 (2N Isomer)","Com_8549_pos","Lysopc 16:2 (2N Isomer)","C24 H46 N O7 P",491.30221,8.44,492.3095,"No results","No results","Full match",NA,NA,NA,NA,301630.0134,288451.1383,274605.2498,274521.7552,277404.3286,18.0740958661834,18.1357958587718,-0.0616999925884869,0.253195211144634,0.277913108486707,"stable",0.889943086360129
"PC O-38:6","Com_8550_pos","PC O-38:6","C46 H82 N O7 P",791.58891,10.957,792.59619,"No results","Invalid mass","No results",NA,NA,NA,NA,292860.3383,308430.0959,355226.762,259662.3218,307665.3212,18.1086397372083,18.277606023216,-0.168966286007642,0.37531215728949,0.327129922111483,"stable",0.882167388599351
"PE 20:3_20:4","Com_8632_pos","PE 20:3_20:4","C45 H76 N O8 P",789.52532,11.304,790.53259,"No results","Invalid mass","No results",NA,NA,NA,NA,121042.4332,114259.6596,109229.9178,110108.2287,108774.0937,16.7397691174819,16.8080395051026,-0.0682703876207036,0.249868567762249,0.276817309896703,"stable",0.894977251137209
"Stearoyl Ethanolamide","Com_8726_pos","Stearoyl Ethanolamide","C20 H41 N O2",327.3139,10.453,328.32101,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Amines","N-acylethanolamines",883208.4462,1112535.708,603817.212000001,646031.6632,617544.0583,19.2687139466101,19.6805223368487,-0.411808390238608,0.249147140198437,0.276576971152745,"stable",0.90118776598564
"Prostaglandin B2","Com_8735_pos","Prostaglandin B2","C20 H30 O4",334.21443,6.827,335.2218,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3017196.74,2480869.303,2267892.789,3046432.864,4183625.045,21.7675058212559,21.2933708847583,0.474134936497638,0.240974996338678,0.273784922462586,"stable",1.18292171658471
"LPC 38:6","Com_8767_pos","LPC 38:6","C46 H82 N O7 P",813.56183,10.857,814.56911,"No results","Invalid mass","No results",NA,NA,NA,NA,3486289.547,1621093.256,2568781.221,28019828.54,22147741.38,24.5703005183501,21.2181497375589,3.35215078079112,0.00338316894375646,0.078085681395687,"up",1.51257798772177
"PC 19:2_18:3","Com_8790_pos","PC 19:2_18:3","C45 H80 N O8 P",1587.11692,10.519,794.56573,"No results","Invalid mass","No results",NA,NA,NA,NA,12139256.21,11896986.44,11602296.48,10645408.9,11232029.04,23.3824216326617,23.5017255301637,-0.119303897502007,0.149429765706511,0.230352133199006,"stable",1.35919962037274
"Deoxyguanosine","Com_8844_pos","Deoxyguanosine","C10 H13 N5 O4",267.09706,0.513,268.1043,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine deoxyribonucleotides","Purine 2'-deoxyribonucleoside monophosphates",3156572.463,3740326.218,3267791.068,3173746.527,3072897.031,21.5744617372996,21.6881814752717,-0.113719737972058,0.264763134328562,0.283100543842817,"stable",0.862957878118466
"PC O-37:7","Com_8859_pos","PC O-37:7","C45 H78 N O7 P",775.54527,10.411,776.55255,"No results","Invalid mass","No results",NA,NA,NA,NA,1854024.356,2023324.897,2202577.922,1279417.438,1609724.499,20.4527189928924,20.9470956546948,-0.494376661802455,0.163325877952659,0.238837796999492,"stable",1.36343022064158
"LPC 40:7","Com_8925_pos","LPC 40:7","C48 H84 N O7 P",839.58012,11.271,840.5874,"No results","Invalid mass","No results",NA,NA,NA,NA,3179270.797,2801167.267,2384699.372,3565255.536,4195477.926,21.8829888933433,21.4010790501093,0.481909843234011,0.0724292151362697,0.180250594434151,"stable",1.30571754164812
"PE 20:3_20:3","Com_8944_pos","PE 20:3_20:3","C45 H78 N O8 P",791.55071,9.883,792.55798,"No results","Invalid mass","No results",NA,NA,NA,NA,1205719.971,1121314.673,2760702.813,1274544.217,2082772.505,20.6358119150801,20.5649424585317,0.0708694565483476,0.905384870474043,0.482827759143013,"stable",0.105540402869722
"PC O-40:10","Com_8979_pos","PC O-40:10","C48 H78 N O7 P",811.53595,11.608,812.54323,"No results","Invalid mass","No results",NA,NA,NA,NA,543921.6084,494771.3802,431366.735,418627.047,536604.2583,18.8544024888307,18.8959990472917,-0.0415965584609985,0.861088912091289,0.47031536324645,"stable",0.201560270763714
"D-Gluconic acid","Com_9129_pos","D-Gluconic acid","C6 H12 O7",196.05806,1.141,219.04697,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Gluconolactones",1095938.486,1193817.84,894321.587699999,1508899.755,705650.1447,19.9768295455384,20.0071069519625,-0.030277406424112,0.965101357180803,0.49878925608364,"stable",0.0617182937642364
"PI 38:3","Com_9137_pos","PI 38:3","C47 H85 O13 P",910.55518,11.282,911.56245,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",555226.5603,498405.1873,2611680.294,3533744.242,3841994.503,21.8130951103878,19.7754078290817,2.03768728130614,0.117650366907417,0.208534453837787,"stable",1.18226245026081
"Lysopc 20:4","Com_9388_pos","Lysopc 20:4","C28 H50 N O7 P",543.33324,8.932,544.34048,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1237187.691,1134005.284,578550.418,428851.2984,554492.7452,18.8954635111359,19.8312373499199,-0.935773838783952,0.102271627968684,0.200436756967743,"stable",1.17143116244359
"U-44069","Com_9411_pos","U-44069","C21 H34 O4",332.23495,9.17,315.23181,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",4982520.286,3527133.017,1784520.691,2062591.806,2712023.961,21.1734826993516,21.5885380001419,-0.415055300790232,0.455848552299088,0.350850317901632,"stable",0.591204161155491
"PE 18:0_20:5","Com_9412_pos","PE 18:0_20:5","C43 H76 N O8 P",765.52983,8.244,766.53711,"No results","Full match","No results",NA,NA,NA,NA,7303043.07299999,7590597.11,9708370.30000001,6164180.94,4843998.475,22.381622380022,22.9555486545716,-0.573926274549514,0.112671016476284,0.206087472457754,"stable",1.30810008215661
"TKK","Com_9415_pos","TKK","C16 H33 N5 O5",375.25306,11.519,376.26034,"Invalid mass","No results","No results",NA,NA,NA,NA,913473.469799999,603907.2655,475640.407899999,575986.6306,548366.9168,19.1002289047301,19.2881608554066,-0.187931950676493,0.56588983563782,0.378507980724118,"stable",0.451855207005967
"1-Methylguanine","Com_9490_pos","1-Methylguanine","C6 H7 N5 O",165.06513,2.148,166.07241,"No results","No results","Full match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-oxopurines",1632916.935,1921988.739,1966886.856,1239770.492,1371892.749,20.314688955045,20.8068903217718,-0.492201366726807,0.023509834510892,0.126725184075521,"down",1.42449734727013
"2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid","Com_9509_pos","2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid","C22 H30 O3",360.22814,8.329,361.23523,"Invalid mass","No results","No results",NA,NA,NA,NA,1854323.709,1736732.738,1193889.473,1618564.581,1319546.782,20.4789472843379,20.5792146216554,-0.100267337317536,0.711747562365743,0.423272717729606,"stable",0.315923081071666
"PC 36:1","Com_9573_pos","PC 36:1","C44 H86 N O8 P",809.58721,10.791,810.59448,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1341440.186,763537.1971,1720022.861,3804408.648,3305664.299,21.7578747904838,20.2038955075096,1.55397928297418,0.038047149509372,0.149799810781154,"up",1.38317094438545
"PC O-38:4","Com_9609_pos","PC O-38:4","C46 H86 N O7 P",795.61034,11.605,796.61761,"No results","Full match","No results",NA,NA,NA,NA,1874755.466,2676887.948,2044140.467,2271735.615,4798360.07000001,21.6547367519999,21.0511530751078,0.603583676892114,0.455775409086418,0.350831292949436,"stable",0.950469427286846
"EMK","Com_9611_pos","EMK","C16 H30 N4 O6 S",406.18282,5.373,407.1901,"Invalid mass","No results","No results",NA,NA,NA,NA,603132.254,990710.900500001,557745.277700001,527577.9608,537976.036200001,19.0231035787138,19.4031554438677,-0.380051865153956,0.28049835948774,0.289975694820737,"stable",0.848919113919862
"Phenylpropiolic acid","Com_9648_pos","Phenylpropiolic acid","C9 H6 O2",146.03639,6.641,293.07867,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Not available","Benzene and substituted derivatives",1601682.232,1526801.487,1536464.425,1981793.976,1811188.655,20.8534404776459,20.5681401729282,0.285300304717705,0.113896843701376,0.206704266904883,"stable",1.46780700894912
"2-hydroxy-3,6-diphenylcyclohexyl acetate","Com_9675_pos","2-hydroxy-3,6-diphenylcyclohexyl acetate","C20 H22 O3",294.18434,5.8,333.14783,"Invalid mass","No results","No results",NA,NA,NA,NA,12587650.1,7730598.081,12170371.66,17585932.01,22140919.48,24.2340651304929,23.3348413794677,0.899223751025239,0.0494635027823358,0.161794941366967,"up",1.32191469867327
"PC O-40:11","Com_9677_pos","PC O-40:11","C48 H76 N O7 P",809.52532,11.554,810.53259,"No results","Invalid mass","No results",NA,NA,NA,NA,283824.9303,256294.8324,252664.2816,997743.5836,1850389.987,20.3738537519742,18.0096496198584,2.36420413211582,0.114494396378397,0.207001458951661,"stable",1.50432852819198
"PC 38:4","Com_9764_pos","PC 38:4","C46 H84 N O8 P",831.57361,9.951,832.58089,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",4051282.369,4226151.89,9624500.284,3087051.673,3893339.539,21.7251874692296,22.3863802019778,-0.661192732748201,0.24332329823029,0.274600562489818,"stable",0.895639238761039
"PC 16:1_21:2","Com_9827_pos","PC 16:1_21:2","C45 H84 N O8 P",797.59089,11.756,798.59816,"No results","Full match","No results",NA,NA,NA,NA,130434.9391,201392.9074,115712.2923,129259.4271,121695.8231,16.9364150517013,17.1442689339751,-0.207853882273781,0.48366006047033,0.357802641282424,"stable",0.551494715581907
"PC O-38:7","Com_9839_pos","PC O-38:7","C46 H80 N O7 P",789.55998,11.093,790.56726,"No results","Invalid mass","No results",NA,NA,NA,NA,796994.1875,750270.1728,890023.587599999,1594521.043,2302685.742,20.8697889045575,19.6282481339309,1.24154077062656,0.1139444158863,0.206728009664056,"stable",1.48271183213413
"PC 38:6","Com_9844_pos","PC 38:6","C46 H80 N O8 P",827.54154,10.622,828.54882,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1958420.538,2208069.99,2034597.933,2080140.398,1534757.483,20.768914374123,20.9773086425898,-0.20839426846678,0.512058208626061,0.364365792572056,"stable",0.873842151659755
"N2-tetrahydrofuran-2-ylmethyl-4-(4-fluorophenyl)-1,3-thiazol-2-amine","Com_9900_pos","N2-tetrahydrofuran-2-ylmethyl-4-(4-fluorophenyl)-1,3-thiazol-2-amine","C14 H15 F N2 O S",278.09245,6.443,279.09973,"Invalid mass","No results","No results",NA,NA,NA,NA,848844.531700001,762274.646400001,696883.489299999,671824.3177,729027.3371,19.4166689398682,19.5485500448154,-0.131881104947251,0.283536138345351,0.291250785079104,"stable",0.856067711376195
"Coenzyme Q2","Com_9908_pos","Coenzyme Q2","C19 H26 O4",318.1816,6.664,319.18887,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Quinone and hydroquinone lipids","Ubiquinones",725231.5902,1313003.123,549769.9946,587176.5287,708175.382499999,19.2985909714775,19.6203299346124,-0.321738963134816,0.485536010404163,0.358252206602384,"stable",0.550658168080004
"PC 17:0_18:3","Com_9914_pos","PC 17:0_18:3","C43 H80 N O8 P",769.55691,10.95,770.56418,"No results","Invalid mass","No results",NA,NA,NA,NA,2060487.024,2426256.56,2413647.858,1913022.991,1845899.854,20.841657817614,21.1292128025258,-0.287554984911861,0.0544899410009433,0.166734863302163,"stable",1.32175034036111
"LysoPC 20:2","Com_9921_pos","LysoPC 20:2","C28 H54 N O7 P",547.36512,9.987,548.3724,"No results","No results","Full match",NA,NA,NA,NA,558072.4795,405477.8577,317485.1905,304956.466,308649.2648,18.22692630474,18.6652287860893,-0.438302481349247,0.203762352455821,0.259215116117005,"stable",0.991222844140699
"Pilocarpine","Com_9960_pos","Pilocarpine","C11 H16 N2 O2",208.12298,6.943,209.13026,"Invalid mass","No results","No results","Alkaloids and derivatives","Not available","Not available","Alkaloids and derivatives",1511641.729,1106205.231,1380460.584,1623857.753,1534589.337,20.590207517401,20.3338635742896,0.256343943111386,0.189159701342634,0.252497941492226,"stable",0.999670301715038
"PC O-31:0","Com_9964_pos","PC O-31:0","C39 H80 N O7 P",705.56626,11.273,706.57354,"No results","Full match","No results",NA,NA,NA,NA,978663.487799999,344419.502,1376318.287,2525462.317,1671618.231,20.9704650259865,19.5622144582739,1.4082505677126,0.134233638238724,0.220417182713129,"stable",1.09995809993326
"LPC 15:1-SN1","Com_10059_pos","LPC 15:1-SN1","C23 H46 N O7 P",479.30231,9.99,480.30951,"No results","Full match","Full match",NA,NA,NA,NA,239215.6044,996267.644599999,759477.7783,407228.604,404342.8337,18.630349446002,19.1095913496197,-0.479241903617787,0.526885210099671,0.368330920807775,"stable",0.498486758540912
"12(S)-HETE","Com_10070_pos","12(S)-HETE","C20 H32 O3",320.23496,6.804,343.22409,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosatetraenoic acids",627641.922,594845.3354,602353.6398,573211.936200001,556676.1564,19.10759394572,19.2139961608313,-0.106402215111249,0.0471311165023369,0.159306864913556,"stable",1.35575754956405
"PC O-34:3","Com_10315_pos","PC O-34:3","C42 H80 N O7 P",741.56777,11.571,742.57505,"No results","Full match","No results",NA,NA,NA,NA,1037068.217,1282131.223,1473820.581,1473665.539,1779851.561,20.6271515970985,20.2551071116471,0.372044485451326,0.167454360512566,0.241193370963092,"stable",1.09377975818597
"15-OxoEDE","Com_10468_pos","15-OxoEDE","C20 H34 O3",304.24021,8.354,305.24748,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",881507.8237,888838.233999999,1172372.21,962556.7465,850784.896399999,19.787473483313,19.8907248148775,-0.103251331564426,0.569090467562513,0.379305471730328,"stable",0.471441897498105
"LSD-d3","Com_10493_pos","LSD-d3","C20 H22 [2]H3 N3 O",326.22293,9.395,327.23021,"Invalid mass","No results","No results",NA,NA,NA,NA,666056.5604,934427.4812,402238.4731,611746.259400001,431316.7444,18.9704810242663,19.2655666331538,-0.295085608887486,0.545335829930294,0.373257190470662,"stable",0.50600875352873
"PC O-38:9","Com_10522_pos","PC O-38:9","C46 H76 N O7 P",785.52587,11.639,786.53314,"No results","Invalid mass","No results",NA,NA,NA,NA,380930.6052,325603.5923,301079.5049,294162.1817,112849.6522,17.4751473513627,18.3505702491433,-0.875422897780549,0.422252999630976,0.341664640491397,"stable",1.06868886549366
"PC O-39:8","Com_10540_pos","PC O-39:8","C47 H80 N O7 P",801.55925,10.146,802.56652,"No results","Invalid mass","No results",NA,NA,NA,NA,113314.9285,111701.7374,106078.0514,95676.2264699999,167751.1765,16.9509181142293,16.7513457224692,0.199572391760132,0.708533362821134,0.422168210521609,"stable",0.549044367774955
"PC O-34:7","Com_10573_pos","PC O-34:7","C42 H72 N O7 P",733.50109,10.936,734.50836,"No results","Full match","No results",NA,NA,NA,NA,1301613.4,926431.0807,1303463.334,668429.269399999,372090.1413,18.9278540114793,20.1490374258375,-1.22118341435824,0.176202163990811,0.245957752487002,"stable",1.36495245070701
"LPC 30:1","Com_10604_pos","LPC 30:1","C38 H76 N O7 P",711.51573,9.517,712.52301,"No results","Invalid mass","No results",NA,NA,NA,NA,300945.5069,2463446.941,2007790.017,2638133.882,2255388.532,21.2180154528063,20.1228555610829,1.09515989172339,0.374315977110856,0.326797104589625,"stable",0.699885063430693
"PC O-29:1","Com_10629_pos","PC O-29:1","C37 H74 N O7 P",675.52025,10.668,676.52752,"No results","Full match","No results",NA,NA,NA,NA,2384648.034,1647899.341,1007538.353,1807524.912,1144878.63,20.4561736671396,20.5933149770809,-0.137141309941367,0.798084818206616,0.451438255435956,"stable",0.230880647558481
"4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoic acid","Com_10714_pos","4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoic acid","C12 H14 O3",206.09257,6.407,224.12656,"Invalid mass","No results","No results",NA,NA,NA,NA,967926.786900001,653230.8064,1747376.702,789832.2549,1417204.413,20.0129015960002,19.9795103119456,0.0333912840545771,0.958886046724309,0.497174062194776,"stable",0.0482978248818479
"PC 19:2_20:5","Com_10762_pos","PC 19:2_20:5","C47 H80 N O8 P",817.55998,10.773,818.56726,"No results","Full match","No results",NA,NA,NA,NA,1433242.3,1446928.306,404418.7963,982757.402499999,561292.604899999,19.5024346631131,19.8469678773817,-0.344533214268658,0.67021634950247,0.409423647972719,"stable",0.355561790898028
"PC 19:0_19:1","Com_10764_pos","PC 19:0_19:1","C46 H90 N O8 P",815.63719,10.552,816.64447,"No results","Full match","No results",NA,NA,NA,NA,492437.884299999,1475962.173,1435636.183,1998209.508,1139042.535,20.5248333077401,19.9520217686304,0.572811539109633,0.450074728958874,0.349335974802624,"stable",0.634019859333629
"3-Hydroxy-3-methylbutanoic acid","Com_10815_pos","3-Hydroxy-3-methylbutanoic acid","C5 H10 O3",118.06315,6.708,119.07046,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids",229416.5193,207091.1826,204565.8261,233252.4201,195052.2508,17.7025168225218,17.7032406613575,-0.000723838835750001,0.996517797363972,0.506797302475706,"stable",0.00550829042661955
"PC O-32:1","Com_10845_pos","PC O-32:1","C40 H80 N O7 P",717.56001,10.421,718.56729,"No results","Invalid mass","No results",NA,NA,NA,NA,2063495.281,895651.773999999,509300.0192,5159367.944,2854854.943,21.8718744594139,19.9024644519438,1.96941000747008,0.0728867133771917,0.180529600779294,"stable",1.25664711068369
"PC O-31:1","Com_10916_pos","PC O-31:1","C39 H78 N O7 P",703.55181,9.094,704.55908,"No results","Full match","No results",NA,NA,NA,NA,405844.8067,606365.3933,764227.846600001,494010.4451,407631.1791,18.7755434499564,19.1280132735424,-0.352469823586031,0.330587819052563,0.311027742907359,"stable",0.763523477719591
